/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1917-03-24	0			1			18.2	17.0	1.2
1917-03-25	0			2			24.0	20.0	4.0
1917-03-26	0			3			36.4	27.2	9.2
1917-03-27	0			3			27.0	24.4	2.6
1917-03-28	0			0			35.0	26.8	8.2
1917-03-29	0			0			38.4	30.4	8.0
1917-03-30	0			1			35.0	28.2	6.8
1917-03-31	4			4			20.8	17.0	3.8
1917-04-01				3			27.0	16.8	10.2
1917-04-02	0			3			17.6	14.4	3.2
1917-04-03	1			3			#42.4	#29.0	#13.4
1917-04-04	4			4			5.0	3.4	1.6
1917-04-05	0			3			29.0	19.8	9.2
1917-04-06	1			2			36.6	23.4	13.2
1917-04-07	4			3			16.8	14.0	2.8
1917-04-08	0			1			42.0	29.0	13.0
1917-04-09	0			0			41.2	30.0	11.2
1917-04-10	1			0			42.2	35.0	7.2
1917-04-11	1			1			38.4	27.0	11.4
1917-04-12	4			4			18.4	16.8	1.6
1917-04-13	4			4			15.8	12.4	3.4
1917-04-14	4			3			33.4	20.4	13.0
1917-04-15	4			3			28.0	19.4	8.6
1917-04-16	0			1			39.0	28.0	11.0
1917-04-17	0			0			41.0	25.0	16.0
1917-04-18	0			1			41.0	28.8	12.2
1917-04-19	0			1			43.6	30.0	13.6
1917-04-20	2			1			46.2	35.6	10.6
1917-04-21	1			1			45.0	28.0	17.0
1917-04-22	2			2			45.0	30.0	15.0
1917-04-23	0			0			41.0	30.2	10.8
1917-04-24	0			0			39.2	24.6	14.6
1917-04-25	0			0			44.2	33.6	10.6
1917-04-26	0			0			43.4	29.4	14.0
1917-04-27	1			2			37.4	30.2	7.2
1917-04-28	2			2			42.4	30.8	11.6
1917-04-29	3			4			25.6	23.0	2.6
1917-04-30	4			4			23.8	20.4	3.4
1917-05-01	2			3			26.4	22.8	3.6
1917-05-02	4			3			40.2	34.4	5.8
1917-05-03	2			3			42.6	30.0	12.6
1917-05-04				4			26.2	22.8	3.4
1917-05-05	4			3			32.8	28.4	4.4
1917-05-06	4			4			27.6	23.4	4.2
1917-05-07	4			3			32.4	25.0	7.4
1917-05-08	1			3			33.4	29.4	4.0
1917-05-09	4			2			32.6	27.6	5.0
1917-05-10	2			2			33.4	32.0	1.4
1917-05-11	4			3			39.4	30.0	9.4
1917-05-12	3			2			37.0	30.4	6.6
1917-05-13	1			3			26.8	22.4	4.4
1917-05-14	1			3			35.0	32.0	3.0
1917-05-15	1			2			44.0	31.0	13.0
1917-05-16	0			1			#46.0	#31.8	#14.2
1917-05-17	4						13.8	12.4	1.4
1917-05-18	4			4			18.4	16.2	2.2
1917-05-19	3			4			20.6	18.2	2.4
1917-05-20	4			4			26.0	22.2	3.8
1917-05-21	2			3			32.4	28.6	3.8
1917-05-22	0			0			36.0	29.4	6.6
1917-05-23	1			4			34.2	28.6	5.6
1917-05-24	0			2			37.0	31.4	5.6
1917-05-25	0			0			44.2	35.0	9.2
1917-05-26	1			2			47.0	36.0	11.0
1917-05-27	0			0			44.2	32.4	11.8
1917-05-28	1			0			39.4	35.6	3.8
1917-05-29	0			1			40.0	37.4	2.6
1917-05-30	0			0			47.8	38.6	9.2
1917-05-31	0			1			55.4	44.4	11.0
1917-06-01	0			2			43.4	33.2	10.2
1917-06-02	0			1			45.4	32.2	13.2
1917-06-03	0			3			43.2	39.2	4.0
1917-06-04	0			0			42.4	35.2	7.2
1917-06-05	0			4			29.4	26.8	2.6
1917-06-06	4			3			45.4	33.8	11.6
1917-06-07	1			4			45.0	22.0	3.0
1917-06-08	0			2			44.0	34.0	10.0
1917-06-09	0			4			33.4	30.4	3.0
1917-06-10	1			4			30.8	19.0	11.8
1917-06-11	0			3			36.0	29.0	7.0
1917-06-12	4			0			41.4	35.4	6.0
1917-06-13	0			0			47.8	36.0	11.8
1917-06-14	2			2			51.2	43.0	8.2
1917-06-15	0			0			43.8	37.4	5.4
1917-06-16	0			0			51.0	38.4	#12.6
1917-06-17	0			0			46.4	45.0	1.4
1917-06-18	3			0			40.0	31.4	8.6
1917-06-19	3			4			25.0	21.0	4.0
1917-06-20	4			3			39.0	34.2	4.8
1917-06-21	2			0			44.4	32.6	11.8
1917-06-22	0			0			42.8	36.8	6.0
1917-06-23	0			0			45.0	32.4	12.6
1917-06-24	0			0			48.2	37.8	10.4
1917-06-25	1			0			50.4	38.4	12.0
1917-06-26	0			0			48.6	36.8	11.8
1917-06-27	0			0			51.2	44.0	7.2
1917-06-28	0			1			49.8	38.4	11.4
1917-06-29	0			0			45.0	35.8	9.2
1917-06-30	0			0			52.4	44.4	9.0
1917-07-01	3			1			48.0	39.4	8.6
1917-07-02	0			0			49.4	39.6	9.8
1917-07-03	1			0			51.0	40.8	10.2
1917-07-04	0			0			58.6	50.2	8.4
1917-07-05	0			0			58.6	48.6	10.0
1917-07-06	0			0			53.0	42.8	10.2
1917-07-07	0			0			58.0	47.6	10.4
1917-07-08	2			0			49.4	38.4	11.0
1917-07-09	0			0			48.8	42.2	6.6
1917-07-10	0			0			51.0	39.2	11.8
1917-07-11	0			0			50.6	44.4	6.2
1917-07-12	0			0			53.8	45.8	8.0
1917-07-13	1			2			43.8	41.2	2.6
1917-07-14	2			2			41.0	37.2	3.8
1917-07-15	0			0			43.0	36.2	6.8
1917-07-16	0			0			50.8	44.8	6.0
1917-07-17	0			0			47.8	39.4	8.4
1917-07-18	0			0			51.2	45.4	5.8
1917-07-19	0			0			52.8	42.2	10.6
1917-07-20	0			0			52.8	41.4	11.4
1917-07-21	0			0			47.8	41.4	6.4
1917-07-22	0			0			49.8	41.8	8.0
1917-07-23	0			0			52.0	41.0	11.0
1917-07-24	0			0			59.8	51.4	8.4
1917-07-25	0			0			52.6	46.8	5.8
1917-07-26	0			0			54.6	44.4	10.2
1917-07-27	0			0			52.2	42.0	10.2
1917-07-28	0			0			56.0	44.0	12.0
1917-07-29	2			3			41.4	38.0	3.4
1917-07-30	0			2			40.2	36.0	4.2
1917-07-31	0			3			35.8	31.6	4.2
1917-08-01	0			0			47.2	36.8	10.4
1917-08-02	0			0			47.8	39.8	8.0
1917-08-03	0			0			50.6	43.0	7.6
1917-08-04	0			0			54.2	49.0	5.2
1917-08-05	0			0			50.4	44.4	6.0
1917-08-06	0			0			45.8	35.8	10.0
1917-08-07	0			0			49.4	40.8	8.6
1917-08-08	0			0			43.6	36.6	7.0
1917-08-09	0			0			43.4	34.8	9.6
1917-08-10	0			0			49.6	41.8	7.8
1917-08-11	0			0			49.4	39.9	9.5
1917-08-12	0			0			50.2	39.8	10.4
1917-08-13	0			4			35.0	30.0	5.0
1917-08-14	0			1			37.0	32.2	4.8
1917-08-15	0			0			47.0	37.8	9.2
1917-08-16	0			0			50.2	39.0	11.2
1917-08-17	0			0			50.2	42.2	8.0
1917-08-18	0			0			51.8	44.4	7.4
1917-08-19	0			2			49.4	42.0	7.4
1917-08-20	0			2			50.0	41.6	8.4
1917-08-21	0			0			51.0	40.5	10.5
1917-08-22	0			0			50.0	38.6	11.4
1917-08-23	4			0			43.8	34.8	9.0
1917-08-24	1			0			52.6	40.0	12.6
1917-08-25	0			0			49.8	39.4	10.4
1917-08-26	0			0			49.8	38.0	11.8
1917-08-27	0			0			46.6	33.4	13.2
1917-08-28	4			4			33.0	22.0	4.0
1917-08-29	0			0			45.4	33.0	12.4
1917-08-30	0			0			48.4	37.0	11.4
1917-08-31	0			0			52.4	40.2	12.2
1917-09-01	0			0			54.6	40.4	14.2
1917-09-02	0			2			57.4	44.0	13.4
1917-09-03	0			0			51.2	40.0	11.2
1917-09-04	0			0			48.2	33.2	15.0
1917-09-05	4			0			47.2	36.0	11.2
1917-09-06	0			2			36.8	33.0	3.8
1917-09-07	1			4			36.4	30.6	5.8
1917-09-08	3			2			40.8	30.2	10.6
1917-09-09	0			0			45.2	35.4	9.8
1917-09-10	0			2			40.0	#35.4	4.6
1917-09-11	4			4			#15.8	15.4	#0.4
1917-09-12	0			0			46.0	31.8	14.2
1917-09-13	0			0			47.8	37.8	10.0
1917-09-14	0			0			50.0	38.4	11.6
1917-09-15	0			0			49.0	38.0	11.0
1917-09-16	0			2			40.8	36.8	4.0
1917-09-17	0			0			46.8	43.0	3.8
1917-09-18	0			2			47.0	43.8	3.2
1917-09-19	0			0			51.6	45.0	6.6
1917-09-20	0			0			51.0	44.8	6.2
1917-09-21	2			2			49.0	40.0	9.0
1917-09-22	0			0			51.4	44.0	7.4
1917-09-23	0			0			52.0	44.2	7.8
1917-09-24	0			0			50.0	39.2	10.8
1917-09-25	3			4			32.6	30.4	2.2
1917-09-26	3			0			48.0	41.4	6.6
1917-09-27	0			0			50.0	41.0	9.0
1917-09-28	1			4			33.0	30.0	3.0
1917-09-29	3			4			37.8	34.6	3.2
1917-09-30	0			1			45.4	36.0	9.2
1917-10-01	2			4			30.0	27.4	2.6
1917-10-02	2			3			31.8	29.8	2.0
1917-10-03	2			0			44.4	37.6	6.8
1917-10-04	0			0			46.8	39.4	7.4
1917-10-05	3			0			41.8	30.8	11.0
1917-10-06	0			0			40.4	32.2	8.2
1917-10-07	0			0			40.2	32.4	7.8
1917-10-08	0			0			46.4	37.8	8.6
1917-10-09	0			0			46.6	37.8	8.8
1917-10-10	3			0			37.8	29.4	8.4
1917-10-11	0			0			38.0	29.0	9.0
1917-10-12	4			0			34.4	30.4	4.0
1917-10-13	4			4			19.2	16.2	3.0
1917-10-14	0			4			34.0	27.2	6.8
1917-10-15	0			0			40.2	32.4	7.8
1917-10-16	1			0			37.2	30.6	6.6
1917-10-17	0			0			39.4	32.0	7.4
1917-10-18	3			4			19.8	18.6	1.2
1917-10-19	0			0			38.6	31.4	7.2
1917-10-20	0			0			44.0	36.0	8.0
1917-10-21	0			0			43.0	33.0	10.0
1917-10-22	0			0			43.0	37.4	5.6
1917-10-23	0			0			43.8	35.8	8.0
1917-10-24	4			2			28.6	23.4	5.2
1917-10-25	0			0			41.4	34.4	7.0
1917-10-26	0			2			40.0	36.0	4.0
1917-10-27	4			3			25.2	20.0	5.2
1917-10-28	0			1			25.4	20.0	5.4
1917-10-29	0			1			31.2	22.8	8.4
1917-10-30							13.8	13.0	0.8
1917-10-31	1			0			37.0	30.2	6.8
1917-11-01	0			0			40.2	33.4	6.8
1917-11-02	0			0			40.0	33.8	6.2
1917-11-03	0			0			39.4	33.0	6.4
1917-11-04	0			0			38.4	32.6	5.8
1917-11-05	1			3			20.2	18.2	2.0
1917-11-06	0			2			32.6	27.0	5.6
1917-11-07	1			0			34.4	28.6	5.8
1917-11-08	0			0			33.8	27.6	6.2
1917-11-09	2			2			29.2	25.0	4.2
1917-11-10	4			4			23.4	20.2	3.2
1917-11-11	2			0			34.6	25.0	9.6
1917-11-12	1			0			30.4	24.0	6.4
1917-11-13	0			0			27.0	21.4	5.6
1917-11-14	0			0			34.6	21.6	13.0
1917-11-15	0			0			37.8	28.0	9.8
1917-11-16	0			0			35.2	26.4	8.8
1917-11-17	0			0			34.0	26.0	8.0
1917-11-18	0			0			36.0	31.0	5.0
1917-11-19	0			0			40.0	29.4	10.6
1917-11-20	0			0			35.0	30.0	5.0
1917-11-21	0			0			35.6	29.8	5.8
1917-11-22	0			0			34.0	28.0	6.0
1917-11-23	0			0			31.8	26.0	5.8
1917-11-24	0			0			20.2	16.2	4.0
1917-11-25	0			0			35.0	27.8	7.2
1917-11-26	1			0			30.8	24.2	6.6
1917-11-27	3			2			17.2	15.2	2.0
1917-11-28	0			0			22.8	19.0	3.8
1917-11-29	0			0			26.6	21.0	5.6
1917-11-30	1			0			31.4	23.2	8.2
1917-12-01	0			0			27.8	21.6	6.2
1917-12-02	1			4			19.2	17.0	2.2
1917-12-03	0			0			32.0	26.4	5.6
1917-12-04	0			2			17.2	15.2	2.0
1917-12-05	1			1			19.4	17.2	2.2
1917-12-06	2			1			22.8	18.2	4.6
1917-12-07	1			1			17.0	13.8	3.2
1917-12-08	3			4			17.8	15.4	2.4
1917-12-09	3			4			11.8	11.0	0.8
1917-12-10	0			0			24.0	18.8	5.2
1917-12-11	0			0			24.0	19.0	5.0
1917-12-12	0			0			22.4	17.2	5.2
1917-12-13	1			0			28.4	21.8	6.6
1917-12-14	0			0			27.4	19.8	7.6
1917-12-15	0			0			28.6	24.0	4.6
1917-12-16	2			0			25.4	20.0	5.4
1917-12-17	1			4			8.2	6.8	1.4
1917-12-18	3			4			6.0	5.0	1.0
1917-12-19	1			0			21.0	16.0	5.0
1917-12-20	4			0			19.6	15.4	4.2
1917-12-21	0			2			10.2	8.2	1.8
1917-12-22	4						6.0	5.8	0.2
1917-12-23				4			4.8	4.6	0.2
1917-12-24				4			8.0	7.4	0.6
1917-12-25	0			0			21.4	19.8	1.6
1917-12-26	0			0			26.4	20.8	5.6
1917-12-27	1			0			23.4	17.4	6.0
1917-12-28	1			0			7.4	5.0	2.4
1917-12-29	2						3.0	2.4	0.6
1917-12-30							2.2	1.2	1.0
1917-12-31	4			0			16.8	12.6	4.2
1918-01-01	0			0			16.4	2.4	#14.0
1918-01-02	4						0.0	0.0	0.0
1918-01-03				4			9.0	8.2	0.8
1918-01-04	4			4			13.0	2.2	10.8
1918-01-05	4			4			16.4	14.8	1.6
1918-01-06				4			8.8	8.6	0.2
1918-01-07	4			4			14.6	7.0	7.6
1918-01-08				4			9.2	8.6	0.6
1918-01-09	1			0			23.0	16.6	6.4
1918-01-10	0			1			8.4	5.4	3.0
1918-01-11	4			4			6.2	5.0	1.2
1918-01-12	4						10.4	6.0	4.4
1918-01-13	4			4			15.2	14.2	1.0
1918-01-14				4			18.2	15.0	3.2
1918-01-15	4			0			29.0	22.0	7.0
1918-01-16	2			4			18.8	16.8	2.0
1918-01-17	1			3			19.2	17.4	1.8
1918-01-18	3			1			28.0	#25.2	2.8
1918-01-19	4			4			12.8	2.0	10.8
1918-01-20	4						12.4	11.0	1.4
1918-01-21	4						12.8	12.0	0.8
1918-01-22	4			2			25.0	19.8	5.2
1918-01-23	4			3			16.4	14.2	2.2
1918-01-24	2			2			25.0	21.2	3.8
1918-01-25	0			4			15.6	13.8	1.8
1918-01-26	0			3			34.4	25.8	8.6
1918-01-27	2			0			28.6	21.4	7.2
1918-01-28	0			2			15.4	14.2	1.2
1918-01-29	2			3			16.6	10.6	6.0
1918-01-30	1			3			17.2	15.0	2.2
1918-01-31	4			2			19.8	19.2	0.6
1918-02-01	3			3			32.0	21.8	10.2
1918-02-02	4			4			20.8	18.2	2.6
1918-02-03	4			2			33.2	26.4	6.8
1918-02-04	3			2			29.8	23.4	6.4
1918-02-05	4			4			14.0	13.0	1.0
1918-02-06	4			3			16.8	14.6	2.2
1918-02-07	0			0			34.0	28.6	5.4
1918-02-08	0			0			38.0	26.6	11.4
1918-02-09	0			0			34.0	25.0	9.0
1918-02-10	0			0			33.0	27.4	5.6
1918-02-11	0			0			37.4	27.2	10.2
1918-02-12	0			0			36.4	27.0	9.4
1918-02-13	0			0			34.8	28.0	6.8
1918-02-14	0			0			32.0	26.4	5.6
1918-02-15	0			0			31.0	21.4	9.6
1918-02-16	0			0			30.4	23.6	6.8
1918-02-17	4			1			33.2	22.4	10.8
1918-02-18	0			4			17.0	14.8	2.2
1918-02-19	0			0			27.2	24.0	3.2
1918-02-20	0			0			33.0	25.4	7.6
1918-02-21	0			0			41.0	29.4	11.6
1918-02-22	0			0			37.2	25.4	11.8
1918-02-23	0			0			37.8	29.8	8.0
1918-02-24	2			0			44.8	31.4	13.4
1918-02-25	1			0			46.8	32.2	14.6
1918-02-26	0			0			33.2	27.2	6.0
1918-02-27	0			0			34.8	29.6	5.2
1918-02-28	0			0			36.4	32.2	4.2
1918-03-01	0			0			29.8	21.8	8.0
1918-03-02	0			4			18.2	17.4	0.8
1918-03-03	0			0			32.6	25.0	7.6
1918-03-04	0			1			12.0	9.4	2.6
1918-03-05	4			1			26.0	19.4	6.6
1918-03-06	0			1			28.0	22.2	5.8
1918-03-07				4			12.8	11.8	1.0
1918-03-08				4			17.4	13.8	3.6
1918-03-09	4			3			25.2	19.4	5.8
1918-03-10	1			3			38.2	28.4	9.8
1918-03-11	1			1			35.8	28.0	7.8
1918-03-12	3			0			30.4	27.0	3.4
1918-03-13	3			4			10.8	9.8	1.0
1918-03-14				4			12.2	10.8	1.4
1918-03-15	0			4			20.4	16.4	4.0
1918-03-16				4			14.6	12.8	1.8
1918-03-17	4						11.0	10.2	0.8
1918-03-18	0			2			29.2	26.4	2.8
1918-03-19	2			1			37.0	32.0	5.0
1918-03-20	4			2			36.2	28.4	7.8
1918-03-21	1			1			50.2	40.4	9.8
1918-03-22	1			0			44.0	32.4	11.6
1918-03-23	1			0			44.6	35.0	9.6
1918-03-24	0			3			37.0	27.8	9.2
1918-03-25	0			0			44.4	36.4	8.0
1918-03-26	0			0			44.4	33.4	11.0
1918-03-27	0			0			44.6	34.8	9.8
1918-03-28	0			2			39.4	30.4	9.0
1918-03-29	0			0			38.2	31.2	7.0
1918-03-30	4			4			20.6	18.2	2.4
1918-03-31	4						12.2	11.0	1.2
1918-04-01	1			3			32.4	22.8	9.6
1918-04-02	2			4			20.4	17.2	3.2
1918-04-03	4			4			17.2	15.0	2.2
1918-04-04	4			4			20.2	16.6	3.6
1918-04-05	3			1			38.8	25.0	13.8
1918-04-06	0			0			44.2	34.4	9.8
1918-04-07	2			3			30.8	24.0	6.8
1918-04-08	1			3			23.8	20.8	3.0
1918-04-09	4			4			14.0	12.0	2.0
1918-04-10	3			4			13.4	10.8	2.6
1918-04-11	1			4			13.0	11.2	1.8
1918-04-12	4			4			27.4	20.0	7.4
1918-04-13	4			4			31.0	20.0	11.0
1918-04-14	1			3			28.4	22.4	6.0
1918-04-15	2			1			39.6	28.2	11.4
1918-04-16	2			3			20.0	16.8	3.2
1918-04-17	3			3			27.0	19.8	7.2
1918-04-18	4			4			40.2	30.2	10.0
1918-04-19	4			4			28.4	23.0	5.6
1918-04-20	2			1			38.4	25.0	13.4
1918-04-21	0			0			34.0	26.0	8.0
1918-04-22	1			0			41.4	30.0	11.4
1918-04-23	0			1			46.6	35.0	11.6
1918-04-24	1			1			33.4	26.4	7.0
1918-04-25	2			0			37.8	29.0	8.8
1918-04-26	2			4			19.2	17.0	2.2
1918-04-27	4			4			27.4	24.0	3.4
1918-04-28	1			0			51.6	39.2	12.4
1918-04-29	0			1			31.4	25.8	5.6
1918-04-30	1			1			41.6	31.4	10.2
1918-05-01	3			0			42.4	33.2	9.2
1918-05-02	2			0			49.4	36.8	12.6
1918-05-03	4			4			38.4	31.2	7.2
1918-05-04	4			0			34.4	26.6	7.8
1918-05-05	4			4			25.0	21.0	4.0
1918-05-06	1			4			26.8	19.0	7.8
1918-05-07	4			4			28.0	21.4	6.6
1918-05-08	1			0			50.4	37.4	13.0
1918-05-09	2			0			48.2	36.0	12.2
1918-05-10	4			3			#47.8	#34.0	13.8
1918-05-11	4			4			17.8	14.8	3.0
1918-05-12	4			3			38.8	30.6	8.2
1918-05-13	0			0			44.4	34.2	10.2
1918-05-14	0			0			42.4	33.4	9.0
1918-05-15	1			3			29.6	26.8	2.8
1918-05-16	2			0			46.4	36.4	10.0
1918-05-17	2			2			48.4	38.4	10.0
1918-05-18	4			3			54.2	42.8	11.4
1918-05-19	4			3			40.0	33.4	6.6
1918-05-20	0			0			50.4	40.8	9.6
1918-05-21	0			0			49.4	40.0	9.4
1918-05-22	1			3			45.8	38.0	7.8
1918-05-23	1			3			53.4	42.8	10.6
1918-05-24	0			0			48.0	41.0	7.0
1918-05-25	0			1			47.0	44.8	2.2
1918-05-26	4			0			52.4	42.8	9.6
1918-05-27	0			0			49.2	38.0	11.2
1918-05-28	0			0			51.0	41.0	10.0
1918-05-29	0			0			40.4	36.0	4.4
1918-05-30	2			0			50.4	41.0	9.4
1918-05-31	2			2			44.0	37.0	7.0
1918-06-01	0			2			43.0	33.6	9.4
1918-06-02	1			0			48.2	39.4	8.8
1918-06-03	1			2			49.2	39.6	9.6
1918-06-04	3			1			36.0	33.2	3.8
1918-06-05	2			4			29.8	25.2	4.6
1918-06-06	1			4			38.0	32.4	5.6
1918-06-07	0			0			42.6	36.6	6.0
1918-06-08	0			0			47.4	36.4	11.0
1918-06-09	0			0			50.0	40.2	9.8
1918-06-10	0			0			55.4	46.6	8.8
1918-06-11	1			0			52.2	40.0	12.2
1918-06-12	0			0			45.6	35.6	10.0
1918-06-13	0			0			49.0	43.2	5.8
1918-06-14	0			2			50.8	42.6	8.2
1918-06-15	0			0			51.0	41.6	9.4
1918-06-16	0			4			30.2	25.4	4.8
1918-06-17	1			2			42.6	36.4	6.2
1918-06-18	0			2			42.4	33.2	9.2
1918-06-19	2			2			38.8	31.6	7.2
1918-06-20	1			0			50.4	40.2	10.2
1918-06-21	0			0			55.0	44.4	10.6
1918-06-22	1			0			56.4	46.6	9.8
1918-06-23	1			0			54.4	46.6	7.8
1918-06-24	1			2			37.4	35.0	2.4
1918-06-25	2			2			41.8	37.8	4.0
1918-06-26	2			2			43.6	26.6	7.0
1918-06-27	1			0			43.0	35.2	7.8
1918-06-28	4			2			45.8	40.0	5.8
1918-06-29	3			3			42.0	36.4	5.6
1918-06-30	4			4			31.4	27.8	3.6
1918-07-01	1			1			40.4	34.0	6.4
1918-07-02	0			0			51.2	41.2	10.0
1918-07-03	0			0			47.8	39.4	8.4
1918-07-04	0			0			53.4	43.2	10.2
1918-07-05	0			0			52.2	43.0	9.2
1918-07-06	0			0			44.8	39.0	5.8
1918-07-07	1			2			42.4	38.8	3.6
1918-07-08	2			0			58.2	47.4	10.8
1918-07-09	4			0			44.4	32.8	6.6
1918-07-10	2			0			47.8	38.4	9.4
1918-07-11	0			0			55.4	43.4	12.0
1918-07-12	0			0			50.4	39.2	11.2
1918-07-13	2			0			48.4	39.0	9.4
1918-07-14	0			0			59.0	47.6	11.4
1918-07-15	0			2			54.8	44.6	10.2
1918-07-16	0			0			47.6	40.0	7.6
1918-07-17	0			3			34.4	30.4	4.0
1918-07-18	0			0			48.6	40.0	8.6
1918-07-19	1			0			52.0	42.6	9.4
1918-07-20	1			0			52.4	42.6	9.8
1918-07-21	0			0			48.4	42.4	6.0
1918-07-22	2			0			52.4	43.6	8.8
1918-07-23	0			0			58.2	46.8	11.4
1918-07-24	0			0			49.8	42.4	7.4
1918-07-25	0			0			54.0	45.0	9.0
1918-07-26	1			0			52.0	42.6	9.4
1918-07-27	2			0			50.2	41.6	8.6
1918-07-28	4			4			39.0	35.0	4.0
1918-07-29	0			0			60.0	48.2	11.8
1918-07-30	0			0			57.0	46.0	11.0
1918-07-31	0			0			61.4	#51.6	9.8
1918-08-01	3			1			37.4	30.8	6.6
1918-08-02	1			2			35.0	28.8	6.2
1918-08-03	2			1			41.6	35.0	6.6
1918-08-04	0			0			48.4	40.6	7.8
1918-08-05	0			0			54.0	44.6	9.4
1918-08-06	0			0			58.8	46.0	12.8
1918-08-07	0			0			61.4	49.6	11.8
1918-08-08	0			0			51.0	42.6	8.4
1918-08-09	0			0			51.4	42.2	9.2
1918-08-10	2			0			56.0	47.4	8.6
1918-08-11	0			0			55.6	47.8	7.8
1918-08-12	0			0			53.4	45.4	8.0
1918-08-13	0			0			56.4	48.4	8.0
1918-08-14	0			0			50.8	39.0	11.8
1918-08-15	0			0			57.4	48.0	9.4
1918-08-16	2			2			52.8	45.0	7.8
1918-08-17	1			0			55.2	46.2	9.0
1918-08-18	0			0			57.0	46.6	10.4
1918-08-19	0			0			54.0	47.0	7.0
1918-08-20	0			0			58.2	48.2	10.0
1918-08-21	0			0			57.6	48.8	8.8
1918-08-22	2			2			49.6	43.0	6.6
1918-08-23	0			0			57.8	41.0	16.8
1918-08-24	0			0			55.4	45.4	10.0
1918-08-25	1			1			49.2	41.4	7.8
1918-08-26	0			0			44.6	38.0	6.6
1918-08-27	0			0			45.4	38.6	6.8
1918-08-28	1			2			49.0	37.8	11.2
1918-08-29	1			4			30.8	29.4	#1.4
1918-08-30				0			45.4	32.6	12.8
1918-08-31	2			1			46.0	35.6	10.4
1918-09-01	2			1			44.0	33.8	10.2
1918-09-02	2			1			42.2	34.0	8.2
1918-09-03	0			0			48.6	33.8	14.8
1918-09-04	1			0			45.2	38.8	6.4
1918-09-05	4			3			42.4	34.8	7.6
1918-09-06	3			3			36.4	30.4	6.0
1918-09-07	4			4			29.4	26.6	#2.8
1918-09-08	0			0			53.4	38.8	14.6
