"Lesina (Split)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1869,January,February,March,April,May,June,July,August,September,October,November,December,1869,,,,,,,,,,,,
1,764.4,770.7,756.9,754.7,758.1,760.2,758.7,754.6,762.4,765.9,761.8,770,1,10189.464256,10273.457368,10089.472456,10060.141528,10105.471144000001,10133.468848,10113.470488,10058.808304,10162.799776,10209.462615999999,10154.800432,10264.1248
2,767.7,770.2,758.4,757.6,753.6,762.7,761.2,752.2,765.8,763.7,759.2,766.9,2,10233.460648,10266.791248,10109.470816,10098.805024000001,10045.476064,10166.799448,10146.801088,10026.810928,10208.129391999999,10180.131688000001,10120.136608,10222.794855999999
3,768.9,770.4,763.1,758.5,752.5,760,762,749.2,765.8,757,758.9,765.1,3,10249.459335999998,10269.457696,10172.132344,10110.80404,10030.8106,10130.8024,10157.46688,9986.814208,10208.129391999999,10090.80568,10116.136936,10198.796824000001
4,767.4,770.2,760.4,757.7,748.3,757.3,760.6,750.7,765.4,759.3,761.1,767,4,10229.460976,10266.791248,10136.135296,10100.138248000001,9974.815192,10094.805352,10138.801744,10006.812568000001,10202.796495999999,10121.469831999999,10145.467864,10224.12808
5,771.5,767.7,761.1,752.2,755.7,755.5,758.3,758.7,766.2,763,762.7,767.7,5,10284.12316,10233.460648,10145.467864,10026.810928,10073.473768000002,10070.80732,10108.137592,10113.470488,10213.462288,10170.79912,10166.799448,10233.460648
6,771.7,763.2,764,749.1,756.1,758.7,758.8,760.1,765.8,762.3,764,767.9,6,10286.789608,10173.465568,10184.13136,9985.480984000002,10078.806664,10113.470488,10114.803711999999,10132.135624,10208.129391999999,10161.466552,10184.13136,10236.127096
7,773.1,760,767,748.4,753.2,762.1,759.5,753.3,762.9,760.7,767.2,769.8,7,10305.454743999999,10130.8024,10224.12808,9976.148416,10040.143168,10158.800104,10124.13628,10041.476392,10169.465896,10140.134968,10226.794528,10261.458351999998
8,772.2,759.7,765.6,748.8,747.3,761.7,757.9,750.3,759.7,760.1,767.3,769.9,8,10293.455727999999,10126.802728,10205.462944,9981.481312,9961.482952,10153.467208,10102.804696,10001.479672,10126.802728,10132.135624,10228.127751999999,10262.791576
9,768.8,759.2,769.2,752.4,749.2,760.5,759.1,753.7,759.6,760.9,764.2,767.7,9,10248.126111999998,10120.136608,10253.459008,10029.477375999999,9986.814208,10137.46852,10118.803384,10046.809288,10125.469504,10142.801416,10186.797808000001,10233.460648
10,768.5,758.9,772.4,755.7,753,762.4,760.8,756.7,760.6,762.1,760.8,757.1,10,10244.12644,10116.136936,10296.122175999999,10073.473768000002,10037.476719999999,10162.799776,10141.468192,10086.806008000001,10138.801744,10158.800104,10141.468192,10092.138904000001
11,772.4,759.7,767.4,755.9,757.7,760.8,761.3,754.8,758.2,764,764.2,760,11,10296.122175999999,10126.802728,10229.460976,10076.140216,10100.138248000001,10141.468192,10148.134312,10061.474751999998,10106.804368000001,10184.13136,10186.797808000001,10130.8024
12,773,761.4,766.1,752.2,757.3,758.1,761.6,757.1,757.6,763,764.3,763.2,12,10304.121519999999,10149.467536,10212.129064,10026.810928,10094.805352,10105.471144000001,10152.133984,10092.138904000001,10098.805024000001,10170.79912,10188.131032,10173.465568
13,774.2,761.3,771.6,755.1,755.4,759.5,760,757.3,758.1,760.1,759,760.7,13,10320.120208,10148.134312,10285.456384,10065.474424,10069.474096,10124.13628,10130.8024,10094.805352,10105.471144000001,10132.135624,10117.47016,10140.134968
14,766.4,762.9,770.4,765.2,755.6,759.9,758.1,755.5,757.7,758,761.6,758.5,14,10216.128735999999,10169.465896,10269.457696,10200.130048,10072.140544,10129.469176,10105.471144000001,10070.80732,10100.138248000001,10104.137920000001,10152.133984,10110.80404
15,758.6,763.4,765.2,767.5,755.7,757.6,758.6,756.2,759.3,757.9,759.6,756.7,15,10112.137264,10176.132016,10200.130048,10230.7942,10073.473768000002,10098.805024000001,10112.137264,10080.139888000002,10121.469831999999,10102.804696,10125.469504,10086.806008000001
16,760.1,761.3,766.4,761.9,755.5,756,759.7,757.3,754.3,762.5,760.6,759.7,16,10132.135624,10148.134312,10216.128735999999,10156.133656,10070.80732,10077.47344,10126.802728,10094.805352,10054.808632,10164.133,10138.801744,10126.802728
17,760.2,761.2,762.6,759.2,758.8,761.6,760.4,757.6,758,762.5,754.8,758.8,17,10133.468848,10146.801088,10165.466224,10120.136608,10114.803711999999,10152.133984,10136.135296,10098.805024000001,10104.137920000001,10164.133,10061.474751999998,10114.803711999999
18,757.4,757.4,760.2,759.2,754.3,760.6,760.6,757.5,759.5,763.3,747.5,759.5,18,10096.138576,10096.138576,10133.468848,10120.136608,10054.808632,10138.801744,10138.801744,10097.4718,10124.13628,10174.798792,9964.1494,10124.13628
19,760.7,756.9,767.2,761.7,751.2,756.6,761.1,756.5,762.3,760.8,757.9,765.4,19,10140.134968,10089.472456,10226.794528,10153.467208,10013.478688000001,10085.472784000001,10145.467864,10084.13956,10161.466552,10141.468192,10102.804696,10202.796495999999
20,769.6,763.3,762.9,762.5,753,753.4,761.5,758.4,759.2,756.6,758.6,764.4,20,10258.791904,10174.798792,10169.465896,10164.133,10037.476719999999,10042.809615999999,10150.80076,10109.470816,10120.136608,10085.472784000001,10112.137264,10189.464256
21,769.2,763.1,761,763.4,756.2,752.4,759.2,759.8,752.8,757.1,761.9,761.8,21,10253.459008,10172.132344,10144.13464,10176.132016,10080.139888000002,10029.477375999999,10120.136608,10128.135952,10034.810271999999,10092.138904000001,10156.133656,10154.800432
22,768.7,763,759.6,762.2,759,754.8,757,759.2,760,758.2,761,752.3,22,10246.792888,10170.79912,10125.469504,10160.133328,10117.47016,10061.474751999998,10090.80568,10120.136608,10130.8024,10106.804368000001,10144.13464,10028.144152
23,765.8,757.8,765.5,760,759.7,757.6,754.4,758.2,759.6,756.8,764.9,760.5,23,10208.129391999999,10101.471472,10204.129719999999,10130.8024,10126.802728,10098.805024000001,10056.141855999998,10106.804368000001,10125.469504,10088.139232,10196.130376,10137.46852
24,769.4,753.7,769.4,761.1,764.6,759.7,758.5,759.5,757.6,753.2,769.4,760,24,10256.125456,10046.809288,10256.125456,10145.467864,10192.130704,10126.802728,10110.80404,10124.13628,10098.805024000001,10040.143168,10256.125456,10130.8024
25,767.7,759.1,767.8,760.7,768,758,760.7,759.6,760.8,756.4,769.1,754.8,25,10233.460648,10118.803384,10234.793871999998,10140.134968,10237.46032,10104.137920000001,10140.134968,10125.469504,10141.468192,10082.806336,10252.125784,10061.474751999998
26,767.8,763.6,764.8,757.3,766.2,758.4,760.3,760.5,761.2,763.8,767.2,750.3,26,10234.793871999998,10178.798464,10194.797152,10094.805352,10213.462288,10109.470816,10134.802072,10137.46852,10146.801088,10181.464912,10226.794528,10001.479672
27,769.1,757.2,763.5,753.1,762.7,755.1,754.7,759.7,762.6,764.4,765.5,758.4,27,10252.125784,10093.472128000001,10177.46524,10038.809944,10166.799448,10065.474424,10060.141528,10126.802728,10165.466224,10189.464256,10204.129719999999,10109.470816
28,771.5,754.2,762.6,753.6,761.1,758.1,755.3,762,761.8,760.6,767.4,765.3,28,10284.12316,10053.475408,10165.466224,10045.476064,10145.467864,10105.471144000001,10068.140872,10157.46688,10154.800432,10138.801744,10229.460976,10201.463271999999
29,773,756.5,761.7,758.2,759.5,760.9,756.9,761.5,762.8,754.6,770.5,765.9,29,10304.121519999999,10084.13956,10153.467208,10106.804368000001,10124.13628,10142.801416,10089.472456,10150.80076,10168.132672,10058.808304,10270.79092,10209.462615999999
30,770.5,,756.4,759.1,756.5,758.6,758.9,756.4,764.5,750.1,772.1,763.7,30,10270.79092,,10082.806336,10118.803384,10084.13956,10112.137264,10116.136936,10082.806336,10190.79748,9998.813224000001,10292.122503999999,10180.131688000001
31,770.8,,750.8,,756.2,,757.1,755.9,,759.6,,760,31,10274.790592,,10008.145792,,10080.139888000002,,,10076.140216,,10125.469504,,10130.8024
,,,,,,,,,,,,,,10238.449486193547,10152.501769931034,10182.927157677417,10097.116273599999,10084.01053832258,10112.492790400003,10120.0032856,10087.79517419355,10140.6238168,10130.157291612903,10168.265994399999,10160.477385806451
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1881,January,February,March,April,May,June,July,August,September,October,November,December,,,,,,,,,,,,,
,,,,,,,,,,,,,1881,,,,,,,,,,,,
1,760.8,750.2,755.9,759.1,765.2,760.8,758.3,761,755.2,757.2,751.5,768.4,1,10141.468192,10000.146448,10076.140216,10118.803384,10200.130048,10141.468192,10108.137592,10144.13464,10066.807648,10093.472128000001,10017.478360000001,10242.793215999998
2,764.1,753.4,752.8,753.9,764.9,759.7,758.5,760.4,752.3,756.8,747,766.7,2,10185.464584,10042.809615999999,10034.810271999999,10049.475736,10196.130376,10126.802728,10110.80404,10136.135296,10028.144152,10088.139232,9957.48328,10220.128408
3,767.3,757.9,760.7,753.9,761.9,760.6,762.4,760.5,752.3,755,758.6,764.9,3,10228.127751999999,10102.804696,10140.134968,10049.475736,10156.133656,10138.801744,10162.799776,10137.46852,10028.144152,10064.1412,10112.137264,10196.130376
4,768,759,764.2,753.5,760.3,761.6,763.9,762.4,756.7,755.1,766.9,766.3,4,10237.46032,10117.47016,10186.797808000001,10044.14284,10134.802072,10152.133984,10182.798136,10162.799776,10086.806008000001,10065.474424,10222.794855999999,10214.795511999999
5,764,756.7,761.7,754.7,759.7,761.5,764.3,763.7,755.7,758,771.9,768.7,5,10184.13136,10086.806008000001,10153.467208,10060.141528,10126.802728,10150.80076,10188.131032,10180.131688000001,10073.473768000002,10104.137920000001,10289.456055999999,10246.792888
6,760.1,752.1,762.1,752.6,762.8,757.3,762.1,762.4,759.4,760.8,772.4,769.1,6,10132.135624,10025.477704,10158.800104,10032.143824,10168.132672,10094.805352,10158.800104,10162.799776,10122.803056,10141.468192,10296.122175999999,10252.125784
7,761.4,751.8,761.4,751.3,766.5,749.3,760.3,760.2,758.8,763.4,768.6,766.6,7,10149.467536,10021.478031999999,10149.467536,10014.811912,10217.46196,9988.147432,10134.802072,10133.468848,10114.803711999999,10176.132016,10245.459664,10218.795184
8,757,756.5,761.1,757.5,763.8,750,759.2,757.9,759.8,764.3,762.1,756.8,8,10090.80568,10084.13956,10145.467864,10097.4718,10181.464912,9997.48,10120.136608,10102.804696,10128.135952,10188.131032,10158.800104,10088.139232
9,756.5,748.1,759.4,761,758.3,749.6,759,756.6,757.4,761.7,761,754.3,9,10084.13956,9972.148744000002,10122.803056,10144.13464,10108.137592,9992.147104,10117.47016,10085.472784000001,10096.138576,10153.467208,10144.13464,10054.808632
10,759.6,753,762.7,759.7,755,753.7,758.8,757.8,758,755.7,762.1,759.7,10,10125.469504,10037.476719999999,10166.799448,10126.802728,10064.1412,10046.809288,10114.803711999999,10101.471472,10104.137920000001,10073.473768000002,10158.800104,10126.802728
11,756.2,747.6,759.4,757.3,756.5,757.1,760.5,756,758,753.5,765.5,758.4,11,10080.139888000002,9965.482624,10122.803056,10094.805352,10084.13956,10092.138904000001,10137.46852,10077.47344,10104.137920000001,10044.14284,10204.129719999999,10109.470816
12,751.4,743.4,758,756.7,758.9,759.3,764.5,756.6,760.7,755.4,767.6,754.3,12,10016.145136,9909.487216,10104.137920000001,10086.806008000001,10116.136936,10121.469831999999,10190.79748,10085.472784000001,10140.134968,10069.474096,10232.127424,10054.808632
13,748.9,749.4,754.2,759.3,757.1,761,763.3,754.3,764.8,757.4,768,761.3,13,9982.814536,9989.480656,10053.475408,10121.469831999999,10092.138904000001,10144.13464,10174.798792,10054.808632,10194.797152,10096.138576,10237.46032,10148.134312
14,745.4,757.7,757.7,761.7,756.2,762.1,763.2,752.6,764.1,759.8,765.7,764.7,14,9936.151695999999,10100.138248000001,10100.138248000001,10153.467208,10080.139888000002,10158.800104,10173.465568,10032.143824,10185.464584,10128.135952,10206.796168,10193.463928000001
15,741.2,761.9,764.5,763.8,757.4,759.7,764.9,749.3,760.2,757.6,766.4,761.5,15,9880.156288,10156.133656,10190.79748,10181.464912,10096.138576,10126.802728,10196.130376,9988.147432,10133.468848,10098.805024000001,10216.128735999999,10150.80076
16,748.7,765.8,765.7,763,758.6,761,762,756.3,757.8,754.6,768.1,756.8,16,9980.148088000002,10208.129391999999,10206.796168,10170.79912,10112.137264,10144.13464,10157.46688,10081.473112,10101.471472,10058.808304,10238.793544000002,10088.139232
17,760.3,764.7,767.2,762.8,756.8,759.9,758.5,758.3,758.1,757.8,765.5,760.8,17,10134.802072,10193.463928000001,10226.794528,10168.132672,10088.139232,10129.469176,10110.80404,10108.137592,10105.471144000001,10101.471472,10204.129719999999,10141.468192
18,760.3,763.5,769,763.3,757.7,760.7,759.3,751.7,762.7,762,760.1,761.9,18,10134.802072,10177.46524,10250.79256,10174.798792,10100.138248000001,10140.134968,10121.469831999999,10020.144808000001,10166.799448,10157.46688,10132.135624,10156.133656
19,751.8,764.8,766.2,754.9,759,760.5,760.8,757.6,763.4,760.4,767.1,756.9,19,10021.478031999999,10194.797152,10213.462288,10062.807976,10117.47016,10137.46852,10141.468192,10098.805024000001,10176.132016,10136.135296,10225.461304,10089.472456
20,748.5,766.9,762.7,748.2,758.8,760.9,758.8,761.5,760.4,763.5,771.1,754.9,20,9977.48164,10222.794855999999,10166.799448,9973.481968,10114.803711999999,10142.801416,10114.803711999999,10150.80076,10136.135296,10177.46524,10278.790264,10062.807976
21,754.8,767.8,756.3,748.3,760.2,762.1,757.2,761.5,756.9,756.1,770.4,751.9,21,10061.474751999998,10234.793871999998,10081.473112,9974.815192,10133.468848,10158.800104,10093.472128000001,10150.80076,10089.472456,10078.806664,10269.457696,10022.811256
22,763.4,768.1,747.2,749.6,761,763.2,756.6,759.9,755.3,755.5,769.1,757.1,22,10176.132016,10238.793544000002,9960.149728,9992.147104,10144.13464,10173.465568,10085.472784000001,10129.469176,10068.140872,10070.80732,10252.125784,10092.138904000001
23,750.4,767.3,757.3,753.4,759.3,761.3,755.7,759.9,756.5,756.6,768.7,759.8,23,10002.812896,10228.127751999999,10094.805352,10042.809615999999,10121.469831999999,10148.134312,10073.473768000002,10129.469176,10084.13956,10085.472784000001,10246.792888,10128.135952
24,762.9,766.2,768.1,754.3,759.7,761.9,759.4,760.1,760.1,750.8,770.3,754.2,24,10169.465896,10213.462288,10238.793544000002,10054.808632,10126.802728,10156.133656,10122.803056,10132.135624,10132.135624,10008.145792,10268.124472,10053.475408
25,769.3,763.6,758.8,761.1,759.4,762.2,758,757.4,757.8,746.4,771.2,758.9,25,10254.792231999998,10178.798464,10114.803711999999,10145.467864,10122.803056,10160.133328,10104.137920000001,10096.138576,10101.471472,9949.483936,10280.123488,10116.136936
26,757.8,761,755.3,761.9,757.9,758.6,756.5,756.4,759.4,750.8,767.3,768.3,26,10101.471472,10144.13464,10068.140872,10156.133656,10102.804696,10112.137264,10084.13956,10082.806336,10122.803056,10008.145792,10228.127751999999,10241.459991999998
27,758.6,758.2,754.3,754.3,755.6,754.3,754.2,756.6,761.2,755.5,764.6,774,27,10112.137264,10106.804368000001,10054.808632,10054.808632,10072.140544,10054.808632,10053.475408,10085.472784000001,10146.801088,10070.80732,10192.130704,10317.453759999999
28,754.3,756.4,752.6,750.9,753.3,755.5,756.8,754.1,761,757.4,762.7,770.2,28,10054.808632,10082.806336,10032.143824,10009.479016000001,10041.476392,10070.80732,10088.139232,10052.142184,10144.13464,10096.138576,10166.799448,10266.791248
29,754,,757.4,758.3,754.9,758.8,765.8,758.7,763.3,756.8,764.7,767.7,29,10050.80896,,10096.138576,10108.137592,10062.807976,10114.803711999999,10208.129391999999,10113.470488,10174.798792,10088.139232,10193.463928000001,10233.460648
30,750.3,,754.7,762.7,758.7,757.3,764.2,763.2,758.3,751.1,768.7,766.6,30,10001.479672,,10060.141528,10166.799448,10113.470488,10094.805352,10186.797808000001,10173.465568,10108.137592,10012.145464000001,10246.792888,10218.795184
31,747.4,,753.3,,761.5,,761.3,758.4,,747.4,,766.5,31,9962.816176,,10041.476392,,10150.80076,,10148.134312,10109.470816,,9962.816176,,10217.46196
,,,,,,,,,,,,,,10085.515791225807,10108.423282857142,10123.018092129034,10087.694824000002,10120.86773083871,10113.692692000002,10134.371999741932,10106.417302967744,10115.5147648,10085.38676954839,10204.0852792,10160.133328
