Oudorp(65_G) "52° 38'" NB "4° 46'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,N,Q_N,RD,Q_RD,T,Q_T
18780425,2400,0,0,,,,
18780426,2400,0,0,,,,
18780427,2400,0,0,,,,
18780428,2400,2,0,,,,
18780429,2400,0,0,,,,
18780430,2400,5,0,,,,
18780502,2400,,,1,0,,
18780503,2400,,,20,0,,
18780505,2400,0,0,,,,
18780506,2400,0,0,,,,
18780507,2400,0,0,,,,
18780508,2400,0,0,,,,
18780509,2400,0,0,,,,
18780510,2400,0,0,,,,
18780511,2400,0,0,,,,
18780512,2400,,,100,0,,
18780513,2400,,,16,0,,
18780514,2400,,,56,0,,
18780515,2400,,,24,0,,
18780516,2400,,,87,0,,
18780517,2400,0,0,,,,
18780518,2400,2,0,,,,
18780519,2400,,,10,0,,
18780520,2400,0,0,,,,
18780521,2400,,,50,0,,
18780522,2400,,,25,0,,
18780523,2400,,,2,0,,
18780524,2400,,,40,0,,
18780525,2400,,,11,0,,
18780526,2400,2,0,,,,
18780527,2400,,,10,0,,
18780528,2400,,,130,0,,
18780529,2400,2,0,,,,
18780530,2400,,,1,0,,
18780531,2400,10,0,,,,
18780601,2400,,,35,0,,
18780602,2400,,,16,0,,
18780603,2400,5,0,,,,
18780605,2400,,,95,0,,
18780606,2400,0,0,,,,
18780608,2400,0,0,,,,
18780609,2400,,,24,0,,
18780610,2400,,,1,0,,
18780611,2400,0,0,,,,
18780612,2400,,,94,0,,
18780613,2400,,,24,0,,
18780614,2400,0,0,,,,
18780615,2400,8,0,,,,
18780616,2400,,,45,0,,
18780617,2400,,,23,0,,
18780618,2400,5,0,,,,
18780619,2400,0,0,,,,
18780620,2400,,,35,0,,
18780621,2400,0,0,,,,
18780622,2400,0,0,,,,
18780623,2400,2,0,,,,
18780624,2400,0,0,,,,
18780625,2400,0,0,,,,
18780626,2400,0,0,,,,
18780627,2400,0,0,,,,
18780628,2400,0,0,,,,
18780629,2400,0,0,,,,
18780630,2400,2,0,,,,
18780701,2400,8,0,,,,
18780702,2400,5,0,,,,
18780703,2400,,,10,0,,
18780704,2400,,,2,0,,
18780705,2400,,,8,0,,
18780706,2400,10,0,,,,
18780707,2400,,,35,0,,
18780708,2400,5,0,,,,
18780709,2400,2,0,,,,
18780710,2400,,,5,0,,
18780711,2400,,,18,0,,
18780712,2400,,,28,0,,
18780713,2400,,,1,0,,
18780714,2400,,,2,0,,
18780715,2400,,,7,0,,
18780716,2400,8,0,,,,
18780717,2400,0,0,,,,
18780718,2400,0,0,,,,
18780719,2400,2,0,,,,
18780720,2400,5,0,,,,
18780721,2400,0,0,,,,
18780722,2400,2,0,,,,
18780728,2400,,,719,0,,
18780729,2400,,,9,0,,
18780730,2400,,,40,0,,
18780801,2400,8,0,,,,
18780802,2400,8,0,,,,
18780803,2400,8,0,,,,
18780804,2400,,,12,0,,
18780805,2400,,,16,0,,
18780807,2400,2,0,,,,
18780808,2400,5,0,,,,
18780809,2400,0,0,,,,
18780810,2400,0,0,,,,
18780811,2400,,,70,0,,
18780812,2400,,,75,0,,
18780813,2400,,,22,0,,
18780814,2400,,,67,0,,
18780815,2400,,,60,0,,
18780816,2400,,,117,0,,
18780817,2400,,,164,0,,
18780818,2400,5,0,,,,
18780819,2400,5,0,,,,
18780820,2400,0,0,,,,
18780821,2400,,,13,0,,
18780822,2400,,,2,0,,
18780823,2400,5,0,,,,
18780824,2400,,,75,0,,
18780825,2400,,,8,0,,
18780826,2400,,,96,0,,
18780827,2400,0,0,,,,
18780828,2400,,,50,0,,
18780829,2400,,,62,0,,
18780830,2400,,,159,0,,
18780831,2400,,,176,0,,
18780901,2400,,,75,0,,
18780902,2400,,,29,0,,
18780903,2400,8,0,,,,
18780904,2400,2,0,,,,
18780905,2400,2,0,,,,
18780906,2400,,,33,0,,
18780907,2400,,,3,0,,
18780909,2400,,,3,0,,
18780910,2400,,,2,0,,
18780911,2400,0,0,,,,
18780913,2400,,,47,0,,
18780914,2400,5,0,,,,
18780915,2400,2,0,,,,
18780916,2400,,,88,0,,
18780917,2400,,,46,0,,
18780918,2400,,,53,0,,
18780919,2400,,,218,0,,
18780920,2400,,,376,0,,
18780921,2400,,,48,0,,
18780922,2400,,,24,0,,
18780923,2400,5,0,,,,
18780924,2400,,,47,0,,
18780925,2400,,,3,0,,
18780926,2400,,,20,0,,
18780927,2400,5,0,,,,
18780929,2400,,,49,0,,
18781001,2400,,,149,0,,
18781002,2400,,,4,0,,
18781004,2400,2,0,,,,
18781005,2400,0,0,,,,
18781006,2400,0,0,,,,
18781007,2400,5,0,,,,
18781008,2400,5,0,,,,
18781009,2400,2,0,,,,
18781010,2400,,,22,0,,
18781011,2400,,,103,0,,
18781012,2400,,,27,0,,
18781013,2400,2,0,,,,
18781014,2400,0,0,,,,
18781015,2400,0,0,,,,
18781016,2400,10,0,,,,
18781022,2400,,,14,0,,
18781023,2400,,,291,0,,
18781024,2400,,,74,0,,
18781025,2400,,,138,0,,
18781026,2400,,,255,0,,
18781027,2400,,,87,0,,
18781028,2400,,,39,0,,
18781029,2400,,,104,0,,
18781030,2400,,,222,0,,
18781031,2400,,,30,0,,
18781101,2400,,,55,0,,
18781102,2400,,,43,0,,
18781103,2400,,,24,0,,
18781104,2400,,,57,0,,
18781105,2400,,,72,0,,
18781106,2400,,,113,0,,
18781107,2400,,,16,0,,
18781108,2400,,,19,0,,
18781109,2400,,,12,0,,
18781110,2400,,,31,0,,
18781111,2400,,,172,0,,
18781112,2400,,,55,0,,
18781113,2400,,,92,0,,
18781114,2400,,,2,0,,
18781115,2400,,,2,0,,
18781116,2400,,,429,0,,
18781117,2400,,,169,0,,
18781118,2400,,,18,0,,
18781119,2400,,,1,0,,
18781120,2400,,,1,0,,
18781121,2400,,,1,0,,
18781122,2400,5,0,,,,
18781123,2400,10,0,,,,
18781124,2400,10,0,,,,
18781125,2400,,,56,0,,
18781126,2400,,,89,0,,
18781127,2400,,,81,0,,
18781128,2400,,,148,0,,
18781129,2400,,,6,0,,
18781130,2400,,,29,0,,
18781202,2400,,,22,0,,
18781203,2400,10,0,,,,
18781204,2400,,,8,0,,
18781205,2400,,,11,0,,
18781206,2400,,,30,0,,
18781207,2400,,,36,0,,
18781208,2400,,,28,0,,
18781209,2400,,,3,0,,
18781212,2400,,,7,0,,
18781213,2400,,,10,0,,
18781214,2400,10,0,,,,
18781215,2400,,,5,0,,
18781216,2400,,,127,0,,
18781217,2400,,,77,0,,
18781218,2400,,,15,0,,
18781219,2400,,,56,0,,
18781220,2400,,,51,0,,
18781221,2400,0,0,,,,
18781222,2400,,,69,0,,
18781223,2400,8,0,,,,
18781224,2400,,,6,0,,
18781225,2400,,,17,0,,
18781226,2400,8,0,,,,
18781227,2400,,,12,0,,
18781228,2400,,,59,0,,
18781229,2400,,,3,0,,
18781230,2400,,,22,0,,
18781231,2400,,,176,0,,
18790101,2400,2,0,,,,
18790102,2400,,,25,0,,
18790103,2400,10,0,,,,
18790104,2400,,,31,0,,
18790105,2400,,,21,0,,
18790106,2400,,,7,0,,
18790107,2400,8,0,,,,
18790108,2400,0,0,,,,
18790109,2400,2,0,,,,
18790110,2400,2,0,,,,
18790111,2400,10,0,,,,
18790112,2400,5,0,,,,
18790114,2400,,,35,0,,
18790115,2400,,,61,0,,
18790116,2400,,,15,0,,
18790117,2400,,,2,0,,
18790118,2400,10,0,,,,
18790119,2400,2,0,,,,
18790120,2400,8,0,,,,
18790121,2400,8,0,,,,
18790122,2400,8,0,,,,
18790123,2400,10,0,,,,
18790124,2400,8,0,,,,
18790125,2400,8,0,,,,
18790126,2400,10,0,,,,
