Halfweg (Huize Zwanenburg)(42_G) "52° 23'" NB "4° 45'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,FK,Q_FK,TA,Q_TA,T,Q_T
18540521,2400,,,,,-9,0,,
18540522,2400,,,,,1,0,,
18540523,2400,,,,,15,0,,
18540524,2400,,,,,5,0,,
18540525,2400,,,,,-29,0,,
18540526,2400,,,,,-22,0,,
18540527,2400,,,,,-27,0,,
18540528,2400,,,,,-16,0,,
18540529,2400,,,,,-5,0,,
18540530,2400,,,,,-53,0,,
18540601,2400,,,,,11,0,,
18540602,2400,,,,,10,0,,
18540603,2400,,,,,-27,0,,
18540604,2400,,,,,-47,0,,
18540605,2400,,,,,-35,0,,
18540606,2400,,,,,-37,0,,
18540607,2400,,,,,-33,0,,
18540608,2400,,,,,-37,0,,
18540609,2400,,,,,-46,0,,
18540610,2400,,,,,-46,0,,
18540611,2400,,,,,-25,0,,
18540612,2400,,,,,8,0,,
18540613,2400,,,,,-16,0,,
18540614,2400,,,,,-24,0,,
18540615,2400,,,,,-6,0,,
18540616,2400,,,,,13,0,,
18540617,2400,,,,,5,0,,
18540618,2400,,,,,19,0,,
18540619,2400,,,,,9,0,,
18540620,2400,,,,,7,0,,
18540621,2400,,,,,-15,0,,
18540622,2400,,,,,-5,0,,
18540623,2400,,,,,7,0,,
18540624,2400,,,,,15,0,,
18540625,2400,,,,,26,0,,
18540626,2400,,,,,6,0,,
18540627,2400,,,,,-12,0,,
18540628,2400,,,,,0,0,,
18540629,2400,,,,,-12,0,,
18540630,2400,,,,,-22,0,,
18540701,2400,,,,,-27,0,,
18540702,2400,,,,,-31,0,,
18540703,2400,,,,,10,0,,
18540704,2400,,,,,5,0,,
18540705,2400,,,,,-8,0,,
18540706,2400,,,,,-15,0,,
18540707,2400,,,,,-30,0,,
18540708,2400,,,,,-25,0,,
18540709,2400,,,,,-9,0,,
18540710,2400,,,,,-19,0,,
18540711,2400,,,,,-43,0,,
18540712,2400,,,,,-24,0,,
18540713,2400,,,,,-42,0,,
18540714,2400,,,,,-20,0,,
18540715,2400,,,,,-10,0,,
18540716,2400,,,,,5,0,,
18540717,2400,,,,,-4,0,,
18540718,2400,,,,,-5,0,,
18540719,2400,,,,,11,0,,
18540720,2400,,,,,43,0,,
18540721,2400,,,,,47,0,,
18540722,2400,,,,,33,0,,
18540723,2400,,,,,44,0,,
18540724,2400,,,,,47,0,,
18540725,2400,,,,,47,0,,
18540726,2400,,,,,-9,0,,
18540727,2400,,,,,-6,0,,
18540728,2400,,,,,-23,0,,
18540729,2400,,,,,2,0,,
18540730,2400,,,,,9,0,,
18540801,2400,,,,,-5,0,,
18540802,2400,,,,,-15,0,,
18540803,2400,,,,,-22,0,,
18540804,2400,,,,,-21,0,,
18540805,2400,,,,,-12,0,,
18540806,2400,,,,,-12,0,,
18540807,2400,,,,,-22,0,,
18540808,2400,,,,,-16,0,,
18540809,2400,,,,,11,0,,
18540810,2400,,,,,13,0,,
18540811,2400,,,,,-17,0,,
18540812,2400,,,,,7,0,,
18540813,2400,,,,,20,0,,
18540814,2400,,,,,24,0,,
18540815,2400,,,,,7,0,,
18540816,2400,,,,,-14,0,,
18540817,2400,,,,,-37,0,,
18540818,2400,,,,,-32,0,,
18540819,2400,,,,,-21,0,,
18540820,2400,,,,,-7,0,,
18540821,2400,,,,,22,0,,
18540822,2400,,,,,-10,0,,
18540823,2400,,,,,-15,0,,
18540824,2400,,,,,2,0,,
18540825,2400,,,,,-17,0,,
18540826,2400,,,,,-13,0,,
18540827,2400,,,,,-1,0,,
18540828,2400,,,,,10,0,,
18540829,2400,,,,,17,0,,
18540830,2400,,,,,0,0,,
18540901,2400,,,,,-13,0,,
18540902,2400,,,,,-10,0,,
18540903,2400,,,,,-7,0,,
18540904,2400,,,,,0,0,,
18540905,2400,,,,,4,0,,
18540906,2400,,,,,-23,0,,
18540907,2400,,,,,-3,0,,
18540908,2400,,,,,-23,0,,
18540909,2400,,,,,-17,0,,
18540910,2400,,,,,-22,0,,
18540911,2400,,,,,-4,0,,
18540912,2400,,,,,-5,0,,
18540913,2400,,,,,14,0,,
18540914,2400,,,,,24,0,,
18540915,2400,,,,,10,0,,
18540916,2400,,,,,31,0,,
18540917,2400,,,,,27,0,,
18540918,2400,,,,,14,0,,
18540919,2400,,,,,-3,0,,
18540920,2400,,,,,15,0,,
18540921,2400,,,,,-10,0,,
18540922,2400,,,,,-26,0,,
18540923,2400,,,,,-14,0,,
18540924,2400,,,,,16,0,,
18540925,2400,,,,,-18,0,,
18540926,2400,,,,,-10,0,,
18540927,2400,,,,,-16,0,,
18540928,2400,,,,,9,0,,
18540929,2400,,,,,-9,0,,
18540930,2400,,,,,-6,0,,
18541001,2400,,,,,4,0,,
18541002,2400,,,,,3,0,,
18541003,2400,,,,,-6,0,,
18541004,2400,,,,,-13,0,,
18541005,2400,,,,,22,0,,
18541006,2400,,,,,7,0,,
18541007,2400,,,,,-16,0,,
18541008,2400,,,,,-35,0,,
18541009,2400,,,,,-17,0,,
18541010,2400,,,,,17,0,,
18541011,2400,,,,,10,0,,
18541012,2400,,,,,-10,0,,
18541013,2400,,,,,-20,0,,
18541014,2400,,,,,-11,0,,
18541015,2400,,,,,-20,0,,
18541016,2400,,,,,-10,0,,
18541017,2400,,,,,-12,0,,
18541018,2400,,,,,-36,0,,
18541019,2400,,,,,-16,0,,
18541020,2400,,,,,-29,0,,
18541021,2400,,,,,-14,0,,
18541022,2400,,,,,5,0,,
18541023,2400,,,,,-22,0,,
18541024,2400,,,,,-20,0,,
18541025,2400,,,,,-8,0,,
18541026,2400,,,,,-13,0,,
18541027,2400,,,,,-19,0,,
18541028,2400,,,,,-30,0,,
18541029,2400,,,,,-30,0,,
18541030,2400,,,,,-12,0,,
18541101,2400,,,,,27,0,,
18541102,2400,,,,,11,0,,
18541103,2400,,,,,13,0,,
18541104,2400,,,,,18,0,,
18541105,2400,,,,,23,0,,
18541106,2400,,,,,13,0,,
18541107,2400,,,,,24,0,,
18541108,2400,,,,,14,0,,
18541109,2400,,,,,16,0,,
18541110,2400,,,,,-18,0,,
18541111,2400,,,,,-17,0,,
18541112,2400,,,,,-37,0,,
18541113,2400,,,,,-50,0,,
18541114,2400,,,,,-56,0,,
18541115,2400,,,,,-33,0,,
18541116,2400,,,,,0,0,,
18541117,2400,,,,,-35,0,,
18541118,2400,,,,,-35,0,,
18541119,2400,,,,,-37,0,,
18541120,2400,,,,,-43,0,,
18541121,2400,,,,,-61,0,,
18541122,2400,,,,,-43,0,,
18541123,2400,,,,,-41,0,,
18541124,2400,,,,,-51,0,,
18541125,2400,,,,,-59,0,,
18541126,2400,,,,,-44,0,,
18541127,2400,,,,,-63,0,,
18541128,2400,,,,,-19,0,,
18541129,2400,,,,,22,0,,
18541130,2400,,,,,10,0,,
18541201,2400,,,,,12,0,,
18541202,2400,,,,,4,0,,
18541203,2400,,,,,32,0,,
18541204,2400,,,,,34,0,,
18541205,2400,,,,,34,0,,
18541206,2400,,,,,31,0,,
18541207,2400,,,,,24,0,,
18541208,2400,,,,,14,0,,
18541209,2400,,,,,26,0,,
18541210,2400,,,,,13,0,,
18541211,2400,,,,,-7,0,,
18541212,2400,,,,,-18,0,,
18541213,2400,,,,,31,0,,
18541214,2400,,,,,56,0,,
18541215,2400,,,,,70,0,,
18541216,2400,,,,,26,0,,
18541217,2400,,,,,12,0,,
18541218,2400,,,,,6,0,,
18541219,2400,,,,,5,0,,
18541220,2400,,,,,-6,0,,
18541221,2400,,,,,23,0,,
18541222,2400,,,,,72,0,,
18541223,2400,,,,,32,0,,
18541224,2400,,,,,34,0,,
18541225,2400,,,,,64,0,,
18541226,2400,,,,,58,0,,
18541227,2400,,,,,18,0,,
18541228,2400,,,,,17,0,,
18541229,2400,,,,,14,0,,
18541230,2400,,,,,54,0,,
18550101,2400,,,,,63,0,,
18550102,2400,,,,,41,0,,
18550103,2400,,,,,55,0,,
18550104,2400,,,,,57,0,,
18550105,2400,,,,,64,0,,
18550106,2400,,,,,71,0,,
18550107,2400,,,,,73,0,,
18550108,2400,,,,,69,0,,
18550109,2400,,,,,57,0,,
18550110,2400,,,,,24,0,,
18550111,2400,,,,,6,0,,
18550112,2400,,,,,53,0,,
18550113,2400,,,,,35,0,,
18550114,2400,,,,,12,0,,
18550115,2400,,,,,32,0,,
18550116,2400,,,,,-33,0,,
18550117,2400,,,,,-38,0,,
18550118,2400,,,,,-58,0,,
18550119,2400,,,,,-78,0,,
18550120,2400,,,,,-72,0,,
18550121,2400,,,,,-89,0,,
18550122,2400,,,,,-86,0,,
18550123,2400,,,,,-69,0,,
18550124,2400,,,,,-44,0,,
18550125,2400,,,,,-57,0,,
18550126,2400,,,,,-23,0,,
18550127,2400,,,,,-26,0,,
18550128,2400,,,,,-55,0,,
18550129,2400,,,,,-19,0,,
18550130,2400,,,,,-90,0,,
18550131,2400,,,,,-103,0,,
18550201,2400,,,,,-103,0,,
18550202,2400,,,,,-149,0,,
18550203,2400,,,,,-65,0,,
18550204,2400,,,,,-16,0,,
18550205,2400,,,,,-15,0,,
18550206,2400,,,,,-24,0,,
18550207,2400,,,,,-41,0,,
18550208,2400,,,,,-59,0,,
18550209,2400,,,,,-117,0,,
18550210,2400,,,,,-134,0,,
18550211,2400,,,,,-71,0,,
18550212,2400,,,,,-103,0,,
18550213,2400,,,,,-82,0,,
18550214,2400,,,,,-111,0,,
18550215,2400,,,,,-80,0,,
18550216,2400,,,,,-123,0,,
18550217,2400,,,,,-162,0,,
18550218,2400,,,,,-140,0,,
18550219,2400,,,,,-82,0,,
18550220,2400,,,,,-144,0,,
18550221,2400,,,,,-124,0,,
18550222,2400,,,,,-97,0,,
18550223,2400,,,,,-96,0,,
18550224,2400,,,,,-72,0,,
18550225,2400,,,,,-26,0,,
18550226,2400,,,,,-49,0,,
18550227,2400,,,,,-39,0,,
18550228,2400,,,,,-21,0,,
18550301,2400,,,,,-13,0,,
18550302,2400,,,,,8,0,,
18550303,2400,,,,,2,0,,
18550304,2400,,,,,-21,0,,
18550305,2400,,,,,-21,0,,
18550306,2400,,,,,-16,0,,
18550307,2400,,,,,-46,0,,
18550308,2400,,,,,-48,0,,
18550309,2400,,,,,-36,0,,
18550310,2400,,,,,-54,0,,
18550311,2400,,,,,-59,0,,
18550312,2400,,,,,-41,0,,
18550313,2400,,,,,-53,0,,
18550314,2400,,,,,-47,0,,
18550315,2400,,,,,-48,0,,
18550316,2400,,,,,-29,0,,
18550317,2400,,,,,-4,0,,
18550318,2400,,,,,-6,0,,
18550319,2400,,,,,-17,0,,
18550320,2400,,,,,-24,0,,
18550321,2400,,,,,-38,0,,
18550322,2400,,,,,-34,0,,
18550323,2400,,,,,-40,0,,
18550324,2400,,,,,-53,0,,
18550325,2400,,,,,-53,0,,
18550326,2400,,,,,-53,0,,
18550327,2400,,,,,-37,0,,
18550328,2400,,,,,-61,0,,
18550329,2400,,,,,-46,0,,
18550330,2400,,,,,-45,0,,
18550331,2400,,,,,-43,0,,
18550401,2400,,,,,-24,0,,
18550402,2400,,,,,-35,0,,
18550403,2400,,,,,-26,0,,
18550404,2400,,,,,-24,0,,
18550405,2400,,,,,-38,0,,
18550406,2400,,,,,-18,0,,
18550407,2400,,,,,-6,0,,
18550408,2400,,,,,-29,0,,
18550409,2400,,,,,-19,0,,
18550410,2400,,,,,-26,0,,
18550411,2400,,,,,-39,0,,
18550412,2400,,,,,-20,0,,
18550413,2400,,,,,7,0,,
18550414,2400,,,,,-11,0,,
18550415,2400,,,,,-7,0,,
18550416,2400,,,,,25,0,,
18550417,2400,,,,,2,0,,
18550418,2400,,,,,-20,0,,
18550419,2400,,,,,-5,0,,
18550420,2400,,,,,-23,0,,
18550421,2400,,,,,-47,0,,
18550422,2400,,,,,-50,0,,
18550423,2400,,,,,-40,0,,
18550424,2400,,,,,-28,0,,
18550425,2400,,,,,-39,0,,
18550426,2400,,,,,-41,0,,
18550427,2400,,,,,-41,0,,
18550428,2400,,,,,-49,0,,
18550429,2400,,,,,-39,0,,
18550430,2400,,,,,-31,0,,
18550501,2400,,,,,-20,0,,
18550502,2400,,,,,-28,0,,
18550503,2400,,,,,-31,0,,
18550504,2400,,,,,-60,0,,
18550505,2400,,,,,-59,0,,
18550506,2400,,,,,-33,0,,
18550507,2400,,,,,-20,0,,
18550508,2400,,,,,-55,0,,
18550509,2400,,,,,-56,0,,
18550510,2400,,,,,-39,0,,
18550511,2400,,,,,-34,0,,
18550512,2400,,,,,-61,0,,
18550513,2400,,,,,-50,0,,
18550514,2400,,,,,-28,0,,
18550515,2400,,,,,-17,0,,
18550516,2400,,,,,-36,0,,
18550517,2400,,,,,-47,0,,
18550518,2400,,,,,-32,0,,
18550519,2400,,,,,-3,0,,
18550520,2400,,,,,-16,0,,
18550521,2400,,,,,-37,0,,
18550522,2400,,,,,-38,0,,
18550523,2400,,,,,-18,0,,
18550524,2400,,,,,9,0,,
18550525,2400,,,,,36,0,,
18550526,2400,,,,,48,0,,
18550527,2400,,,,,17,0,,
18550528,2400,,,,,-1,0,,
18550529,2400,,,,,-61,0,,
18550530,2400,,,,,-39,0,,
18550601,2400,,,,,-22,0,,
18550602,2400,,,,,8,0,,
18550603,2400,,,,,7,0,,
18550604,2400,,,,,-13,0,,
18550605,2400,,,,,33,0,,
18550606,2400,,,,,74,0,,
18550607,2400,,,,,48,0,,
18550608,2400,,,,,3,0,,
18550609,2400,,,,,2,0,,
18550610,2400,,,,,-18,0,,
18550611,2400,,,,,-4,0,,
18550612,2400,,,,,11,0,,
18550613,2400,,,,,48,0,,
18550614,2400,,,,,2,0,,
18550615,2400,,,,,-21,0,,
18550616,2400,,,,,-26,0,,
18550617,2400,,,,,-44,0,,
18550618,2400,,,,,-40,0,,
18550619,2400,,,,,-49,0,,
18550620,2400,,,,,-53,0,,
18550621,2400,,,,,-20,0,,
18550622,2400,,,,,-33,0,,
18550623,2400,,,,,-46,0,,
18550624,2400,,,,,-41,0,,
18550625,2400,,,,,-23,0,,
18550626,2400,,,,,-18,0,,
18550627,2400,,,,,11,0,,
18550628,2400,,,,,17,0,,
18550629,2400,,,,,28,0,,
18550630,2400,,,,,38,0,,
18550701,2400,,,,,13,0,,
18550702,2400,,,,,19,0,,
18550703,2400,,,,,-20,0,,
18550704,2400,,,,,-27,0,,
18550705,2400,,,,,-36,0,,
18550706,2400,,,,,-34,0,,
18550707,2400,,,,,-13,0,,
18550708,2400,,,,,-5,0,,
18550709,2400,,,,,22,0,,
18550710,2400,,,,,49,0,,
18550711,2400,,,,,13,0,,
18550712,2400,,,,,16,0,,
18550713,2400,,,,,19,0,,
18550714,2400,,,,,35,0,,
18550715,2400,,,,,-3,0,,
18550716,2400,,,,,18,0,,
18550717,2400,,,,,-24,0,,
18550718,2400,,,,,-30,0,,
18550719,2400,,,,,-8,0,,
18550720,2400,,,,,-26,0,,
18550721,2400,,,,,-19,0,,
18550722,2400,,,,,-14,0,,
18550723,2400,,,,,0,0,,
18550724,2400,,,,,12,0,,
18550725,2400,,,,,-2,0,,
18550726,2400,,,,,-1,0,,
18550727,2400,,,,,-3,0,,
18550728,2400,,,,,-6,0,,
18550729,2400,,,,,-5,0,,
18550730,2400,,,,,-5,0,,
18550801,2400,,,,,-9,0,,
18550802,2400,,,,,18,0,,
18550803,2400,,,,,15,0,,
18550804,2400,,,,,-2,0,,
18550805,2400,,,,,-29,0,,
18550806,2400,,,,,-17,0,,
18550807,2400,,,,,-11,0,,
18550808,2400,,,,,-12,0,,
18550809,2400,,,,,-7,0,,
18550810,2400,,,,,-7,0,,
18550811,2400,,,,,-7,0,,
18550812,2400,,,,,2,0,,
18550813,2400,,,,,-13,0,,
18550814,2400,,,,,-20,0,,
18550815,2400,,,,,-25,0,,
18550816,2400,,,,,-5,0,,
18550817,2400,,,,,-25,0,,
18550818,2400,,,,,-7,0,,
18550819,2400,,,,,1,0,,
18550820,2400,,,,,4,0,,
18550821,2400,,,,,7,0,,
18550822,2400,,,,,-10,0,,
18550823,2400,,,,,17,0,,
18550824,2400,,,,,19,0,,
18550825,2400,,,,,-4,0,,
18550826,2400,,,,,-11,0,,
18550827,2400,,,,,2,0,,
18550828,2400,,,,,33,0,,
18550829,2400,,,,,22,0,,
18550830,2400,,,,,10,0,,
18550901,2400,,,,,-1,0,,
18550902,2400,,,,,-15,0,,
18550903,2400,,,,,-3,0,,
18550904,2400,,,,,7,0,,
18550905,2400,,,,,-20,0,,
18550906,2400,,,,,-29,0,,
18550907,2400,,,,,-30,0,,
18550908,2400,,,,,-30,0,,
18550909,2400,,,,,-16,0,,
18550910,2400,,,,,-17,0,,
18550911,2400,,,,,-20,0,,
18550912,2400,,,,,-6,0,,
18550913,2400,,,,,5,0,,
18550914,2400,,,,,-20,0,,
18550915,2400,,,,,-26,0,,
18550916,2400,,,,,3,0,,
18550917,2400,,,,,1,0,,
18550918,2400,,,,,5,0,,
18550919,2400,,,,,12,0,,
18550920,2400,,,,,5,0,,
18550921,2400,,,,,14,0,,
18550922,2400,,,,,30,0,,
18550923,2400,,,,,34,0,,
18550924,2400,,,,,12,0,,
18550925,2400,,,,,-29,0,,
18550926,2400,,,,,-47,0,,
18550927,2400,,,,,-22,0,,
18550928,2400,,,,,29,0,,
18550929,2400,,,,,32,0,,
18550930,2400,,,,,19,0,,
18551001,2400,,,,,-2,0,,
18551002,2400,,,,,-3,0,,
18551003,2400,,,,,12,0,,
18551004,2400,,,,,26,0,,
18551005,2400,,,,,26,0,,
18551006,2400,,,,,21,0,,
18551007,2400,,,,,29,0,,
18551008,2400,,,,,11,0,,
18551009,2400,,,,,11,0,,
18551010,2400,,,,,-23,0,,
18551011,2400,,,,,6,0,,
18551012,2400,,,,,6,0,,
18551013,2400,,,,,-9,0,,
18551014,2400,,,,,-1,0,,
18551015,2400,,,,,-11,0,,
18551016,2400,,,,,-10,0,,
18551017,2400,,,,,-15,0,,
18551018,2400,,,,,-2,0,,
18551019,2400,,,,,6,0,,
18551020,2400,,,,,21,0,,
18551021,2400,,,,,39,0,,
18551022,2400,,,,,12,0,,
18551023,2400,,,,,10,0,,
18551024,2400,,,,,12,0,,
18551025,2400,,,,,17,0,,
18551026,2400,,,,,20,0,,
18551027,2400,,,,,8,0,,
18551028,2400,,,,,17,0,,
18551029,2400,,,,,14,0,,
18551030,2400,,,,,7,0,,
18551101,2400,,,,,-28,0,,
18551102,2400,,,,,-27,0,,
18551103,2400,,,,,-38,0,,
18551104,2400,,,,,-37,0,,
18551105,2400,,,,,-36,0,,
18551106,2400,,,,,-36,0,,
18551107,2400,,,,,-30,0,,
18551108,2400,,,,,-12,0,,
18551109,2400,,,,,-1,0,,
18551110,2400,,,,,12,0,,
18551111,2400,,,,,26,0,,
18551112,2400,,,,,-13,0,,
18551113,2400,,,,,-31,0,,
18551114,2400,,,,,-30,0,,
18551115,2400,,,,,-20,0,,
18551116,2400,,,,,-17,0,,
18551117,2400,,,,,-11,0,,
18551118,2400,,,,,-25,0,,
18551119,2400,,,,,-31,0,,
18551120,2400,,,,,-56,0,,
18551121,2400,,,,,-48,0,,
18551122,2400,,,,,-14,0,,
18551123,2400,,,,,-12,0,,
18551124,2400,,,,,-31,0,,
18551125,2400,,,,,-31,0,,
18551126,2400,,,,,-43,0,,
18551127,2400,,,,,18,0,,
18551128,2400,,,,,3,0,,
18551129,2400,,,,,-5,0,,
18551130,2400,,,,,16,0,,
18551201,2400,,,,,-9,0,,
18551202,2400,,,,,-22,0,,
18551203,2400,,,,,-74,0,,
18551204,2400,,,,,-44,0,,
18551205,2400,,,,,-13,0,,
18551206,2400,,,,,-31,0,,
18551207,2400,,,,,-59,0,,
18551208,2400,,,,,-62,0,,
18551209,2400,,,,,-51,0,,
18551210,2400,,,,,-53,0,,
18551211,2400,,,,,-49,0,,
18551212,2400,,,,,-38,0,,
18551213,2400,,,,,-37,0,,
18551214,2400,,,,,24,0,,
18551215,2400,,,,,2,0,,
18551216,2400,,,,,7,0,,
18551217,2400,,,,,-7,0,,
18551218,2400,,,,,-59,0,,
18551219,2400,,,,,-99,0,,
18551220,2400,,,,,-106,0,,
18551221,2400,,,,,-141,0,,
18551222,2400,,,,,-115,0,,
18551223,2400,,,,,-34,0,,
18551224,2400,,,,,19,0,,
18551225,2400,,,,,13,0,,
18551226,2400,,,,,42,0,,
18551227,2400,,,,,41,0,,
18551228,2400,,,,,35,0,,
18551229,2400,,,,,36,0,,
18551230,2400,,,,,42,0,,
18551231,2400,,,,,-9,0,,
18560101,2400,,,,,-4,0,,
18560102,2400,,,,,-4,0,,
18560103,2400,,,,,25,0,,
18560104,2400,,,,,12,0,,
18560105,2400,,,,,18,0,,
18560106,2400,,,,,30,0,,
18560107,2400,,,,,20,0,,
18560108,2400,,,,,-4,0,,
18560109,2400,,,,,6,0,,
18560110,2400,,,,,-4,0,,
18560111,2400,,,,,-18,0,,
18560112,2400,,,,,-26,0,,
18560113,2400,,,,,-50,0,,
18560114,2400,,,,,-54,0,,
18560115,2400,,,,,-28,0,,
18560116,2400,,,,,21,0,,
18560117,2400,,,,,15,0,,
18560118,2400,,,,,22,0,,
18560119,2400,,,,,39,0,,
18560120,2400,,,,,50,0,,
18560121,2400,,,,,48,0,,
18560122,2400,,,,,8,0,,
18560123,2400,,,,,29,0,,
18560124,2400,,,,,71,0,,
18560125,2400,,,,,46,0,,
18560126,2400,,,,,32,0,,
18560127,2400,,,,,30,0,,
18560128,2400,,,,,-1,0,,
18560129,2400,,,,,1,0,,
18560130,2400,,,,,-2,0,,
18560131,2400,,,,,-1,0,,
18560201,2400,,,,,6,0,,
18560202,2400,,,,,6,0,,
18560203,2400,,,,,-24,0,,
18560204,2400,,,,,-32,0,,
18560205,2400,,,,,11,0,,
18560206,2400,,,,,39,0,,
18560207,2400,,,,,60,0,,
18560208,2400,,,,,51,0,,
18560209,2400,,,,,52,0,,
18560210,2400,,,,,60,0,,
18560211,2400,,,,,52,0,,
18560212,2400,,,,,61,0,,
18560213,2400,,,,,64,0,,
18560214,2400,,,,,47,0,,
18560215,2400,,,,,27,0,,
18560216,2400,,,,,9,0,,
18560217,2400,,,,,-20,0,,
18560218,2400,,,,,-37,0,,
18560219,2400,,,,,-25,0,,
18560220,2400,,,,,-30,0,,
18560221,2400,,,,,-33,0,,
18560222,2400,,,,,-15,0,,
18560223,2400,,,,,9,0,,
18560224,2400,,,,,16,0,,
18560225,2400,,,,,18,0,,
18560226,2400,,,,,19,0,,
18560227,2400,,,,,22,0,,
18560228,2400,,,,,28,0,,
18560229,2400,,,,,20,0,,
18560301,2400,,,,,16,0,,
18560302,2400,,,,,14,0,,
18560303,2400,,,,,8,0,,
18560304,2400,,,,,-4,0,,
18560305,2400,,,,,7,0,,
18560306,2400,,,,,-1,0,,
18560307,2400,,,,,-31,0,,
18560308,2400,,,,,15,0,,
18560309,2400,,,,,20,0,,
18560310,2400,,,,,21,0,,
18560311,2400,,,,,1,0,,
18560312,2400,,,,,-16,0,,
18560313,2400,,,,,-36,0,,
18560314,2400,,,,,-38,0,,
18560315,2400,,,,,-30,0,,
18560316,2400,,,,,-15,0,,
18560317,2400,,,,,-2,0,,
18560318,2400,,,,,6,0,,
18560319,2400,,,,,33,0,,
18560320,2400,,,,,14,0,,
18560321,2400,,,,,6,0,,
18560322,2400,,,,,6,0,,
18560323,2400,,,,,-12,0,,
18560324,2400,,,,,-14,0,,
18560325,2400,,,,,-24,0,,
18560326,2400,,,,,-35,0,,
18560327,2400,,,,,-41,0,,
18560328,2400,,,,,-30,0,,
18560329,2400,,,,,-54,0,,
18560330,2400,,,,,-48,0,,
18560331,2400,,,,,-48,0,,
18560401,2400,,,,,-3,0,,
18560402,2400,,,,,12,0,,
18560403,2400,,,,,32,0,,
18560404,2400,,,,,18,0,,
18560405,2400,,,,,9,0,,
18560406,2400,,,,,-6,0,,
18560407,2400,,,,,-21,0,,
18560408,2400,,,,,3,0,,
18560409,2400,,,,,7,0,,
18560410,2400,,,,,4,0,,
18560411,2400,,,,,16,0,,
18560412,2400,,,,,20,0,,
18560413,2400,,,,,25,0,,
18560414,2400,,,,,4,0,,
18560415,2400,,,,,14,0,,
18560416,2400,,,,,-14,0,,
18560417,2400,,,,,4,0,,
18560418,2400,,,,,-26,0,,
18560419,2400,,,,,-36,0,,
18560420,2400,,,,,-24,0,,
18560421,2400,,,,,-9,0,,
18560422,2400,,,,,2,0,,
18560423,2400,,,,,-17,0,,
18560424,2400,,,,,-9,0,,
18560425,2400,,,,,22,0,,
18560426,2400,,,,,19,0,,
18560427,2400,,,,,3,0,,
18560428,2400,,,,,-28,0,,
18560429,2400,,,,,-37,0,,
18560430,2400,,,,,-29,0,,
18560501,2400,,,,,-49,0,,
18560502,2400,,,,,-47,0,,
18560503,2400,,,,,-46,0,,
18560504,2400,,,,,-62,0,,
18560505,2400,,,,,-69,0,,
18560506,2400,,,,,-52,0,,
18560507,2400,,,,,-46,0,,
18560508,2400,,,,,-25,0,,
18560509,2400,,,,,-24,0,,
18560510,2400,,,,,3,0,,
18560511,2400,,,,,-16,0,,
18560512,2400,,,,,24,0,,
18560513,2400,,,,,4,0,,
18560514,2400,,,,,-12,0,,
18560515,2400,,,,,-17,0,,
18560516,2400,,,,,-30,0,,
18560517,2400,,,,,-17,0,,
18560518,2400,,,,,-12,0,,
18560519,2400,,,,,-32,0,,
18560520,2400,,,,,-25,0,,
18560521,2400,,,,,-1,0,,
18560522,2400,,,,,6,0,,
18560523,2400,,,,,3,0,,
18560524,2400,,,,,-6,0,,
18560525,2400,,,,,-13,0,,
18560526,2400,,,,,-7,0,,
18560527,2400,,,,,1,0,,
18560528,2400,,,,,-5,0,,
18560529,2400,,,,,-10,0,,
18560530,2400,,,,,-32,0,,
18560531,2400,,,,,-30,0,,
18560601,2400,,,,,-31,0,,
18560602,2400,,,,,8,0,,
18560603,2400,,,,,26,0,,
18560604,2400,,,,,21,0,,
18560605,2400,,,,,-15,0,,
18560606,2400,,,,,-31,0,,
18560607,2400,,,,,-24,0,,
18560608,2400,,,,,-5,0,,
18560609,2400,,,,,15,0,,
18560610,2400,,,,,-5,0,,
18560611,2400,,,,,11,0,,
18560612,2400,,,,,34,0,,
18560613,2400,,,,,9,0,,
18560614,2400,,,,,-2,0,,
18560615,2400,,,,,-13,0,,
18560616,2400,,,,,-4,0,,
18560617,2400,,,,,2,0,,
18560618,2400,,,,,2,0,,
18560619,2400,,,,,-12,0,,
18560620,2400,,,,,-6,0,,
18560621,2400,,,,,-24,0,,
