Numansdorp(36_G) "51:44:33" NB "4:27:13" OL    -0.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. 

 N  Bedekkingsgraad  :  Bedekkingsgraad van de bovenlucht  (deca). ;  N  Cloudvover  :  Cloud of upper air   (decas).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 T10  Grastemperatuur  :  Temperatuur op 10 cm boven de bodem  (0.1 Celcius). ;  T10  Gras temperature  :  at 10 cm above surface  (0.1 Celcius).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).

DATUM,tijd,N,Q_N,R6,Q_R6,T10,Q_T10,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX
19650612,1900,10,0,2,0,148,0,146,0,148,0,148,0,180,0,98,0,0,0
19650613,800,10,0,8,0,134,0,152,0,161,0,132,0,161,0,90,0,0,0
19650613,1400,9,0,0,0,170,0,164,0,180,0,161,0,186,0,84,0,0,0
19650613,1900,8,0,0,0,168,0,158,0,164,0,164,0,181,0,94,0,0,0
19650614,800,9,0,2,0,102,0,143,0,153,0,128,0,166,0,89,0,0,0
19650614,1400,10,0,0,0,170,0,154,0,171,0,153,0,171,0,83,0,0,0
19650614,1900,3,0,0,0,167,0,158,0,172,0,170,0,182,0,86,0,0,0
19650615,800,6,0,0,0,87,0,156,0,161,0,105,0,172,0,95,0,0,0
19650615,1400,5,0,0,0,178,0,179,0,240,0,161,0,249,0,52,0,0,0
19650615,1900,7,0,23,0,166,0,152,0,176,0,170,0,243,0,76,0,0,0
19650616,800,7,0,12,0,152,0,131,0,155,0,153,0,176,0,75,0,0,0
19650616,1400,9,0,0,0,158,0,139,0,176,0,155,0,191,0,64,0,0,0
19650616,1900,10,0,45,0,148,0,145,0,149,0,149,0,179,0,96,0,0,0
19650617,800,7,0,331,0,106,0,120,0,131,0,109,0,150,0,88,0,0,0
19650617,1400,5,0,0,0,127,0,131,0,168,0,131,0,168,0,63,0,0,0
19650617,1900,6,0,0,0,148,0,114,0,153,0,153,0,174,0,59,0,0,0
19650618,800,10,0,33,0,126,0,154,0,158,0,129,0,158,0,96,0,0,0
19650618,1400,10,0,19,0,156,0,164,0,176,0,158,0,179,0,88,0,0,0
19650618,1900,9,0,2,0,170,0,148,0,178,0,176,0,178,0,70,0,0,0
19650619,800,5,0,0,0,126,0,126,0,155,0,134,0,178,0,69,0,0,0
19650619,1400,7,0,0,0,167,0,143,0,176,0,155,0,179,0,68,0,0,0
19650619,1900,3,0,0,0,165,0,138,0,168,0,168,0,176,0,69,0,0,0
19650620,800,8,0,0,0,105,0,147,0,164,0,121,0,168,0,82,0,0,0
19650620,1400,8,0,0,0,185,0,142,0,187,0,164,0,187,0,58,0,0,0
19650620,1900,2,0,0,0,166,0,146,0,175,0,175,0,187,0,71,0,0,0
19650621,800,7,0,0,0,74,0,156,0,188,0,111,0,188,0,70,0,0,0
19650621,1400,4,0,0,0,210,0,186,0,245,0,183,0,245,0,54,0,0,0
19650621,1900,8,0,0,0,217,0,180,0,223,0,223,0,254,0,64,0,0,0
19650622,800,6,0,0,0,142,0,150,0,170,0,147,0,223,0,80,0,0,0
19650622,1400,10,0,25,0,161,0,164,0,175,0,161,0,188,0,89,0,0,0
19650622,1900,10,0,5,0,142,0,144,0,149,0,143,0,183,0,94,0,0,0
19650623,800,10,0,3,0,116,0,127,0,140,0,122,0,156,0,86,0,0,0
19650623,1400,7,0,0,0,143,0,145,0,195,0,138,0,199,0,55,0,0,0
19650623,1900,10,0,0,0,158,0,145,0,164,0,164,0,205,0,80,0,0,0
19650624,800,6,0,3,0,116,0,129,0,153,0,121,0,173,0,74,0,0,0
19650624,1400,8,0,0,0,167,0,144,0,188,0,153,0,191,0,59,0,0,0
19650624,1900,5,0,0,0,156,0,133,0,158,0,158,0,192,0,74,0,0,0
19650625,800,6,0,0,0,132,0,145,0,174,0,138,0,174,0,71,0,0,0
19650625,1400,0,0,0,0,188,0,180,0,239,0,174,0,239,0,54,0,0,0
19650625,1900,2,0,0,0,174,0,155,0,175,0,175,0,243,0,80,0,0,0
19650626,800,5,0,0,0,140,0,139,0,169,0,145,0,175,0,70,0,0,0
19650626,1400,3,0,0,0,175,0,127,0,182,0,164,0,182,0,49,0,0,0
19650626,1900,5,0,0,0,162,0,128,0,161,0,161,0,186,0,66,0,0,0
19650627,800,9,0,0,0,115,0,130,0,155,0,124,0,161,0,74,0,0,0
19650627,1400,7,0,0,0,157,0,134,0,170,0,149,0,170,0,64,0,0,0
19650627,1900,2,0,0,0,162,0,124,0,154,0,154,0,170,0,68,0,0,0
19650628,800,0,0,0,0,44,0,127,0,152,0,88,0,154,0,73,0,0,0
19650628,1400,5,0,0,0,176,0,151,0,189,0,152,0,194,0,64,0,0,0
19650628,1900,1,0,0,0,166,0,127,0,168,0,168,0,192,0,60,0,0,0
19650629,800,8,0,0,0,62,0,152,0,179,0,118,0,179,0,74,0,0,0
19650629,1400,9,0,0,0,196,0,171,0,204,0,177,0,209,0,70,0,0,0
19650629,1900,0,0,0,0,175,0,146,0,176,0,176,0,218,0,70,0,0,0
19650630,800,8,0,0,0,92,0,124,0,135,0,102,0,176,0,88,0,0,0
19650630,1400,4,0,0,0,140,0,165,0,214,0,133,0,214,0,58,0,0,0
19650630,1900,3,0,0,0,154,0,134,0,161,0,161,0,214,0,72,0,0,0
19650701,800,9,0,0,0,114,0,106,0,139,0,118,0,161,0,64,0,0,0
19650701,1400,7,0,0,0,147,0,123,0,172,0,135,0,179,0,53,0,0,0
19650701,1900,0,0,0,0,130,0,104,0,133,0,133,0,172,0,67,0,0,0
19650702,800,10,0,0,0,41,0,129,0,144,0,82,0,144,0,84,0,0,0
19650702,1400,9,0,0,0,148,0,132,0,160,0,141,0,167,0,71,0,0,0
19650702,1900,9,0,0,0,136,0,120,0,136,0,136,0,162,0,82,0,0,0
19650703,800,3,0,0,0,68,0,93,0,129,0,81,0,136,0,59,0,0,0
19650703,1400,9,0,0,0,138,0,99,0,134,0,118,0,147,0,61,0,0,0
19650703,1900,9,0,0,0,113,0,91,0,114,0,114,0,136,0,72,0,0,0
19650704,800,8,0,30,0,44,0,98,0,108,0,73,0,114,0,89,0,0,0
19650704,1400,8,0,13,0,107,0,106,0,133,0,108,0,148,0,70,0,0,0
19650704,1900,8,0,0,0,120,0,100,0,132,0,120,0,142,0,64,0,0,0
19650705,800,10,0,14,0,55,0,97,0,123,0,75,0,132,0,70,0,0,0
19650705,1400,6,0,0,0,132,0,115,0,160,0,123,0,160,0,55,0,0,0
19650705,1900,10,0,0,0,142,0,106,0,145,0,145,0,164,0,58,0,0,0
19650706,800,10,0,5,0,119,0,118,0,141,0,125,0,145,0,75,0,0,0
19650706,1400,9,0,0,0,143,0,129,0,165,0,141,0,165,0,64,0,0,0
19650706,1900,10,0,0,0,149,0,134,0,151,0,151,0,167,0,82,0,0,0
19650707,800,9,0,2,0,118,0,136,0,149,0,121,0,151,0,86,0,0,0
19650707,1400,8,0,0,0,148,0,140,0,179,0,143,0,182,0,63,0,0,0
19650707,1900,6,0,0,0,152,0,137,0,159,0,159,0,182,0,77,0,0,0
19650708,800,10,0,558,0,83,0,106,0,113,0,101,0,159,0,92,0,0,0
19650708,1400,7,0,7,0,116,0,107,0,137,0,113,0,148,0,67,0,0,0
19650708,1900,6,0,2,0,125,0,106,0,126,0,126,0,153,0,77,0,0,0
19650709,800,9,0,5,0,101,0,121,0,136,0,108,0,136,0,83,0,0,0
19650709,1400,4,0,3,0,119,0,116,0,157,0,123,0,160,0,58,0,0,0
19650709,1900,8,0,5,0,122,0,121,0,139,0,128,0,157,0,80,0,0,0
19650710,800,3,0,33,0,100,0,121,0,149,0,110,0,149,0,70,0,0,0
19650710,1400,9,0,0,0,140,0,143,0,174,0,138,0,174,0,69,0,0,0
19650710,1900,9,0,0,0,157,0,128,0,159,0,159,0,176,0,67,0,0,0
19650711,800,10,0,3,0,135,0,139,0,160,0,143,0,160,0,78,0,0,0
19650711,1400,10,0,0,0,166,0,165,0,179,0,160,0,186,0,86,0,0,0
19650711,1900,10,0,37,0,170,0,171,0,174,0,174,0,182,0,97,0,0,0
19650712,800,10,0,124,0,156,0,157,0,161,0,158,0,174,0,96,0,0,0
19650712,1400,10,0,39,0,156,0,164,0,168,0,159,0,173,0,96,0,0,0
19650712,1900,10,0,18,0,162,0,161,0,165,0,161,0,168,0,96,0,0,0
19650713,800,2,0,0,0,141,0,151,0,177,0,149,0,177,0,74,0,0,0
19650713,1400,2,0,0,0,196,0,187,0,212,0,176,0,212,0,78,0,0,0
19650713,1900,9,0,0,0,183,0,168,0,186,0,186,0,212,0,83,0,0,0
19650714,800,10,0,0,0,118,0,182,0,198,0,137,0,198,0,85,0,0,0
19650714,1400,8,0,1,0,206,0,189,0,220,0,194,0,220,0,73,0,0,0
19650714,1900,9,0,4,0,170,0,168,0,181,0,179,0,230,0,87,0,0,0
19650715,800,7,0,0,0,127,0,156,0,164,0,164,0,183,0,92,0,0,0
19650715,1400,10,0,0,0,182,0,157,0,173,0,161,0,178,0,84,0,0,0
19650715,1900,10,0,0,0,162,0,150,0,162,0,162,0,189,0,87,0,0,0
19650716,800,10,0,9,0,126,0,124,0,131,0,125,0,165,0,93,0,0,0
19650716,1400,10,0,53,0,132,0,129,0,132,0,123,0,136,0,97,0,0,0
19650716,1900,10,0,31,0,126,0,129,0,132,0,125,0,134,0,97,0,0,0
19650717,800,10,0,2,0,126,0,143,0,158,0,128,0,158,0,84,0,0,0
19650717,1400,9,0,0,0,166,0,172,0,207,0,158,0,209,0,69,0,0,0
19650717,1900,2,0,0,0,167,0,152,0,180,0,180,0,216,0,73,0,0,0
19650718,800,1,0,0,0,98,0,145,0,162,0,112,0,180,0,82,0,0,0
19650718,1400,9,0,0,0,190,0,165,0,191,0,159,0,206,0,75,0,0,0
19650718,1900,10,0,0,0,164,0,148,0,171,0,171,0,191,0,77,0,0,0
19650719,800,2,0,0,0,105,0,158,0,173,0,124,0,173,0,85,0,0,0
19650719,1400,1,0,0,0,194,0,179,0,235,0,169,0,235,0,55,0,0,0
19650719,1900,10,0,0,0,205,0,187,0,210,0,210,0,243,0,79,0,0,0
19650720,800,6,0,6,0,151,0,184,0,200,0,162,0,210,0,85,0,0,0
19650720,1400,7,0,0,0,217,0,180,0,230,0,200,0,241,0,59,0,0,0
19650720,1900,10,0,0,0,186,0,168,0,187,0,187,0,233,0,82,0,0,0
19650721,800,10,0,4,0,125,0,149,0,159,0,146,0,187,0,89,0,0,0
19650721,1400,8,0,0,0,168,0,155,0,187,0,159,0,198,0,70,0,0,0
19650721,1900,0,0,0,0,168,0,156,0,170,0,170,0,193,0,86,0,1,0
19650722,800,4,0,0,0,143,0,148,0,167,0,147,0,170,0,80,0,0,0
19650722,1400,9,0,14,0,162,0,157,0,180,0,158,0,189,0,77,0,0,0
19650722,1900,9,0,117,0,135,0,140,0,146,0,137,0,183,0,93,0,0,0
19650723,800,7,0,7,0,125,0,136,0,146,0,127,0,151,0,89,0,0,0
19650723,1400,9,0,3,0,156,0,149,0,167,0,142,0,179,0,81,0,0,0
19650723,1900,3,0,13,0,150,0,136,0,167,0,153,0,182,0,69,0,0,0
19650724,800,5,0,16,0,137,0,135,0,156,0,135,0,167,0,78,0,0,0
19650724,1400,5,0,0,0,160,0,140,0,187,0,156,0,190,0,57,0,0,0
19650724,1900,1,0,0,0,164,0,138,0,172,0,172,0,191,0,66,0,0,0
19650725,800,8,0,0,0,130,0,144,0,169,0,136,0,172,0,75,0,0,0
19650725,1400,8,0,5,0,160,0,139,0,170,0,158,0,182,0,69,0,0,0
19650725,1900,7,0,0,0,160,0,143,0,165,0,165,0,182,0,77,0,0,0
19650726,800,10,0,20,0,132,0,134,0,138,0,134,0,165,0,96,0,0,0
19650726,1400,10,0,107,0,134,0,127,0,131,0,131,0,151,0,96,0,0,0
19650726,1900,9,0,25,0,134,0,139,0,144,0,128,0,150,0,95,0,0,0
19650727,800,10,0,8,0,127,0,127,0,148,0,133,0,148,0,77,0,0,0
19650727,1400,8,0,0,0,150,0,137,0,164,0,148,0,173,0,72,0,0,0
19650727,1900,10,0,0,0,155,0,137,0,159,0,159,0,174,0,77,0,0,0
19650728,800,10,0,0,0,130,0,131,0,148,0,135,0,159,0,82,0,0,0
19650728,1400,10,0,3,0,142,0,146,0,153,0,142,0,164,0,92,0,0,0
19650728,1900,10,0,6,0,153,0,152,0,159,0,153,0,163,0,92,0,0,0
19650729,800,10,0,37,0,138,0,144,0,152,0,139,0,162,0,91,0,0,0
19650729,1400,9,0,1,0,148,0,157,0,177,0,152,0,182,0,80,0,0,0
19650729,1900,10,0,0,0,164,0,147,0,167,0,167,0,183,0,79,0,0,0
19650730,800,9,0,12,0,122,0,120,0,142,0,128,0,167,0,76,0,0,0
19650730,1400,8,0,0,0,138,0,125,0,156,0,138,0,164,0,67,0,0,0
19650730,1900,9,0,0,0,134,0,114,0,134,0,134,0,160,0,77,0,0,0
19650731,800,4,0,1,0,90,0,108,0,139,0,102,0,139,0,66,0,0,0
19650731,1400,3,0,0,0,160,0,107,0,164,0,139,0,164,0,44,0,0,0
19650731,1900,2,0,0,0,131,0,102,0,145,0,145,0,168,0,54,0,0,0
19650801,800,5,0,0,0,105,0,137,0,156,0,113,0,156,0,80,0,0,0
19650801,1400,3,0,14,0,128,0,131,0,175,0,133,0,175,0,58,0,0,0
19650801,1900,5,0,0,0,133,0,125,0,147,0,140,0,177,0,76,0,0,0
19650802,800,6,0,0,0,111,0,134,0,150,0,116,0,150,0,83,0,0,0
19650802,1400,6,0,0,0,162,0,138,0,190,0,150,0,190,0,52,0,0,0
19650802,1900,10,0,0,0,158,0,136,0,165,0,165,0,193,0,70,0,0,0
19650803,800,8,0,98,0,126,0,136,0,156,0,128,0,165,0,79,0,0,0
19650803,1400,9,0,0,0,164,0,146,0,173,0,156,0,181,0,73,0,0,0
19650803,1900,10,0,0,0,147,0,141,0,150,0,150,0,183,0,90,0,0,0
19650804,800,9,0,0,0,118,0,151,0,160,0,138,0,160,0,90,0,0,0
19650804,1400,3,0,0,0,166,0,165,0,194,0,160,0,194,0,73,0,0,0
19650804,1900,0,0,0,0,168,0,158,0,187,0,187,0,202,0,72,0,0,0
19650805,800,1,0,0,0,102,0,167,0,196,0,137,0,196,0,73,0,0,0
19650805,1400,2,0,0,0,221,0,202,0,239,0,196,0,257,0,70,0,0,0
19650805,1900,1,0,0,0,185,0,171,0,193,0,193,0,239,0,79,0,0,0
19650806,800,4,0,7,0,138,0,156,0,170,0,141,0,193,0,86,0,0,0
19650806,1400,9,0,0,0,179,0,134,0,184,0,170,0,199,0,54,0,0,0
19650806,1900,10,0,0,0,152,0,131,0,162,0,162,0,194,0,68,0,0,0
19650807,800,9,0,0,0,115,0,135,0,161,0,143,0,162,0,73,0,0,0
19650807,1400,8,0,0,0,167,0,144,0,184,0,161,0,190,0,62,0,0,0
19650807,1900,8,0,0,0,137,0,138,0,154,0,154,0,192,0,83,0,0,0
19650808,800,10,0,65,0,112,0,122,0,147,0,117,0,154,0,73,0,0,0
19650808,1400,5,0,0,0,167,0,132,0,171,0,147,0,183,0,62,0,0,0
19650808,1900,7,0,0,0,127,0,121,0,138,0,138,0,183,0,81,0,0,0
19650809,800,8,0,0,0,87,0,126,0,148,0,102,0,148,0,76,0,0,0
19650809,1400,7,0,0,0,163,0,141,0,178,0,148,0,182,0,64,0,0,0
19650809,1900,4,0,0,0,144,0,123,0,156,0,156,0,184,0,65,0,0,0
19650810,800,7,0,0,0,79,0,137,0,158,0,90,0,158,0,78,0,0,0
19650810,1400,5,0,0,0,175,0,147,0,202,0,158,0,204,0,52,0,0,0
19650810,1900,9,0,0,0,162,0,130,0,176,0,176,0,212,0,56,0,0,0
19650811,800,6,0,0,0,116,0,133,0,157,0,122,0,176,0,75,0,0,0
19650811,1400,1,0,0,0,172,0,161,0,218,0,157,0,218,0,52,0,0,0
19650811,1900,2,0,0,0,138,0,134,0,168,0,168,0,218,0,66,0,0,0
19650812,800,1,0,0,0,68,0,131,0,153,0,88,0,168,0,77,0,0,0
19650812,1400,2,0,0,0,170,0,161,0,217,0,153,0,217,0,53,0,0,0
19650812,1900,3,0,0,0,148,0,142,0,169,0,169,0,217,0,73,0,0,0
19650813,800,1,0,1,0,93,0,125,0,155,0,105,0,169,0,68,0,0,0
19650813,1400,9,0,0,0,168,0,157,0,230,0,155,0,230,0,42,0,0,0
19650813,1900,8,0,0,0,187,0,153,0,196,0,196,0,230,0,61,0,0,0
19650814,800,3,0,0,0,100,0,138,0,168,0,113,0,202,0,69,0,0,0
19650814,1400,6,0,0,0,182,0,176,0,230,0,168,0,230,0,56,0,0,0
19650814,1900,10,0,0,0,189,0,177,0,194,0,194,0,233,0,84,0,0,0
19650815,800,10,0,5,0,133,0,160,0,175,0,160,0,194,0,85,0,0,0
19650815,1400,6,0,0,0,176,0,180,0,219,0,170,0,219,0,67,0,0,0
19650815,1900,6,0,0,0,160,0,167,0,193,0,193,0,231,0,75,0,0,0
19650816,800,10,0,0,0,130,0,166,0,166,0,153,0,193,0,100,0,0,0
19650816,1400,6,0,0,0,186,0,184,0,236,0,166,0,243,0,58,0,0,0
19650816,1900,7,0,0,0,186,0,167,0,196,0,196,0,253,0,73,0,0,0
19650817,800,9,0,0,0,124,0,175,0,199,0,144,0,199,0,78,0,0,0
19650817,1400,7,0,0,0,182,0,171,0,212,0,199,0,229,0,65,0,0,0
19650817,1900,5,0,0,0,159,0,151,0,163,0,163,0,224,0,87,0,0,0
19650818,800,10,0,0,0,107,0,141,0,151,0,132,0,163,0,89,0,0,0
19650818,1400,1,0,0,0,164,0,175,0,235,0,151,0,235,0,52,0,0,0
19650818,1900,2,0,0,0,173,0,157,0,187,0,187,0,239,0,71,0,0,0
19650819,800,10,0,0,0,140,0,158,0,163,0,141,0,187,0,95,0,0,0
19650819,1400,3,0,0,0,170,0,180,0,217,0,163,0,217,0,68,0,0,0
19650819,1900,9,0,0,0,190,0,173,0,194,0,194,0,222,0,80,0,0,0
19650820,800,9,0,1,0,164,0,166,0,181,0,172,0,194,0,85,0,0,0
19650820,1400,10,0,20,0,164,0,153,0,169,0,162,0,188,0,84,0,0,0
19650820,1900,1,0,2,0,133,0,134,0,151,0,151,0,181,0,82,0,0,0
19650821,800,10,0,1,0,80,0,132,0,143,0,132,0,151,0,88,0,0,0
19650821,1400,10,0,4,0,145,0,146,0,158,0,143,0,158,0,87,0,0,0
19650821,1900,10,0,13,0,142,0,146,0,153,0,149,0,160,0,92,0,0,0
19650822,800,10,0,8,0,140,0,143,0,149,0,140,0,160,0,93,0,0,0
19650822,1400,9,0,8,0,150,0,160,0,180,0,149,0,180,0,80,0,0,0
19650822,1900,4,0,6,0,115,0,145,0,149,0,149,0,180,0,96,0,0,0
19650823,800,8,0,2,0,74,0,153,0,163,0,120,0,163,0,89,0,0,0
19650823,1400,9,0,3,0,161,0,146,0,167,0,163,0,183,0,76,0,0,0
19650823,1900,9,0,9,0,145,0,146,0,151,0,151,0,180,0,94,0,0,0
19650824,800,8,0,4,0,99,0,137,0,158,0,123,0,158,0,78,0,0,0
19650824,1400,9,0,0,0,158,0,153,8,187,0,158,0,193,0,68,8,0,0
19650824,1900,10,0,0,0,154,0,140,0,158,0,158,0,189,0,81,0,0,0
19650825,800,8,0,122,0,125,0,123,0,136,0,129,0,158,0,86,0,0,0
19650825,1400,10,0,18,0,105,0,104,0,113,0,109,0,169,0,89,0,0,0
19650825,1900,10,0,2,0,109,0,118,0,136,0,113,0,146,0,80,0,0,0
19650826,800,10,0,15,0,99,0,126,0,136,0,116,0,150,0,89,0,0,0
19650826,1400,6,0,4,0,125,0,136,0,181,0,127,0,181,0,58,0,0,0
19650826,1900,9,0,0,0,150,0,136,0,154,0,154,0,181,0,81,0,0,0
19650827,800,8,0,41,0,131,0,144,0,154,0,133,0,154,0,89,0,0,0
19650827,1400,5,0,1,0,165,0,158,0,195,0,154,0,195,0,65,0,0,0
19650827,1900,3,0,0,0,120,0,124,0,144,0,144,0,199,0,78,0,0,0
19650828,800,6,0,0,0,55,0,125,0,145,0,98,0,145,0,78,0,0,0
19650828,1400,6,0,0,0,150,0,164,0,200,0,145,0,200,0,67,0,0,0
19650828,1900,10,0,0,0,169,0,154,0,175,0,175,0,200,0,79,0,0,0
19650829,800,3,0,87,0,116,0,136,0,159,0,132,0,175,0,76,0,0,0
19650829,1400,6,0,0,0,162,0,134,0,163,0,157,0,172,0,70,0,0,0
19650829,1900,8,0,0,0,143,0,141,0,156,0,156,0,172,0,84,0,0,0
19650830,800,8,0,21,0,100,0,126,0,147,0,118,0,156,0,77,0,0,0
19650830,1400,6,0,0,0,136,0,126,0,168,0,142,0,177,0,59,0,0,0
19650830,1900,9,0,0,0,138,0,109,0,149,0,149,0,177,0,58,0,0,0
19650831,800,10,0,133,0,113,0,114,0,122,0,118,0,152,0,91,0,0,0
19650831,1400,9,0,78,0,116,0,120,0,126,0,120,0,137,0,93,0,0,0
19650831,1900,5,0,9,0,93,0,101,0,110,0,108,0,157,0,89,0,0,0
19650901,800,10,0,163,0,89,0,97,0,102,0,98,0,120,0,94,0,0,0
19650901,1400,8,0,19,0,103,0,127,0,139,0,102,0,167,0,87,0,0,0
19650901,1900,2,0,3,0,107,0,117,0,128,0,128,0,162,0,88,0,0,0
19650902,800,4,0,2,0,65,0,129,0,140,0,98,0,140,0,88,0,0,0
19650902,1400,10,0,1,0,143,0,131,0,145,0,140,0,164,0,85,0,0,0
19650902,1900,10,0,28,0,137,0,145,0,150,0,138,0,150,0,94,0,0,0
19650903,800,10,0,86,0,126,0,125,0,128,0,128,0,150,0,97,0,0,0
19650903,1400,9,0,38,0,125,0,135,0,162,0,124,0,170,0,72,0,0,0
19650903,1900,10,0,38,0,125,0,117,0,132,0,129,0,167,0,83,0,0,0
19650904,800,10,0,89,0,118,0,130,0,143,0,119,0,143,0,86,0,0,0
19650904,1400,9,0,0,0,136,0,141,0,165,0,141,0,172,0,75,0,0,0
19650904,1900,9,0,1,0,135,0,135,0,148,0,148,0,165,0,86,0,0,0
19650905,800,9,0,0,0,115,0,119,0,130,0,117,0,148,0,88,0,0,0
19650905,1400,8,0,2,0,128,0,123,0,150,0,127,0,150,0,71,0,0,0
19650905,1900,2,0,0,0,89,0,101,0,116,0,116,0,158,0,82,0,0,0
19650906,800,7,0,0,0,45,0,111,0,118,0,83,0,118,0,93,0,0,0
19650906,1400,7,0,0,0,117,0,120,0,159,0,118,0,170,0,60,0,0,0
19650906,1900,1,0,0,0,74,0,103,0,120,0,120,0,167,0,80,0,0,0
19650907,800,9,0,0,0,60,0,124,0,134,0,106,0,134,0,89,0,0,0
19650907,1400,9,0,27,0,124,0,140,0,156,0,128,0,159,0,83,0,0,0
19650907,1900,9,0,0,0,137,0,128,0,145,0,145,0,166,0,82,0,0,0
19650908,800,10,0,5,0,113,0,132,0,142,0,125,0,145,0,90,0,0,0
19650908,1400,7,0,0,0,144,0,133,0,171,0,142,0,174,0,63,0,0,0
19650908,1900,9,0,37,0,146,0,140,0,162,0,150,0,178,0,77,0,0,0
19650909,800,1,0,5,0,94,0,100,0,119,0,101,0,162,0,77,0,0,0
19650909,1400,8,0,23,0,108,0,116,0,127,0,113,0,158,0,88,0,0,0
19650909,1900,5,0,2,0,123,0,115,0,136,0,127,0,150,0,76,0,0,0
19650910,800,0,0,0,0,84,0,101,0,116,0,90,0,136,0,82,0,0,0
19650910,1400,8,0,0,0,121,0,118,0,150,0,116,0,161,0,66,0,0,0
19650910,1900,7,0,0,0,107,0,100,0,118,0,118,0,154,0,78,0,0,0
19650911,800,10,0,3,0,95,0,94,0,106,0,99,0,118,0,85,0,0,0
19650911,1400,10,0,4,0,100,0,111,0,127,0,106,0,127,0,82,0,0,0
19650911,1900,10,0,2,0,114,0,106,0,117,0,117,0,135,0,87,0,0,0
19650912,800,10,0,49,0,95,0,114,0,120,0,109,0,123,0,94,0,0,0
19650912,1400,9,0,5,0,117,0,124,0,145,0,118,0,160,0,77,0,0,0
19650912,1900,8,0,0,0,125,0,120,0,134,0,134,0,148,0,85,0,0,0
19650913,800,10,0,0,0,105,0,115,0,117,0,108,0,134,0,98,0,0,0
19650913,1400,8,0,0,0,125,0,135,0,177,0,117,0,177,0,60,0,0,0
19650913,1900,10,0,0,0,131,0,122,0,135,0,135,0,177,0,86,0,0,0
19650914,800,8,0,0,0,70,0,127,0,134,0,109,0,135,0,93,0,0,0
19650914,1400,4,0,0,0,142,0,132,0,176,0,134,0,176,0,58,0,0,0
19650914,1900,9,0,0,0,112,0,137,0,147,0,147,0,176,0,89,0,0,0
19650915,800,8,0,0,0,76,0,129,0,140,0,112,0,149,0,88,0,0,0
19650915,1400,3,0,0,0,147,0,157,0,193,0,140,0,193,0,66,0,0,0
19650915,1900,10,0,0,0,110,0,133,0,154,0,154,0,193,0,78,0,0,0
19650916,800,9,0,0,0,81,0,137,0,149,0,117,0,154,0,87,0,0,0
19650916,1400,7,0,0,0,155,0,163,0,205,0,149,0,205,0,63,0,0,0
19650916,1900,9,0,0,0,146,0,147,0,159,0,159,0,208,0,87,0,0,0
19650917,800,10,0,0,0,138,0,149,0,156,0,146,0,159,0,92,0,0,0
19650917,1400,10,0,0,0,161,0,169,0,184,0,156,0,184,0,85,0,0,0
19650917,1900,9,0,0,0,166,0,171,0,178,0,178,0,184,0,93,0,0,0
19650918,800,10,0,2,0,140,0,122,0,144,0,144,0,201,0,76,0,0,0
19650918,1400,10,0,0,0,128,0,120,0,146,0,134,0,158,0,72,0,0,0
19650918,1900,10,0,11,0,107,0,105,0,130,0,116,0,155,0,72,0,0,0
19650919,800,1,0,17,0,103,0,120,0,139,0,116,0,139,0,79,0,0,0
19650919,1400,3,0,0,0,144,0,114,0,165,0,139,0,165,0,50,0,0,0
19650919,1900,1,0,0,0,69,0,99,0,116,0,116,0,168,0,80,0,0,0
19650920,800,5,0,0,0,32,0,102,0,111,0,88,0,116,0,89,0,0,0
19650920,1400,1,0,0,0,116,0,124,0,176,0,111,0,176,0,51,0,0,0
19650920,1900,3,0,0,0,79,0,115,0,136,0,136,0,183,0,76,0,0,0
19650921,800,1,0,0,0,40,0,102,0,120,0,70,0,136,0,79,0,0,0
