Amsterdam (Filiaal Inrichting)(123_G) "52:22:29" NB "4:56:16" OL     1.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phpa  Druk  :  Totale luchtdruk  (0.1 hPa). ;  Phpa  Pressuse  :  Total air pressure  (0.1 hPa).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,Phpa,Q_Phpa,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW,DP,Q_DP,EE,Q_EE,RD,Q_RD
19550508,1900,,,,,3,0,10199,0,0,0,112,0,152,0,152,0,168,0,59,0,0,0,00,0,,,,,,
19550509,800,,,,,1,0,10126,0,0,0,120,0,153,0,102,0,153,0,65,0,0,0,00,0,,,,,,
19550509,1400,,,,,9,0,10110,0,16,0,127,0,144,0,137,0,168,0,82,0,0,0,00,0,,,,,,
19550509,1900,,,,,10,0,10104,0,0,0,107,0,127,0,127,0,152,0,77,0,0,0,00,0,,,,,,
19550510,800,,,,,10,0,10068,0,54,0,99,0,107,0,96,0,127,0,91,0,0,0,00,0,,,,,,
19550510,1400,,,,,8,0,10072,0,1,0,113,0,140,0,107,0,140,0,70,0,0,0,00,0,,,,,,
19550510,1900,,,,,10,0,10106,0,0,0,92,0,108,0,108,0,140,0,81,0,0,0,00,0,,,,,,
19550511,800,,,,,4,0,10184,0,0,0,44,0,80,0,57,0,108,0,52,0,0,0,00,0,,,,,,
19550511,1400,,,,,2,0,10202,0,0,0,56,0,93,0,80,0,94,0,52,0,0,0,00,0,,,,,,
19550511,1900,,,,,2,0,10211,0,0,0,55,0,92,0,92,0,94,0,52,0,0,0,00,0,,,,,,
19550512,800,,,,,9,0,10199,0,0,0,87,0,117,0,80,0,117,0,64,0,0,0,00,0,,,,,,
19550512,1400,,,,,4,0,10186,0,0,0,88,0,132,0,117,0,132,0,51,0,0,0,00,0,,,,,,
19550512,1900,,,,,4,0,10159,0,0,0,78,0,121,0,121,0,137,0,51,0,0,0,00,0,,,,,,
19550513,800,,,,,10,0,10058,0,0,0,99,0,124,0,95,0,124,0,71,0,0,0,00,0,,,,,,
19550513,1400,,,,,10,0,10027,0,10,0,118,0,137,0,121,0,137,0,79,0,0,0,00,0,,,,,,
19550513,1900,,,,,7,0,10014,0,0,0,119,0,139,0,137,0,151,0,78,0,0,0,00,0,,,,,,
19550514,800,,,,,9,0,10018,0,33,0,67,0,87,0,64,0,139,0,73,0,0,0,00,0,,,,,,
19550514,1400,,,,,4,0,10036,0,0,0,71,0,103,0,87,0,103,0,60,0,0,0,00,0,,,,,,
19550514,1900,,,,,3,0,10027,0,0,0,73,0,106,0,103,0,108,0,60,0,0,0,13,0,,,,,,
19550515,800,,,,,4,0,10040,0,61,0,53,0,82,0,68,0,106,0,61,0,0,0,00,0,,,,,,
19550515,1400,,,,,5,0,10076,0,0,0,68,0,102,0,82,0,102,0,58,0,0,0,00,0,,,,,,
19550515,1900,,,,,2,0,10087,0,0,0,71,0,108,0,102,0,108,0,55,0,0,0,00,0,,,,,,
19550516,800,,,,,9,0,10079,0,2,0,82,0,104,0,71,0,108,0,72,0,0,0,00,0,,,,,,
19550516,1400,,,,,7,0,10082,0,43,0,82,0,108,0,88,0,108,0,68,0,0,0,00,0,,,,,,
19550516,1900,,,,,3,0,10087,0,0,0,77,0,98,0,98,0,112,0,73,0,0,0,00,0,,,,,,
19550517,800,,,,,10,0,9992,0,53,0,79,0,83,0,75,0,98,0,94,0,0,0,53,0,,,,,,
19550517,1400,,,,,10,0,9963,0,46,0,128,0,137,0,83,0,137,0,91,0,0,0,63,0,,,,,,
19550517,1900,,,,,9,0,9947,0,164,0,114,0,120,0,120,0,137,0,94,0,0,0,17,0,,,,,,
19550518,800,,,,,10,0,9964,0,5,0,53,0,69,0,56,0,120,0,77,0,0,0,00,0,,,,,,
19550518,1400,,,,,10,0,10056,0,5,0,58,0,78,0,69,0,79,0,72,0,0,0,81,0,,,,,,
19550518,1900,,,,,4,0,10094,0,2,0,56,0,81,0,78,0,88,0,66,0,0,0,00,0,,,,,,
19550519,800,,,,,6,0,10154,0,12,0,62,0,84,0,69,0,84,0,70,0,0,0,00,0,,,,,,
19550519,1400,,,,,5,0,10186,0,10,0,55,0,85,0,54,0,90,0,60,0,0,0,00,0,,,,,,
19550519,1900,,,,,4,0,10199,0,0,0,56,0,78,0,78,0,85,0,69,0,0,0,00,0,,,,,,
19550520,800,,,,,6,0,10207,0,0,0,64,0,89,0,57,0,89,0,67,0,0,0,00,0,,,,,,
19550520,1400,,,,,4,0,10222,0,40,0,56,0,87,0,52,0,89,0,59,0,0,0,00,0,,,,,,
19550520,1900,,,,,2,0,10219,0,0,0,56,0,83,0,83,0,90,0,63,0,0,0,00,0,,,,,,
19550521,800,,,,,4,0,10220,0,0,0,54,0,84,0,59,0,84,0,60,0,0,0,00,0,,,,,,
19550521,1400,,,,,6,0,10230,0,0,0,49,0,87,0,83,0,91,0,50,0,0,0,00,0,,,,,,
19550521,1900,,,,,7,0,10244,0,0,0,47,0,74,0,74,0,87,0,62,0,0,0,00,0,,,,,,
19550522,800,,,,,9,0,10276,0,3,0,51,0,62,0,52,0,74,0,84,0,0,0,00,0,,,,,,
19550522,1400,,,,,6,0,10294,0,0,0,50,0,84,0,62,0,85,0,55,0,0,0,00,0,,,,,,
19550522,1900,,,,,3,0,10303,0,0,0,52,0,77,0,77,0,86,0,65,0,0,0,00,0,,,,,,
19550523,800,,,,,9,0,10264,0,0,0,91,0,105,0,57,0,105,0,82,0,0,0,00,0,,,,,,
19550523,1400,,,,,9,0,10246,0,1,0,100,0,138,0,105,0,138,0,59,0,0,0,00,0,,,,,,
19550523,1900,,,,,10,0,10228,0,2,0,100,0,117,0,117,0,139,0,79,0,0,0,00,0,,,,,,
19550524,800,,,,,10,0,10222,0,4,0,104,0,112,0,110,0,117,0,90,0,0,0,00,0,,,,,,
19550524,1400,,,,,5,0,10223,0,0,0,116,0,144,0,112,0,144,0,70,0,0,0,00,0,,,,,,
19550524,1900,,,,,0,0,10204,0,0,0,102,0,120,0,120,0,146,0,79,0,0,0,00,0,,,,,,
19550525,800,,,,,5,0,10182,0,0,0,73,0,94,0,70,0,120,0,72,0,0,0,00,0,,,,,,
19550525,1400,,,,,3,0,10164,0,0,0,88,0,114,0,94,0,114,0,69,0,0,0,00,0,,,,,,
19550525,1900,,,,,1,0,10158,0,0,0,84,0,104,0,104,0,121,0,74,0,0,0,00,0,,,,,,
19550526,800,,,,,10,0,10166,0,0,0,72,0,91,0,80,0,104,0,75,0,0,0,00,0,,,,,,
19550526,1400,,,,,6,0,10155,0,0,0,98,0,120,0,91,0,120,0,74,0,0,0,00,0,,,,,,
19550526,1900,,,,,3,0,10135,0,0,0,112,0,138,0,120,0,139,0,71,0,0,0,00,0,,,,,,
19550527,800,,,,,10,0,10106,0,0,0,86,0,105,0,103,0,138,0,75,0,0,0,00,0,,,,,,
19550527,1400,,,,,10,0,10115,0,0,0,100,0,120,0,105,0,121,0,76,0,0,0,00,0,,,,,,
19550527,1900,,,,,10,0,10135,0,2,0,100,0,116,0,116,0,121,0,80,0,0,0,00,0,,,,,,
19550528,800,,,,,3,0,10152,0,0,0,94,0,117,0,87,0,117,0,73,0,0,0,00,0,,,,,,
19550528,1400,,,,,10,0,10154,0,0,0,90,0,106,0,104,0,118,0,80,0,0,0,00,0,,,,,,
19550528,1900,,,,,9,0,10172,0,0,0,101,0,114,0,106,0,114,0,84,0,0,0,00,0,,,,,,
19550529,800,,,,,1,0,10239,0,0,0,114,0,138,0,90,0,138,0,73,0,0,0,00,0,,,,,,
19550529,1400,,,,,1,0,10259,0,0,0,112,0,164,0,138,0,164,0,49,0,0,0,00,0,,,,,,
19550529,1900,,,,,1,0,10275,0,0,0,103,0,144,0,144,0,164,0,56,0,0,0,00,0,,,,,,
19550530,800,,,,,10,0,10298,0,0,0,81,0,91,0,62,0,144,0,87,0,0,0,00,0,,,,,,
19550530,1400,,,,,1,0,10284,0,0,0,122,0,144,0,91,0,144,0,76,0,0,0,00,0,,,,,,
19550530,1900,,,,,9,0,10275,0,0,0,107,0,119,0,119,0,150,0,86,0,0,0,00,0,,,,,,
19550531,800,,,,,10,0,10264,0,0,0,101,0,111,0,94,0,119,0,87,0,0,0,00,0,,,,,,
19550531,1400,,,,,1,0,10240,0,0,0,133,0,173,0,111,0,173,0,61,0,0,0,00,0,,,,,,
19550531,1900,,,,,2,0,10227,0,0,0,136,0,162,0,162,0,179,0,73,0,0,0,00,0,,,,,,
19550601,800,,,,,3,0,10198,0,0,0,119,0,142,0,91,0,162,0,75,0,0,0,00,0,,,,,,
19550601,1400,,,,,4,0,10183,0,0,0,126,0,178,0,142,0,179,0,51,0,0,0,00,0,,,,,,
19550601,1900,,,,,2,0,10166,0,0,0,149,0,174,0,170,0,178,0,75,0,0,0,00,0,,,,,,
19550602,800,,,,,0,0,10200,0,0,0,108,0,152,0,125,0,175,0,54,0,0,0,00,0,,,,,,
19550602,1400,,,,,1,0,10199,0,0,0,112,0,168,0,152,0,168,0,46,0,0,0,00,0,,,,,,
19550602,1900,,,,,1,0,10200,0,0,0,128,0,173,0,168,0,176,0,56,0,0,0,00,0,,,,,,
19550603,800,,,,,1,0,10206,0,0,0,126,0,161,0,119,0,173,0,64,0,0,0,00,0,,,,,,
19550603,1400,,,,,1,0,10178,0,0,0,130,0,187,0,161,0,187,0,48,0,0,0,00,0,,,,,,
19550603,1900,,,,,0,0,10156,0,0,0,134,0,183,0,182,0,187,0,54,0,0,0,00,0,,,,,,
19550604,800,,,,,2,0,10118,0,0,0,120,0,166,0,137,0,183,0,55,0,0,0,00,0,,,,,,
19550604,1400,,,,,7,0,10100,0,0,0,143,0,216,0,166,0,216,0,40,0,0,0,00,0,,,,,,
19550604,1900,,,,,10,0,10120,0,0,0,131,0,161,0,161,0,219,0,69,0,0,0,00,0,,,,,,
19550605,800,,,,,1,0,10164,0,1,0,123,0,168,0,124,0,168,0,56,0,0,0,00,0,,,,,,
19550605,1400,,,,,2,0,10166,0,0,0,132,0,187,0,168,0,187,0,50,0,0,0,00,0,,,,,,
19550605,1900,,,,,1,0,10166,0,0,0,135,0,180,0,180,0,189,0,57,0,0,0,00,0,,,,,,
19550606,800,,,,,1,0,10159,0,0,0,155,0,188,0,151,0,188,0,69,0,0,0,00,0,,,,,,
19550606,1400,,,,,1,0,10138,0,0,0,135,0,200,0,188,0,200,0,43,0,0,0,00,0,,,,,,
19550606,1900,,,,,7,0,10104,0,0,0,138,0,181,0,181,0,204,0,59,0,0,0,00,0,,,,,,
19550607,800,,,,,10,0,10032,0,2,0,138,0,157,0,151,0,181,0,80,0,0,0,00,0,,,,,,
19550607,1400,,,,,10,0,10003,0,35,0,156,0,176,0,157,0,176,0,80,0,0,0,00,0,,,,,,
19550607,1900,,,,,10,0,9994,0,74,0,134,0,142,0,142,0,183,0,92,0,0,0,45,0,,,,,,
19550608,800,,,,,10,0,10019,0,0,0,112,0,119,0,114,0,142,0,93,0,0,0,10,0,,,,,,
19550608,1400,,,,,7,0,10026,0,6,0,122,0,144,0,119,0,144,0,76,0,0,0,00,0,,,,,,
19550608,1900,,,,,3,0,10032,0,0,0,106,0,131,0,131,0,149,0,72,0,0,0,00,0,,,,,,
19550609,800,,,,,10,0,10055,0,0,0,101,0,111,0,101,0,131,0,87,0,0,0,00,0,,,,,,
19550609,1400,,,,,10,0,10064,0,0,0,98,0,121,0,109,0,121,0,73,0,0,0,00,0,,,,,,
19550609,1900,,,,,10,0,10068,0,0,0,87,0,107,0,106,0,130,0,74,0,0,0,00,0,,,,,,
19550610,800,,,,,9,0,10118,0,0,0,84,0,110,0,97,0,111,0,68,0,0,0,00,0,,,,,,
19550610,1400,,,,,5,0,10167,0,0,0,84,0,125,0,110,0,125,0,53,0,0,0,00,0,,,,,,
19550610,1900,,,,,3,0,10190,0,0,0,76,0,114,0,114,0,127,0,55,0,0,0,00,0,,,,,,
19550611,800,,,,,10,0,10215,0,0,0,76,0,101,0,86,0,114,0,68,0,0,0,00,0,,,,,,
19550611,1400,,,,,7,0,10203,0,0,0,105,0,144,0,101,0,144,0,58,0,0,0,00,0,,,,,,
19550611,1900,,,,,8,0,10196,0,0,0,93,0,138,0,138,0,147,0,52,0,0,0,00,0,,,,,,
19550612,800,,,,,10,0,10126,0,0,0,92,0,106,0,100,0,138,0,83,0,0,0,00,0,,,,,,
19550612,1400,,,,,10,0,10044,0,11,0,106,0,116,0,106,0,139,0,88,0,0,0,00,0,,,,,,
19550612,1900,,,,,10,0,9993,0,45,0,114,0,120,0,111,0,120,0,94,0,0,0,00,0,,,,,,
19550613,800,,,,,10,0,10046,0,63,0,109,0,122,0,107,0,122,0,86,0,0,0,00,0,,,,,,
19550613,1400,,,,,9,0,10134,0,0,0,102,0,124,0,120,0,125,0,74,0,0,0,00,0,,,,,,
19550613,1900,,,,,10,0,10176,0,0,0,100,0,115,0,115,0,125,0,82,0,0,0,00,0,,,,,,
19550614,800,,,,,10,0,10222,0,0,0,108,0,126,0,103,0,126,0,80,0,0,0,00,0,,,,,,
19550614,1400,,,,,10,0,10202,0,0,0,128,0,161,0,126,0,161,0,66,0,0,0,00,0,,,,,,
19550614,1900,,,,,10,0,10187,0,1,0,117,0,142,0,142,0,162,0,73,0,0,0,00,0,,,,,,
19550615,800,,,,,10,0,10184,0,3,0,134,0,142,0,130,0,142,0,92,0,0,0,00,0,,,,,,
19550615,1400,,,,,9,0,10206,0,0,0,134,0,152,0,142,0,158,0,81,0,0,0,00,0,,,,,,
19550615,1900,,,,,1,0,10218,0,0,0,119,0,148,0,148,0,162,0,69,0,0,0,00,0,,,,,,
19550616,800,,,,,5,0,10239,0,0,0,110,0,137,0,107,0,148,0,70,0,0,0,00,0,,,,,,
19550616,1400,,,,,5,0,10239,0,0,0,128,0,160,0,137,0,162,0,66,0,0,0,00,0,,,,,,
19550616,1900,,,,,9,0,10228,0,0,0,105,0,131,0,131,0,160,0,71,0,0,0,00,0,,,,,,
19550617,800,,,,,8,0,10242,0,0,0,96,0,127,0,113,0,131,0,65,0,0,0,00,0,,,,,,
19550617,1400,,,,,3,0,10239,0,0,0,97,0,135,0,127,0,139,0,58,0,0,0,00,0,,,,,,
19550617,1900,,,,,1,0,10232,0,0,0,93,0,126,0,126,0,135,0,62,0,0,0,00,0,,,,,,
19550618,800,,,,,5,0,10232,0,0,0,92,0,124,0,93,0,126,0,63,0,0,0,00,0,,,,,,
19550618,1400,,,,,0,0,10210,0,0,0,104,0,135,0,118,0,135,0,65,0,0,0,00,0,,,,,,
19550618,1900,,,,,0,0,10186,0,0,0,128,0,155,0,135,0,157,0,71,0,0,0,00,0,,,,,,
19550619,800,,,,,1,0,10139,0,0,0,126,0,149,0,113,0,155,0,75,0,0,0,00,0,,,,,,
19550619,1400,,,,,7,0,10102,0,0,0,160,0,204,0,149,0,204,0,61,0,0,0,00,0,,,,,,
19550619,1900,,,,,8,0,10083,0,12,0,190,0,206,0,204,0,218,0,85,0,0,0,17,0,,,,,,
19550620,800,,,,,10,0,10106,0,47,0,142,0,148,0,142,0,206,0,93,0,0,0,53,0,,,,,,
19550620,1400,,,,,10,0,10130,0,2,0,140,0,153,0,148,0,157,0,86,0,0,0,53,0,,,,,,
19550620,1900,,,,,10,0,10140,0,0,0,137,0,153,0,153,0,164,0,83,0,0,0,63,0,,,,,,
19550621,800,,,,,10,0,10184,0,0,0,112,0,126,0,123,0,153,0,85,0,0,0,00,0,,,,,,
19550621,1400,,,,,10,0,10216,0,3,0,107,0,116,0,116,0,126,0,89,0,0,0,00,0,,,,,,
19550621,1900,,,,,10,0,10226,0,0,0,111,0,127,0,113,0,127,0,82,0,0,0,00,0,,,,,,
19550622,800,,,,,0,0,10254,0,0,0,136,0,167,0,112,0,167,0,69,0,0,0,00,0,,,,,,
19550622,1400,,,,,0,0,10254,0,0,0,164,0,200,0,167,0,202,0,67,0,0,0,00,0,,,,,,
19550622,1900,,,,,1,0,10248,0,0,0,152,0,180,0,180,0,200,0,73,0,0,0,00,0,,,,,,
19550623,800,,,,,10,0,10236,0,0,0,150,0,162,0,142,0,180,0,87,0,0,0,00,0,,,,,,
19550623,1400,,,,,9,0,10232,0,0,0,162,0,182,0,162,0,192,0,80,0,0,0,00,0,,,,,,
19550623,1900,,,,,5,0,10219,0,0,0,163,0,191,0,181,0,194,0,74,0,0,0,00,0,,,,,,
19550624,800,,,,,10,0,10203,0,0,0,165,0,181,0,165,0,191,0,84,0,0,0,00,0,,,,,,
19550624,1400,,,,,4,0,10200,0,0,0,187,0,238,0,181,0,238,0,60,0,0,0,00,0,,,,,,
19550624,1900,,,,,3,0,10194,0,0,0,171,0,211,0,211,0,240,0,65,0,0,0,00,0,,,,,,
19550625,800,,,,,9,0,10204,0,0,0,160,0,172,0,154,0,211,0,88,0,0,0,00,0,,,,,,
19550625,1400,,,,,9,0,10207,0,0,0,165,0,194,0,172,0,194,0,73,0,0,0,00,0,,,,,,
19550625,1900,,,,,3,0,10227,0,0,0,144,0,167,0,167,0,198,0,76,0,0,0,00,0,,,,,,
19550626,800,,,,,1,0,10248,0,0,0,128,0,162,0,110,0,167,0,65,0,0,0,00,0,,,,,,
19550626,1400,,,,,1,0,10248,0,0,0,134,0,187,0,162,0,187,0,51,0,0,0,00,0,,,,,,
19550626,1900,,,,,1,0,10236,0,0,0,132,0,177,0,177,0,197,0,57,0,0,0,00,0,,,,,,
19550627,800,,,,,8,0,10228,0,0,0,136,0,169,0,135,0,177,0,67,0,0,0,00,0,,,,,,
19550627,1400,,,,,5,0,10223,0,0,0,146,0,197,0,169,0,197,0,54,0,0,0,00,0,,,,,,
19550627,1900,,,,,2,0,10212,0,0,0,152,0,190,0,190,0,199,0,64,0,0,0,00,0,,,,,,
19550628,800,,,,,7,0,10198,0,0,0,157,0,199,0,162,0,199,0,62,0,0,0,00,0,,,,,,
19550628,1400,,,,,7,0,10174,0,0,0,168,0,233,0,199,0,233,0,48,0,0,0,00,0,,,,,,
19550628,1900,,,,,8,0,10158,0,0,0,156,0,208,0,208,0,234,0,55,0,0,0,00,0,,,,,,
19550629,800,,,,,10,0,10131,0,16,0,146,0,157,0,145,0,208,0,88,0,0,0,63,0,,,,,,
19550629,1400,,,,,10,0,10120,0,37,0,145,0,155,0,149,0,157,0,89,0,0,0,63,0,,,,,,
19550629,1900,,,,,9,0,10100,0,13,0,144,0,159,0,155,0,159,0,84,0,0,0,00,0,,,,,,
19550630,800,,,,,10,0,10118,0,0,0,142,0,154,0,148,0,159,0,87,0,0,0,00,0,,,,,,
19550630,1400,,,,,9,0,10144,0,0,0,129,0,160,0,154,0,171,0,67,0,0,0,00,0,,,,,,
19550630,1900,,,,,9,0,10158,0,0,0,131,0,153,0,153,0,165,0,77,0,0,0,00,0,,,,,,
19550701,800,,,,,6,0,10164,0,0,0,144,0,169,0,139,0,169,0,75,0,0,0,00,0,,,,,,
19550701,1400,,,,,6,0,10147,0,0,0,159,0,205,0,169,0,205,0,59,0,0,0,00,0,,,,,,
19550701,1900,,,,,9,0,10110,0,0,0,152,0,190,0,190,0,210,0,64,0,0,0,00,0,,,,,,
19550702,800,,,,,7,0,10119,0,20,0,117,0,144,0,141,0,190,0,71,0,0,0,00,0,,,,,,
19550702,1400,,,,,4,0,10156,0,0,0,116,0,149,0,144,0,149,0,65,0,0,0,00,0,,,,,,
19550702,1900,,,,,3,0,10154,0,0,0,129,0,168,0,149,0,168,0,62,0,0,0,00,0,,,,,,
19550703,800,,,,,9,0,10127,0,0,0,128,0,152,0,130,0,170,0,74,0,0,0,00,0,,,,,,
19550703,1400,,,,,7,0,10104,0,0,0,132,0,194,0,152,0,194,0,45,0,0,0,00,0,,,,,,
19550703,1900,,,,,8,0,10086,0,0,0,145,0,194,0,194,0,202,0,55,0,0,0,00,0,,,,,,
19550704,800,,,,,8,0,10074,0,26,0,123,0,152,0,141,0,194,0,69,0,0,0,00,0,,,,,,
19550704,1400,,,,,10,0,10080,0,8,0,122,0,142,0,140,0,152,0,78,0,0,0,00,0,,,,,,
19550704,1900,,,,,6,0,10104,0,7,0,119,0,137,0,137,0,142,0,80,0,0,0,00,0,,,,,,
19550705,800,,,,,9,0,10152,0,0,0,123,0,141,0,128,0,141,0,80,0,0,0,00,0,,,,,,
19550705,1400,,,,,10,0,10188,0,0,0,115,0,139,0,138,0,141,0,73,0,0,0,53,0,,,,,,
19550705,1900,,,,,10,0,10196,0,0,0,112,0,131,0,130,0,139,0,78,0,0,0,00,0,,,,,,
19550706,800,,,,,8,0,10223,0,0,0,115,0,141,0,117,0,141,0,72,0,0,0,00,0,,,,,,
19550706,1400,,,,,10,0,10247,0,0,0,121,0,143,0,141,0,151,0,76,0,0,0,00,0,,,,,,
19550706,1900,,,,,9,0,10256,0,0,0,118,0,138,0,138,0,143,0,78,0,0,0,00,0,,,,,,
19550707,800,,,,,10,0,10268,0,2,0,130,0,136,0,116,0,138,0,94,0,0,0,00,0,,,,,,
19550707,1400,,,,,8,0,10268,0,0,0,163,0,196,0,136,0,196,0,70,0,0,0,00,0,,,,,,
19550707,1900,,,,,9,0,10279,0,0,0,149,0,165,0,165,0,199,0,83,0,0,0,00,0,,,,,,
19550708,800,,,,,10,0,10264,0,0,0,131,0,139,0,135,0,165,0,92,0,0,0,00,0,,,,,,
19550708,1400,,,,,10,0,10266,0,0,0,139,0,158,0,139,0,158,0,80,0,0,0,00,0,,,,,,
19550708,1900,,,,,9,0,10252,0,0,0,149,0,165,0,158,0,166,0,83,0,0,0,00,0,,,,,,
19550709,800,,,,,2,0,10248,0,0,0,148,0,186,0,132,0,186,0,64,0,0,0,00,0,,,,,,
19550709,1400,,,,,5,0,10220,0,0,0,174,0,209,0,186,0,209,0,69,0,0,0,00,0,,,,,,
19550709,1900,,,,,0,0,10200,0,0,0,166,0,208,0,206,0,222,0,63,0,0,0,00,0,,,,,,
19550710,800,,,,,0,0,10196,0,0,0,143,0,185,0,158,0,208,0,60,0,0,0,00,0,,,,,,
19550710,1400,,,,,1,0,10171,0,0,0,161,0,219,0,185,0,219,0,52,0,0,0,00,0,,,,,,
19550710,1900,,,,,1,0,10158,0,0,0,196,0,225,0,219,0,227,0,75,0,0,0,00,0,,,,,,
19550711,800,,,,,1,0,10159,0,0,0,179,0,200,0,189,0,225,0,80,0,0,0,00,0,,,,,,
19550711,1400,,,,,7,0,10159,0,0,0,194,0,220,0,200,0,220,0,77,0,0,0,00,0,,,,,,
19550711,1900,,,,,8,0,10143,0,0,0,206,0,232,0,220,0,232,0,78,0,0,0,00,0,,,,,,
19550712,800,,,,,9,0,10151,0,0,0,202,0,211,0,194,0,232,0,92,0,0,0,00,0,,,,,,
19550712,1400,,,,,1,0,10148,0,0,0,208,0,241,0,211,0,241,0,73,0,0,0,00,0,,,,,,
19550712,1900,,,,,7,0,10146,0,0,0,217,0,250,0,241,0,250,0,74,0,0,0,13,0,,,,,,
19550713,800,,,,,6,0,10160,0,0,0,200,0,219,0,189,0,250,0,83,0,0,0,00,0,,,,,,
19550713,1400,,,,,6,0,10162,0,0,0,209,0,250,0,219,0,258,0,68,0,0,0,00,0,,,,,,
19550713,1900,,,,,7,0,10156,0,0,0,186,0,216,0,216,0,250,0,74,0,0,0,00,0,,,,,,
19550714,800,,,,,10,0,10176,0,3,0,180,0,190,0,181,0,216,0,90,0,0,0,45,0,,,,,,
19550714,1400,,,,,6,0,10175,0,0,0,202,0,225,0,190,0,225,0,80,0,0,0,10,0,,,,,,
19550714,1900,,,,,5,0,10172,0,0,0,205,0,237,0,225,0,247,0,74,0,0,0,00,0,,,,,,
19550715,800,,,,,2,0,10202,0,0,0,202,0,227,0,187,0,237,0,78,0,0,0,00,0,,,,,,
19550715,1400,,,,,2,0,10207,0,0,0,207,0,252,0,227,0,252,0,65,0,0,0,00,0,,,,,,
19550715,1900,,,,,3,0,10212,0,0,0,195,0,217,0,217,0,252,0,80,0,0,0,00,0,,,,,,
19550716,800,,,,,10,0,10239,0,0,0,170,0,187,0,168,0,217,0,84,0,0,0,00,0,,,,,,
19550716,1400,,,,,1,0,10230,0,0,0,181,0,212,0,187,0,212,0,73,0,0,0,00,0,,,,,,
19550716,1900,,,,,1,0,10224,0,0,0,196,0,223,0,212,0,228,0,77,0,0,0,00,0,,,,,,
19550717,800,,,,,0,0,10212,0,0,0,198,0,228,0,190,0,228,0,74,0,0,0,00,0,,,,,,
19550717,1400,,,,,1,0,10194,0,0,0,214,0,261,0,228,0,261,0,64,0,0,0,00,0,,,,,,
19550717,1900,,,,,0,0,10191,0,0,0,216,0,252,0,252,0,272,0,71,0,0,0,00,0,,,,,,
19550718,800,,,,,10,0,10187,0,32,0,171,0,177,0,177,0,252,0,94,0,0,0,95,0,,,,,,
19550718,1400,,,,,10,0,10170,0,66,0,182,0,193,0,177,0,193,0,90,0,0,0,95,0,,,,,,
19550718,1900,,,,,10,0,10167,0,0,0,176,0,188,0,188,0,197,0,88,0,0,0,00,0,,,,,,
19550719,800,,,,,10,0,10174,0,0,0,165,0,181,0,167,0,188,0,84,0,0,0,00,0,,,,,,
19550719,1400,,,,,9,0,10182,0,0,0,168,0,197,0,181,0,197,0,73,0,0,0,00,0,,,,,,
