Breda(101_G) "51:35:27" NB "4:46:35" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,N,Q_N,Phg,Q_Phg,RD,Q_RD,TA,Q_TA,T,Q_T
18721211,2400,,,,,,,,,40,0,,,,
18721212,800,N,0,-34,0,,,,,,,15,0,,
18721212,1400,NNW,0,-17,0,,,,,,,,,,
18721212,2400,,,,,,,,,0,0,,,,
18721213,800,ZW,0,-5,0,,,,,,,-11,0,,
18721213,1400,ZW,0,-24,0,,,,,,,,,,
18721213,2400,,,,,,,,,0,0,,,,
18721214,800,ZW,0,-91,0,,,,,,,3,0,,
18721214,1400,ZZW,0,-79,0,,,,,,,,,,
18721214,2400,,,,,,,,,80,0,,,,
18721215,800,W,0,-40,0,,,,,,,15,0,,
18721215,1400,W,0,-43,0,,,,,,,,,,
18721215,2400,,,,,,,,,20,0,,,,
18721216,800,W,0,-64,0,,,,,,,43,0,,
18721216,1400,N,0,-33,0,,,,,,,,,,
18721216,2400,,,,,,,,,30,0,,,,
18721217,800,ZO,0,-123,0,,,,,,,15,0,,
18721217,1400,ZW,0,-122,0,,,,,,,,,,
18721217,2400,,,,,,,,,20,0,,,,
18721218,800,ZW,0,-92,0,,,,,,,31,0,,
18721218,1400,ZO,0,-91,0,,,,,,,,,,
18721218,2400,,,,,,,,,50,0,,,,
18721219,800,ZW,0,-73,0,,,,,,,19,0,,
18721219,1400,ZW,0,-72,0,,,,,,,,,,
18721219,2400,,,,,,,,,0,0,,,,
18721220,800,O,0,-46,0,,,,,,,8,0,,
18721220,1400,O,0,-45,0,,,,,,,,,,
18721220,2400,,,,,,,,,40,0,,,,
18721221,800,Z,0,-69,0,,,,,,,28,0,,
18721221,1400,Z,0,-76,0,,,,,,,,,,
18721221,2400,,,,,,,,,20,0,,,,
18721222,800,ZW,0,28,0,,,,,,,29,0,,
18721222,1400,ZW,0,27,0,,,,,,,,,,
18721222,2400,,,,,,,,,60,0,,,,
18721223,800,Z,0,-24,0,,,,,,,75,0,,
18721223,1400,Z,0,-58,0,,,,,,,,,,
18721223,2400,,,,,,,,,0,0,,,,
18721224,800,ZW,0,-99,0,,,,,,,30,0,,
18721224,1400,ZW,0,-122,0,,,,,,,,,,
18721224,2400,,,,,,,,,0,0,,,,
18721225,800,ZZW,0,-149,0,,,,,,,73,0,,
18721225,1400,ZZW,0,-156,0,,,,,,,,,,
18721225,2400,,,,,,,,,0,0,,,,
18721226,800,ZZW,0,-88,0,,,,,,,71,0,,
18721226,1400,ZZW,0,-48,0,,,,,,,,,,
18721226,2400,,,,,,,,,50,0,,,,
18721227,800,ZZW,0,18,0,,,,,,,40,0,,
18721227,1400,ZZW,0,18,0,,,,,,,,,,
18721227,2400,,,,,,,,,0,0,,,,
18721228,800,Z,0,-23,0,,,,,,,17,0,,
18721228,1400,ZZW,0,-32,0,,,,,,,,,,
18721228,2400,,,,,,,,,0,0,,,,
18721229,800,ZO,0,-23,0,,,,,,,28,0,,
18721229,1400,ZO,0,-33,0,,,,,,,,,,
18721229,2400,,,,,,,,,0,0,,,,
18721230,800,Z,0,1,0,,,,,,,43,0,,
18721230,1400,ZZW,0,1,0,,,,,,,,,,
18721230,2400,,,,,,,,,0,0,,,,
18721231,800,ZZW,0,-2,0,,,,,,,34,0,,
18721231,1400,ZZW,0,3,0,,,,,,,,,,
18721231,2400,,,,,,,,,130,0,,,,
18730101,800,ZW,0,-26,0,,,,,,,59,0,,
18730101,1400,ZW,0,-6,0,,,,,,,,,,
18730101,2400,,,,,,,,,30,0,,,,
18730102,800,ZW,0,-84,0,,,,,,,55,0,,
18730102,1400,ZW,0,-86,0,,,,,,,,,,
18730102,2400,,,,,,,,,10,0,,,,
18730103,800,ZW,0,4,0,,,,,,,9,0,,
18730103,1400,ZW,0,-3,0,,,,,,,,,,
18730103,2400,,,,,,,,,50,0,,,,
18730104,800,ZW,0,11,0,,,,,,,55,0,,
18730104,1400,ZW,0,11,0,,,,,,,,,,
18730104,2400,,,,,,,,,20,0,,,,
18730105,800,ZW,0,-45,0,,,,,,,67,0,,
18730105,1400,ZW,0,-64,0,,,,,,,,,,
18730105,2400,,,,,,,,,30,0,,,,
18730106,800,ZW,0,33,0,,,,,,,46,0,,
18730106,1400,ZW,0,32,0,,,,,,,,,,
18730107,800,ZW,0,62,0,,,,,,,38,0,,
18730107,1400,ZW,0,66,0,,,,,,,,,,
18730108,800,ZW,0,12,0,,,,,,,6,0,,
18730108,1400,ZW,0,-9,0,,,,,,,,,,
18730109,800,ZW,0,-43,0,,,,,,,50,0,,
18730109,1400,ZW,0,-42,0,,,,,,,,,,
18730110,800,ZW,0,-38,0,,,,,,,77,0,,
18730110,1400,ZW,0,-36,0,,,,,,,,,,
18730111,800,ZW,0,0,0,,,,,,,83,0,,
18730111,1400,ZW,0,10,0,,,,,,,,,,
18730112,800,ZW,0,-3,0,,,,,,,65,0,,
18730112,1400,ZW,0,11,0,,,,,,,,,,
18730112,2400,,,,,,,,,130,0,,,,
18730113,800,WZW,0,16,0,,,,,,,63,0,,
18730113,1400,WZW,0,10,0,,,,,,,,,,
18730113,2400,,,,,,,,,20,0,,,,
18730114,800,W,0,52,0,,,,,,,80,0,,
18730114,1400,W,0,54,0,,,,,,,,,,
18730114,2400,,,,,,,,,10,0,,,,
18730115,800,WZW,0,31,0,,,,,,,82,0,,
18730115,1400,WZW,0,15,0,,,,,,,,,,
18730116,800,WZW,0,35,0,,,,,,,58,0,,
18730116,1400,WZW,0,41,0,,,,,,,,,,
18730117,800,ZW,0,5,0,,,,,,,47,0,,
18730117,1400,ZW,0,-8,0,,,,,,,,,,
18730117,2400,,,,,,,,,70,0,,,,
18730118,800,ZW,0,-23,0,,,,,,,22,0,,
18730118,1400,ZW,0,-54,0,,,,,,,,,,
18730118,2400,,,,,,,,,30,0,,,,
18730119,800,ZW,0,-281,0,,,,,,,78,0,,
18730119,1400,W,0,-302,0,,,,,,,,,,
18730119,2400,,,,,,,,,20,0,,,,
18730120,800,WZW,0,-361,0,,,,,,,15,0,,
18730120,1400,WZW,0,-351,0,,,,,,,,,,
18730121,800,ZZW,0,-325,0,,,,,,,14,0,,
18730121,1400,Z,0,-316,0,,,,,,,,,,
18730121,2400,,,,,,,,,40,0,,,,
18730122,800,ZW,0,-244,0,,,,,,,-3,0,,
18730122,1400,Z,0,-295,0,,,,,,,,,,
18730122,2400,,,,,,,,,30,0,,,,
18730123,800,WNW,0,-203,0,,,,,,,26,0,,
18730123,1400,WNW,0,-136,0,,,,,,,,,,
18730124,800,ZO,0,-132,0,,,,,,,-2,0,,
18730124,1400,ZO,0,-126,0,,,,,,,,,,
18730125,800,NO,0,-15,0,,,,,,,-37,0,,
18730125,1400,NO,0,4,0,,,,,,,,,,
18730126,800,NO,0,20,0,,,,,,,-39,0,,
18730126,1400,O,0,13,0,,,,,,,,,,
18730127,800,ZO,0,42,0,,,,,,,-47,0,,
18730127,1400,OZO,0,45,0,,,,,,,,,,
18730128,800,O,0,31,0,,,,,,,-61,0,,
18730128,1400,O,0,10,0,,,,,,,,,,
18730129,800,O,0,23,0,,,,,,,-32,0,,
18730129,1400,O,0,26,0,,,,,,,,,,
18730130,800,O,0,20,0,,,,,,,-27,0,,
18730130,1400,O,0,9,0,,,,,,,,,,
18730131,800,O,0,20,0,,,,,,,-11,0,,
18730131,1400,O,0,22,0,,,,,,,,,,
18730201,800,O,0,27,0,,,,,,,-36,0,,
18730201,1400,O,0,34,0,,,,,,,,,,
18730202,800,O,0,-69,0,,,,,,,-81,0,,
18730202,1400,ZO,0,-92,0,,,,,,,,,,
18730203,800,ZZO,0,-125,0,,,,,,,9,0,,
18730203,1400,ZZO,0,-121,0,,,,,,,,,,
18730204,800,Z,0,-34,0,,,,,,,0,0,,
18730204,1400,Z,0,-2,0,,,,,,,,,,
18730205,800,ZO,0,20,0,,,,,,,-38,0,,
18730205,1400,Z,0,16,0,,,,,,,,,,
18730206,800,NO,0,14,0,,,,,,,-12,0,,
18730206,1400,NO,0,-2,0,,,,,,,,,,
18730207,800,NO,0,-2,0,,,,,,,-16,0,,
18730207,1400,O,0,-12,0,,,,,,,,,,
18730208,800,O,0,11,0,,,,,,,-20,0,,
18730208,1400,O,0,19,0,,,,,,,,,,
18730209,800,O,0,29,0,,,,,,,-29,0,,
18730209,1400,O,0,27,0,,,,,,,,,,
18730210,800,NO,0,30,0,,,,,,,-32,0,,
18730210,1400,NNO,0,28,0,,,,,,,,,,
18730211,800,NNO,0,51,0,,,,,,,-25,0,,
18730211,1400,NNO,0,35,0,,,,,,,,,,
18730212,800,N,0,-60,0,,,,,,,-4,0,,
18730212,1400,N,0,-47,0,,,,,,,,,,
18730213,800,N,0,60,0,,,,,,,-12,0,,
18730213,1400,NW,0,1,0,,,,,,,,,,
18730214,800,NNW,0,20,0,,,,,,,25,0,,
18730214,1400,NNW,0,42,0,,,,,,,,,,
18730214,2400,,,,,,,,,185,0,,,,
18730215,800,NNW,0,78,0,,,,,,,27,0,,
18730215,1400,NNW,0,91,0,,,,,,,,,,
18730215,2400,,,,,,,,,9,0,,,,
18730216,800,NW,0,145,0,,,,,,,25,0,,
18730216,1400,NNW,0,155,0,,,,,,,,,,
18730217,800,NNW,0,168,0,,,,,,,24,0,,
18730217,1400,NNW,0,171,0,,,,,,,,,,
18730218,800,WNW,0,192,0,,,,,,,14,0,,
18730218,1400,WNW,0,188,0,,,,,,,,,,
18730219,800,NNO,0,186,0,,,,,,,-11,0,,
18730219,1400,NW,0,170,0,,,,,,,,,,
18730219,2400,,,,,,,,,49,0,,,,
18730220,800,W,0,154,0,,,,,,,-36,0,,
18730220,1400,W,0,149,0,,,,,,,,,,
18730221,800,O,0,97,0,,,,,,,-15,0,,
18730221,1400,ZO,0,69,0,,,,,,,,,,
18730222,800,W,0,-22,0,,,,,,,-25,0,,
18730222,1400,WZW,0,-30,0,,,,,,,,,,
18730223,800,W,0,-65,0,,,,,,,-1,0,,
18730223,1400,W,0,-69,0,,,,,,,,,,
18730223,2400,,,,,,,,,132,0,,,,
18730224,800,WZW,0,-47,0,,,,,,,-10,0,,
18730224,1400,WNW,0,-34,0,,,,,,,,,,
18730224,2400,,,,,,,,,81,0,,,,
18730225,800,O,0,-15,0,,,,,,,-29,0,,
18730225,1400,ZO,0,-47,0,,,,,,,,,,
18730226,800,Z,0,-202,0,,,,,,,42,0,,
18730226,1400,ZW,0,-241,0,,,,,,,,,,
18730226,2400,,,,,,,,,6,0,,,,
18730227,800,W,0,-231,0,,,,,,,41,0,,
18730227,1400,WZW,0,-185,0,,,,,,,,,,
18730227,2400,,,,,,,,,2,0,,,,
18730228,800,W,0,-106,0,,,,,,,-11,0,,
18730228,1400,WNW,0,-89,0,,,,,,,,,,
18730301,800,Z,0,-76,0,,,,,,,-22,0,,
18730301,1400,Z,0,-129,0,,,,,,,,,,
18730301,2400,,,,,,,,,19,0,,,,
18730302,800,Z,0,-150,0,,,,,,,43,0,,
18730302,1400,Z,0,-146,0,,,,,,,,,,
18730303,800,ZW,0,30,0,,,,,,,37,0,,
18730303,1400,ZW,0,-5,0,,,,,,,,,,
18730304,800,W,0,-81,0,,,,,,,42,0,,
18730304,1400,W,0,-75,0,,,,,,,,,,
18730305,800,W,0,-48,0,,,,,,,52,0,,
18730305,1400,W,0,-46,0,,,,,,,,,,
18730306,800,ZZW,0,-10,0,,,,,,,36,0,,
18730306,1400,ZZW,0,5,0,,,,,,,,,,
18730307,800,ZZO,0,-77,0,,,,,,,21,0,,
18730307,1400,Z,0,-126,0,,,,,,,,,,
18730308,800,ZZW,0,-42,0,,,,,,,25,0,,
18730308,1400,ZZW,0,-46,0,,,,,,,,,,
18730308,2400,,,,,,,,,5,0,,,,
18730309,800,ZW,0,-121,0,,,,,,,35,0,,
18730309,1400,W,0,-139,0,,,,,,,,,,
18730310,800,ZW,0,-197,0,,,,,,,16,0,,
18730310,1400,WZW,0,-193,0,,,,,,,,,,
18730311,800,WZW,0,-209,0,,,,,,,16,0,,
18730311,1400,WZW,0,-204,0,,,,,,,,,,
18730311,2400,,,,,,,,,49,0,,,,
18730312,800,WZW,0,-137,0,,,,,,,-11,0,,
18730312,1400,ZW,0,-134,0,,,,,,,,,,
18730313,800,NW,0,-70,0,,,,,,,-21,0,,
18730313,1400,NNW,0,-58,0,,,,,,,,,,
18730314,800,O,0,-14,0,,,,,,,-20,0,,
18730314,1400,O,0,-14,0,,,,,,,,,,
18730315,800,O,0,-34,0,,,,,,,-20,0,,
18730315,1400,O,0,-48,0,,,,,,,,,,
18730316,800,ZO,0,-43,0,,,,,,,6,0,,
18730316,1400,ONO,0,-43,0,,,,,,,,,,
18730317,800,O,0,-38,0,,,,,,,73,0,,
18730317,1400,O,0,-57,0,,,,,,,,,,
18730318,800,ONO,0,-79,0,,,,,,,-14,0,,
18730318,1400,NO,0,-67,0,,,,,,,,,,
18730319,800,NO,0,-62,0,,,,,,,-1,0,,
18730319,1400,NNO,0,-69,0,,,,,,,,,,
18730319,2400,,,,,,,,,3,0,,,,
18730320,800,NO,0,-99,0,,,,,,,-21,0,,
18730320,1400,O,0,-90,0,,,,,,,,,,
18730320,2400,,,,,,,,,2,0,,,,
18730321,800,O,0,-14,0,,,,,,,-35,0,,
18730321,1400,O,0,-11,0,,,,,,,,,,
18730322,800,OZO,0,-2,0,,,,,,,13,0,,
18730322,1400,OZO,0,3,0,,,,,,,,,,
18730323,800,OZO,0,11,0,,,,,,,21,0,,
18730323,1400,O,0,9,0,,,,,,,,,,
18730324,800,ONO,0,34,0,,,,,,,50,0,,
18730324,1400,ONO,0,27,0,,,,,,,,,,
18730325,800,O,0,35,0,,,,,,,14,0,,
18730325,1400,O,0,31,0,,,,,,,,,,
18730326,800,O,0,12,0,,,,,,,33,0,,
18730326,1400,O,0,3,0,,,,,,,,,,
18730328,800,O,0,-30,0,,,,,,,15,0,,
18730328,1400,O,0,-33,0,,,,,,,,,,
18730329,800,ZO,0,-7,0,,,,,,,13,0,,
18730329,1400,Z,0,-8,0,,,,,,,,,,
18730329,2400,,,,,,,,,33,0,,,,
18730330,800,NW,0,14,0,,,,,,,31,0,,
18730330,1400,ZW,0,-8,0,,,,,,,,,,
18730331,800,Z,0,-37,0,,,,,,,19,0,,
18730331,1400,Z,0,-45,0,,,,,,,,,,
18730401,800,ZW,0,-13,0,,,,,,,58,0,,
18730401,1400,ZW,0,5,0,,,,,,,,,,
18730402,800,ZZW,0,53,0,,,,,,,56,0,,
18730402,1400,ZW,0,56,0,,,,,,,,,,
18730403,800,W,0,75,0,,,,,,,9,0,,
18730403,1400,W,0,63,0,,,,,,,,,,
18730404,800,W,0,65,0,,,,,,,18,0,,
18730404,1400,W,0,43,0,,,,,,,,,,
18730405,800,W,0,-54,0,,,,,,,17,0,,
18730405,1400,W,0,-68,0,,,,,,,,,,
18730406,800,NW,0,-106,0,,,,,,,1,0,,
18730406,1400,NW,0,-116,0,,,,,,,,,,
18730406,2400,,,,,,,,,34,0,,,,
18730407,800,W,0,-111,0,,,,,,,-21,0,,
18730407,1400,O,0,-82,0,,,,,,,,,,
18730407,2400,,,,,,,,,3,0,,,,
18730408,800,NW,0,-17,0,,,,,,,-17,0,,
18730408,1400,NW,0,-23,0,,,,,,,,,,
18730409,800,NO,0,63,0,,,,,,,-24,0,,
18730409,1400,NO,0,83,0,,,,,,,,,,
18730409,2400,,,,,,,,,13,0,,,,
18730410,800,ONO,0,83,0,,,,,,,-26,0,,
18730410,1400,ONO,0,52,0,,,,,,,,,,
18730411,800,NNO,0,17,0,,,,,,,-21,0,,
18730411,1400,NNO,0,-8,0,,,,,,,,,,
18730412,800,N,0,7,0,,,,,,,-23,0,,
18730412,1400,N,0,27,0,,,,,,,,,,
18730413,800,WNW,0,40,0,,,,,,,-7,0,,
18730413,1400,WNW,0,32,0,,,,,,,,,,
18730414,800,O,0,22,0,,,,,,,13,0,,
18730414,1400,OZO,0,10,0,,,,,,,,,,
18730415,800,ZO,0,-21,0,,,,,,,43,0,,
18730415,1400,ZO,0,-44,0,,,,,,,,,,
18730416,800,N,0,-73,0,,,,,,,67,0,,
18730416,1400,N,0,-81,0,,,,,,,,,,
18730417,800,O,0,-104,0,,,,,,,70,0,,
18730417,1400,O,0,-101,0,,,,,,,,,,
18730418,800,NO,0,-78,0,,,,,,,33,0,,
18730418,1400,ONO,0,-67,0,,,,,,,,,,
18730419,800,NO,0,-15,0,,,,,,,-14,0,,
18730419,1400,NO,0,-11,0,,,,,,,,,,
18730420,800,NO,0,19,0,,,,,,,-17,0,,
18730420,1400,O,0,32,0,,,,,,,,,,
18730421,800,ONO,0,55,0,,,,,,,-38,0,,
18730421,1400,NO,0,46,0,,,,,,,,,,
18730421,2400,,,,,,,,,38,0,,,,
18730422,800,NNO,0,11,0,,,,,,,-20,0,,
18730422,1400,NNO,0,-4,0,,,,,,,,,,
18730423,800,N,0,-31,0,,,,,,,-48,0,,
18730423,1400,N,0,-37,0,,,,,,,,,,
18730423,2400,,,,,,,,,8,0,,,,
18730424,800,NO,0,-20,0,,,,,,,-66,0,,
18730424,1400,ONO,0,-12,0,,,,,,,,,,
18730425,800,NO,0,34,0,,,,,,,-17,0,,
18730425,1400,NO,0,32,0,,,,,,,,,,
18730426,800,NO,0,55,0,,,,,,,-79,0,,
18730426,1400,NNO,0,92,0,,,,,,,,,,
18730427,800,NNO,0,-46,0,,,,,,,-65,0,,
18730427,1400,NO,0,-50,0,,,,,,,,,,
18730427,2400,,,,,,,,,21,0,,,,
18730428,800,N,0,26,0,,,,,,,-46,0,,
18730428,1400,NW,0,23,0,,,,,,,,,,
18730428,2400,,,,,,,,,29,0,,,,
18730429,800,NNW,0,-21,0,,,,,,,-16,0,,
18730429,1400,N,0,7,0,,,,,,,,,,
18730429,2400,,,,,,,,,17,0,,,,
18730430,800,WNW,0,40,0,,,,,,,-37,0,,
18730430,1400,W,0,30,0,,,,,,,,,,
18730430,2400,,,,,,,,,5,0,,,,
18730501,2400,,,,,,,,,20,0,,,,
18730504,2400,,,,,,,,,6,0,,,,
18730508,2400,,,,,,,,,23,0,,,,
18730509,2400,,,,,,,,,42,0,,,,
18730512,2400,,,,,,,,,43,0,,,,
18730520,2400,,,,,,,,,21,0,,,,
18730524,2400,,,,,,,,,96,0,,,,
18730528,2400,,,,,,,,,66,0,,,,
18730529,2400,,,,,,,,,27,0,,,,
18730531,2400,,,,,,,,,15,0,,,,
18730601,2400,,,,,,,,,91,0,,,,
18730605,2400,,,,,,,,,115,0,,,,
18730606,2400,,,,,,,,,42,0,,,,
18730607,2400,,,,,,,,,1,0,,,,
18730612,2400,,,,,,,,,10,0,,,,
18730613,2400,,,,,,,,,33,0,,,,
18730614,2400,,,,,,,,,1,0,,,,
18730619,2400,,,,,,,,,29,0,,,,
18730620,2400,,,,,,,,,7,0,,,,
18730625,2400,,,,,,,,,1,0,,,,
18730626,2400,,,,,,,,,16,0,,,,
18730627,2400,,,,,,,,,15,0,,,,
18730630,2400,,,,,,,,,126,0,,,,
18730701,800,W,0,-48,0,,,,,,,-1,0,,
18730701,1400,NNW,0,-28,0,,,,,,,,,,
18730701,2400,,,,,,,,,51,0,,,,
18730702,800,NW,0,23,0,,,,,,,-16,0,,
18730702,1400,NNW,0,24,0,,,,,,,,,,
18730702,2400,,,,,,,,,29,0,,,,
18730703,800,WZW,0,20,0,,,,,,,16,0,,
18730703,1400,O,0,-8,0,,,,,,,,,,
18730704,800,ZZO,0,-77,0,,,,,,,29,0,,
18730704,1400,W,0,-53,0,,,,,,,,,,
18730705,800,WZW,0,-5,0,,,,,,,-12,0,,
18730705,1400,ZW,0,-16,0,,,,,,,,,,
18730705,2400,,,,,,,,,21,0,,,,
18730706,800,ZW,0,-21,0,,,,,,,45,0,,
18730706,1400,NW,0,-10,0,,,,,,,,,,
18730707,800,NW,0,48,0,,,,,,,4,0,,
18730707,1400,ZO,0,44,0,,,,,,,,,,
18730707,2400,,,,,,,,,52,0,,,,
18730708,800,ZZO,0,42,0,,,,,,,32,0,,
18730708,1400,O,0,35,0,,,,,,,,,,
18730709,800,W,0,41,0,,,,,,,56,0,,
18730709,1400,W,0,35,0,,,,,,,,,,
18730710,800,WZW,0,28,0,,,,,,,5,0,,
18730710,1400,WZW,0,-1,0,,,,,,,,,,
18730711,800,WZW,0,-4,0,,,,,,,-6,0,,
18730711,1400,WZW,0,-21,0,,,,,,,,,,
18730712,800,WZW,0,-25,0,,,,,,,-16,0,,
18730712,1400,WZW,0,-38,0,,,,,,,,,,
18730712,2400,,,,,,,,,16,0,,,,
18730713,800,WZW,0,-34,0,,,,,,,10,0,,
18730713,1400,Z,0,-53,0,,,,,,,,,,
18730714,800,ZW,0,-55,0,,,,,,,10,0,,
18730714,1400,WZW,0,-47,0,,,,,,,,,,
18730714,2400,,,,,,,,,5,0,,,,
18730715,800,WZW,0,-32,0,,,,,,,-19,0,,
18730715,1400,W,0,-33,0,,,,,,,,,,
18730715,2400,,,,,,,,,4,0,,,,
18730716,800,WZW,0,2,0,,,,,,,-32,0,,
18730716,1400,WNW,0,35,0,,,,,,,,,,
18730716,2400,,,,,,,,,40,0,,,,
18730717,800,WZW,0,66,0,,,,,,,0,0,,
18730717,1400,ZW,0,50,0,,,,,,,,,,
18730717,2400,,,,,,,,,38,0,,,,
18730718,800,ZW,0,14,0,,,,,,,43,0,,
18730718,1400,W,0,-4,0,,,,,,,,,,
18730718,2400,,,,,,,,,14,0,,,,
18730719,800,WNW,0,26,0,,,,,,,-19,0,,
18730719,1400,WNW,0,-3,0,,,,,,,,,,
18730719,2400,,,,,,,,,1,0,,,,
18730720,800,ZW,0,51,0,,,,,,,11,0,,
18730720,1400,WZW,0,57,0,,,,,,,,,,
18730721,800,W,0,64,0,,,,,,,21,0,,
18730721,1400,W,0,64,0,,,,,,,,,,
18730722,800,ZZO,0,42,0,,,,,,,61,0,,
18730722,1400,ZO,0,26,0,,,,,,,,,,
18730723,800,Z,0,-5,0,,,,,,,76,0,,
18730723,1400,ZZO,0,-5,0,,,,,,,,,,
18730724,800,WZW,0,7,0,,,,,,,13,0,,
18730724,1400,W,0,16,0,,,,,,,,,,
18730724,2400,,,,,,,,,67,0,,,,
18730725,800,W,0,41,0,,,,,,,10,0,,
18730725,1400,Z,0,27,0,,,,,,,,,,
18730726,800,ZZO,0,-2,0,,,,,,,50,0,,
18730726,1400,ZZO,0,-20,0,,,,,,,,,,
18730727,800,W,0,12,0,,,,,,,-10,0,,
18730727,1400,WZW,0,16,0,,,,,,,,,,
18730727,2400,,,,,,,,,2,0,,,,
18730728,800,WZW,0,29,0,,,,,,,-11,0,,
18730728,1400,WZW,0,20,0,,,,,,,,,,
18730728,2400,,,,,,,,,2,0,,,,
18730729,800,WZW,0,14,0,,,,,,,10,0,,
18730729,1400,ONO,0,0,0,,,,,,,,,,
18730730,800,ZW,0,-2,0,,,,,,,42,0,,
18730730,1400,W,0,15,0,,,,,,,,,,
18730731,800,ZW,0,33,0,,,,,,,30,0,,
18730731,1400,ZW,0,18,0,,,,,,,,,,
18730801,800,WZW,0,24,0,,,,,,,8,0,,
18730801,1400,W,0,15,0,,,,,,,,,,
18730801,2400,,,,,,,,,10,0,,,,
18730802,800,WNW,0,28,0,,,,,,,8,0,,
18730802,1400,WNW,0,48,0,,,,,,,,,,
18730803,800,WZW,0,42,0,,,,,,,2,0,,
18730803,1400,WNW,0,32,0,,,,,,,,,,
18730804,800,WZW,0,23,0,,,,,,,21,0,,
18730804,1400,WZW,0,13,0,,,,,,,,,,
18730805,800,ZW,0,-7,0,,,,,,,-6,0,,
18730805,1400,W,0,-7,0,,,,,,,,,,
18730805,2400,,,,,,,,,10,0,,,,
18730806,800,WZW,0,-13,0,,,,,,,-7,0,,
18730806,1400,W,0,-6,0,,,,,,,,,,
18730807,800,W,0,25,0,,,,,,,24,0,,
18730807,1400,W,0,45,0,,,,,,,,,,
18730808,800,ZZW,0,30,0,,,,,,,21,0,,
18730808,1400,ZZW,0,38,0,,,,,,,,,,
18730808,2400,,,,,,,,,49,0,,,,
18730809,800,W,0,-57,0,,,,,,,-9,0,,
18730809,1400,NNW,0,-42,0,,,,,,,,,,
18730809,2400,,,,,,,,,3,0,,,,
18730810,800,NW,0,-4,0,,,,,,,-23,0,,
18730810,2400,,,,,,,,,38,0,,,,
18730811,800,ZW,0,1,0,,,,,,,-38,0,,
18730811,1400,ZW,0,-3,0,,,,,,,,,,
18730811,2400,,,,,,,,,1,0,,,,
18730812,800,ZW,0,9,0,,,,,,,-1,0,,
18730812,1400,W,0,23,0,,,,,,,,,,
18730812,2400,,,,,,,,,40,0,,,,
18730813,800,WZW,0,-27,0,,,,,,,-8,0,,
18730813,1400,W,0,-21,0,,,,,,,,,,
18730813,2400,,,,,,,,,50,0,,,,
18730814,800,W,0,8,0,,,,,,,-2,0,,
18730814,1400,WZW,0,25,0,,,,,,,,,,
18730815,1400,ZW,0,37,0,,,,,,,,,,
18730816,800,ZZW,0,22,0,,,,,,,27,0,,
18730816,1400,Z,0,-2,0,,,,,,,,,,
18730816,2400,,,,,,,,,1,0,,,,
18730817,800,WZW,0,39,0,,,,,,,-53,0,,
18730817,1400,WZW,0,47,0,,,,,,,,,,
18730818,800,ZZO,0,-15,0,,,,,,,-15,0,,
18730818,1400,ZZO,0,3,0,,,,,,,,,,
18730818,2400,,,,,,,,,41,0,,,,
18730819,800,WZW,0,-84,0,,,,,,,-3,0,,
18730819,1400,ZW,0,-89,0,,,,,,,,,,
18730820,800,ZW,0,-42,0,,,,,,,-14,0,,
18730820,1400,ZW,0,-51,0,,,,,,,,,,
18730821,800,ZW,0,-32,0,,,,,,,-9,0,,
18730821,1400,ZW,0,-30,0,,,,,,,,,,
18730821,2400,,,,,,,,,100,0,,,,
18730822,800,ZW,0,-14,0,,,,,,,17,0,,
18730822,1400,ZW,0,-17,0,,,,,,,,,,
18730823,800,ZW,0,-18,0,,,,,,,13,0,,
18730823,1400,ZW,0,-10,0,,,,,,,,,,
18730823,2400,,,,,,,,,2,0,,,,
18730824,800,ZW,0,-21,0,,,,,,,-9,0,,
