Slijk Ewijk(116_G) "51:53:10" NB "5:47:23" OL     8.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,TD,Q_TD,T,Q_T,U,Q_U,RD,Q_RD
19190628,1900,Z,2,7,2,10,0,146,0,152,0,93,0,,
19190629,800,W,2,5,2,3,0,114,0,132,0,80,0,,
19190629,1400,W,2,8,2,7,0,103,0,136,0,63,0,,
19190629,1900,NW,2,6,2,8,0,97,0,123,0,70,0,,
19190630,800,ZW,2,7,2,6,0,98,0,109,0,87,0,,
19190630,1400,ZW,2,8,2,9,0,97,0,121,0,72,0,,
19190630,1900,ZW,2,8,2,10,0,88,0,108,0,95,0,,
19190701,800,Z,2,6,2,9,0,90,0,110,0,75,0,,
19190701,1400,Z,2,4,2,8,0,105,0,141,0,61,0,,
19190701,1900,O,2,3,2,8,0,118,0,129,0,88,0,,
19190702,800,Z,2,7,2,10,0,98,0,108,0,89,0,,
19190702,1400,ZZW,2,8,2,8,0,116,0,151,0,63,0,,
19190702,1900,Z,2,4,2,6,0,115,0,134,0,78,0,,
19190703,800,Z,2,3,2,10,0,105,0,107,0,98,0,,
19190703,1400,ZW,2,3,2,7,0,147,0,192,0,59,0,,
19190703,1900,Z,2,2,2,8,0,123,0,132,0,90,0,,
19190704,800,Z,2,1,2,2,0,117,0,124,0,93,0,,
19190704,1400,Z,2,2,2,6,0,154,0,202,0,57,0,,
19190704,1900,ZW,2,1,2,9,0,160,0,169,0,91,0,,
19190705,800,O,2,2,2,5,0,145,0,163,0,81,0,,
19190705,1400,O,2,3,2,5,0,175,0,254,0,42,0,,
19190705,1900,N,2,3,2,10,0,149,0,203,0,53,0,,
19190706,800,N,2,3,2,3,0,137,0,152,0,84,0,,
19190706,1400,N,2,5,2,6,0,182,0,224,0,65,0,,
19190706,1900,N,2,4,2,4,0,150,0,180,0,71,0,,
19190707,800,N,2,2,2,10,0,122,0,132,0,89,0,,
19190707,1400,NW,2,2,2,10,0,133,0,153,0,79,0,,
19190707,1900,N,2,2,2,10,0,128,0,139,0,88,0,,
19190708,800,N,2,3,2,10,0,119,0,126,0,93,0,,
19190708,1400,N,2,4,2,8,0,152,0,178,0,74,0,,
19190708,1900,N,2,3,2,7,0,145,0,166,0,78,0,,
19190709,800,NW,2,2,2,10,0,116,0,122,0,94,0,,
19190709,1400,W,2,3,2,10,0,135,0,146,0,88,0,,
19190709,1900,NW,2,4,2,10,0,133,0,141,0,92,0,,
19190710,800,NW,2,4,2,10,0,124,0,124,0,100,0,,
19190710,1400,NW,2,5,2,9,0,151,0,174,0,77,0,,
19190710,1900,NW,2,4,2,10,0,133,0,137,0,96,0,,
19190711,800,N,2,2,2,10,0,130,0,132,0,98,0,,
19190711,1400,NW,2,2,2,10,0,154,0,164,0,89,0,,
19190711,1900,W,2,1,2,10,0,149,0,154,0,94,0,,
19190712,800,W,2,2,2,5,0,131,0,137,0,94,0,,
19190712,1400,ZW,2,1,2,8,0,186,0,244,0,55,0,,
19190712,1900,NW,2,2,2,10,0,147,0,151,0,96,0,,
19190713,800,NNW,2,4,2,7,0,111,0,127,0,82,0,,
19190713,1400,NW,2,6,2,7,0,114,0,152,0,60,0,,
19190713,1900,W,2,4,2,10,0,104,0,121,0,80,0,,
19190714,800,W,2,1,2,10,0,99,0,99,0,100,0,,
19190714,1400,W,2,4,2,8,0,115,0,144,0,69,0,,
19190714,1900,W,2,4,2,7,0,109,0,137,0,69,0,,
19190715,800,Z,2,2,2,8,0,87,0,100,0,83,0,,
19190715,1400,WNW,2,2,2,8,0,107,0,129,0,75,0,,
19190715,1900,N,2,1,2,7,0,118,0,141,0,75,0,,
19190716,800,N,2,1,2,10,0,117,0,121,0,96,0,,
19190716,1400,ZW,2,2,2,8,0,145,0,180,0,66,0,,
19190716,1900,ZW,2,2,2,3,0,137,0,178,0,61,0,,
19190717,800,ZW,2,4,2,8,0,132,0,150,0,81,0,,
19190717,1400,ZW,2,5,2,10,0,177,0,202,0,77,0,,
19190717,1900,W,2,3,2,7,0,179,0,199,0,81,0,,
19190718,800,W,2,1,2,7,0,162,0,174,0,88,0,,
19190718,1400,O,2,2,2,6,0,183,0,226,0,64,0,,
19190718,1900,Z,2,1,2,5,0,187,0,228,0,66,0,,
19190719,800,Z,2,1,2,8,0,172,0,178,0,94,0,,
19190719,1400,Z,2,1,2,5,0,213,0,282,0,52,0,,
19190719,1900,ZW,2,2,2,8,0,179,0,214,0,69,0,,
19190720,800,ZZW,2,3,2,10,0,155,0,157,0,98,0,,
19190720,1400,Z,2,7,2,8,0,156,0,198,0,61,0,,
19190720,1900,Z,2,6,2,10,0,131,0,139,0,92,0,,
19190721,800,ZW,2,8,2,10,0,120,0,124,0,95,0,,
19190721,1400,ZW,2,8,2,8,0,133,0,161,0,71,0,,
19190721,1900,W,2,6,2,8,0,123,0,142,0,79,0,,
19190722,800,ZZW,2,6,2,10,0,124,0,127,0,97,0,,
19190722,1400,ZW,2,7,2,10,0,130,0,138,0,92,0,,
19190722,1900,NW,2,5,2,7,0,127,0,145,0,81,0,,
19190723,800,ZW,2,7,2,10,0,126,0,126,0,100,0,,
19190723,1400,W,2,6,2,10,0,122,0,134,0,87,0,,
19190723,1900,ZW,2,4,2,10,0,124,0,128,0,96,0,,
19190724,800,N,2,2,2,4,0,124,0,134,0,89,0,,
19190724,1400,N,2,5,2,8,0,162,0,178,0,84,0,,
19190724,1900,N,2,3,2,9,0,141,0,155,0,85,0,,
19190725,800,W,2,1,2,10,0,125,0,125,0,100,0,,
19190725,1400,NW,2,3,2,10,0,143,0,154,0,90,0,,
19190725,1900,W,2,2,2,10,0,130,0,142,0,87,0,,
19190726,800,WNW,2,2,2,10,0,108,0,118,0,88,0,,
19190726,1400,NW,2,3,2,10,0,120,0,143,0,75,0,,
19190726,1900,NW,2,3,2,10,0,117,0,132,0,83,0,,
19190727,800,ZW,2,1,2,10,0,109,0,113,0,96,0,,
19190727,1400,WZW,2,5,2,10,0,135,0,137,0,98,0,,
19190727,1900,NW,2,2,2,10,0,136,0,144,0,92,0,,
19190728,800,W,2,4,2,10,0,120,0,123,0,97,0,,
19190728,1400,WZW,2,4,2,8,0,152,0,171,0,81,0,,
19190728,1900,NW,2,3,2,8,0,130,0,146,0,83,0,,
19190729,800,NW,2,3,2,10,0,126,0,127,0,99,0,,
19190729,1400,N,2,5,2,8,0,152,0,172,0,80,0,,
19190729,1900,N,2,5,2,7,0,138,0,158,0,79,0,,
19190730,800,N,2,2,2,10,0,114,0,126,0,87,0,,
19190730,1400,N,2,2,2,10,0,131,0,158,0,72,0,,
19190730,1900,N,2,3,2,10,0,131,0,148,0,82,0,,
19190731,800,NW,2,1,2,10,0,110,0,119,0,90,0,,
19190731,1400,ZW,2,2,2,10,0,133,0,158,0,74,0,,
19190731,1900,ZW,2,2,2,5,0,155,0,174,0,81,0,,
19190801,800,ZW,2,4,2,10,0,132,0,138,0,94,0,,
19190801,1400,ZW,2,6,2,9,0,169,0,182,0,87,0,,
19190801,1900,W,2,4,2,10,0,158,0,175,0,83,0,,
19190802,800,ZW,2,3,2,10,0,156,0,160,0,96,0,,
19190802,1400,W,2,5,2,7,0,164,0,192,0,74,0,,
19190802,1900,ZW,2,3,2,10,0,162,0,164,0,98,0,,
19190803,800,NW,2,4,2,8,0,126,0,148,0,76,0,,
19190803,1400,WNW,2,7,2,9,0,127,0,148,0,77,0,,
19190803,1900,NW,2,6,2,7,0,118,0,134,0,82,0,,
19190804,800,W,2,2,2,10,0,132,0,137,0,95,0,,
19190804,1400,W,2,4,2,7,0,142,0,168,0,79,0,,
19190804,1900,W,2,2,2,6,0,130,0,158,0,71,0,,
19190805,800,ZZW,2,2,2,6,0,137,0,150,0,86,0,,
19190805,1400,Z,2,1,2,8,0,171,0,204,0,70,0,,
19190805,1900,N,2,1,2,9,0,162,0,165,0,97,0,,
19190806,800,NO,2,1,2,8,0,137,0,140,0,82,0,,
19190806,1400,NW,2,4,2,6,0,153,0,198,0,59,0,,
19190806,1900,NW,2,3,2,7,0,139,0,158,0,80,0,,
19190807,800,W,2,1,2,4,0,138,0,143,0,95,0,,
19190807,1400,W,2,3,2,8,0,162,0,188,0,75,0,,
19190807,1900,NW,2,5,2,7,0,124,0,154,0,68,0,,
19190808,800,WNW,2,2,2,8,0,127,0,138,0,88,0,,
19190808,1400,WNW,2,2,2,9,0,149,0,184,0,66,0,,
19190808,1900,NW,2,1,2,4,0,167,0,192,0,76,0,,
19190809,800,ZW,2,2,2,7,0,157,0,169,0,88,0,,
19190809,1400,ZW,2,4,2,2,0,198,0,254,0,52,0,,
19190809,1900,ZW,2,2,2,0,0,183,0,223,0,66,0,,
19190810,800,W,2,1,2,0,0,168,0,173,0,95,0,,
19190810,1400,ZW,2,3,2,5,0,218,0,291,0,50,0,,
19190810,1900,W,2,1,2,6,0,198,0,234,0,70,0,,
19190811,800,NW,2,3,2,8,0,144,0,156,0,87,0,,
19190811,1400,NW,2,5,2,4,0,171,0,214,0,63,0,,
19190811,1900,NW,2,3,2,3,0,147,0,187,0,62,0,,
19190812,800,W,2,2,2,0,0,147,0,149,0,98,0,,
19190812,1400,W,2,3,2,2,0,196,0,249,0,59,0,,
19190812,1900,W,2,1,2,4,0,205,0,234,0,74,0,,
19190813,800,C,2,C,2,2,0,160,0,162,0,98,0,,
19190813,1400,ZW,2,3,2,1,0,210,0,274,0,54,0,,
19190813,1900,NW,2,4,2,3,0,176,0,204,0,74,0,,
19190814,800,ZW,2,2,2,6,0,150,0,157,0,92,0,,
19190814,1400,ZZW,2,4,2,4,0,198,0,239,0,67,0,,
19190814,1900,NW,2,6,2,8,0,145,0,162,0,82,0,,
19190815,800,C,2,C,2,0,0,127,0,139,0,87,0,,
19190815,1400,ZO,2,2,2,3,0,155,0,205,0,55,0,,
19190815,1900,O,2,1,2,2,0,150,0,188,0,64,0,,
19190816,800,C,2,C,2,0,0,132,0,145,0,86,0,,
19190816,1400,O,2,3,2,1,0,184,0,267,0,41,0,,
19190816,1900,ZW,2,1,2,4,0,193,0,245,0,59,0,,
19190817,800,Z,2,2,2,7,0,170,0,173,0,97,0,,
19190817,1400,W,2,4,2,6,0,202,0,230,0,76,0,,
19190817,1900,W,2,2,2,4,0,155,0,194,0,64,0,,
19190818,800,ZW,2,1,2,8,0,141,0,152,0,88,0,,
19190818,1400,W,2,5,2,7,0,182,0,242,0,53,0,,
19190818,1900,ZW,2,2,2,5,0,182,0,214,0,72,0,,
19190819,800,ZW,2,6,2,7,0,162,0,179,0,83,0,,
19190819,1400,ZW,2,7,2,6,0,194,0,251,0,52,0,,
19190819,1900,W,2,7,2,5,0,188,0,219,0,73,0,,
19190820,800,ZZW,2,7,2,10,0,170,0,198,0,74,0,,
19190820,1400,ZW,2,7,2,9,0,194,0,234,0,67,0,,
19190820,1900,ZW,2,7,2,9,0,182,0,224,0,65,0,,
19190821,800,Z,2,3,2,10,0,153,0,154,0,99,0,,
19190821,1400,W,2,4,2,6,0,160,0,192,0,70,0,,
19190821,1900,WNW,2,1,2,2,0,122,0,148,0,72,0,,
19190822,800,W,2,1,2,3,0,110,0,117,0,93,0,,
19190822,1400,ZW,2,5,2,7,0,148,0,211,0,47,0,,
19190822,1900,ZW,2,4,2,6,0,137,0,172,0,65,0,,
19190823,800,ZW,2,4,2,7,0,156,0,163,0,93,0,,
19190823,1400,W,2,6,2,8,0,149,0,199,0,55,0,,
19190823,1900,ZW,2,3,2,9,0,149,0,172,0,77,0,,
19190824,800,ZZW,2,2,2,10,0,122,0,124,0,98,0,,
19190824,1400,W,2,4,2,8,0,123,0,165,0,58,0,,
19190824,1900,NW,2,2,2,4,0,112,0,138,0,71,0,,
19190825,800,ZZW,2,2,2,3,0,91,0,94,0,96,0,,
19190825,1400,ZW,2,3,2,7,0,130,0,189,0,47,0,,
19190825,1900,ZW,2,1,2,8,0,135,0,148,0,86,0,,
19190826,800,O,2,4,2,10,0,128,0,134,0,94,0,,
19190826,1400,Z,2,7,2,9,0,171,0,192,0,80,0,,
19190826,1900,Z,2,3,2,8,0,170,0,177,0,93,0,,
19190827,800,ZW,2,7,2,7,0,122,0,138,0,82,0,,
19190827,1400,Z,2,10,2,6,0,128,0,187,0,46,0,,
19190827,1900,ZZW,2,7,2,8,0,118,0,149,0,67,0,,
19190828,800,Z,2,1,2,8,0,106,0,112,0,93,0,,
19190828,1400,O,2,4,2,7,0,171,0,214,0,63,0,,
19190828,1900,O,2,5,2,8,0,183,0,218,0,70,0,,
19190829,800,ZZW,2,7,2,8,0,169,0,187,0,83,0,,
19190829,1400,ZZW,2,6,2,7,0,172,0,229,0,54,0,,
19190829,1900,W,2,2,2,10,0,170,0,174,0,96,0,,
19190830,800,ZZW,2,6,2,10,0,107,0,110,0,96,0,,
19190830,1400,ZZW,2,5,2,8,0,117,0,122,0,95,0,,
19190830,1900,ZW,2,4,2,6,0,100,0,127,0,69,0,,
19190831,800,Z,2,2,2,10,0,89,0,98,0,88,0,,
19190831,1400,Z,2,2,2,8,0,125,0,168,0,58,0,,
19190831,1900,ZO,2,1,2,9,0,138,0,150,0,71,0,,
19190901,800,ZO,2,1,2,1,0,87,0,87,0,100,0,,
19190901,1400,Z,2,3,2,4,0,151,0,208,0,51,0,,
19190901,1900,ZO,2,2,2,1,0,142,0,165,0,76,0,,
19190902,800,O,2,3,2,0,0,108,0,124,0,82,0,,
19190902,1400,Z,2,6,2,5,0,160,0,218,0,51,0,,
19190902,1900,ZO,2,1,2,3,0,159,0,198,0,64,0,,
19190903,800,O,2,3,2,4,0,127,0,154,0,71,0,,
19190903,1400,O,2,5,2,5,0,178,0,242,0,50,0,,
19190903,1900,O,2,2,2,7,0,171,0,214,0,63,0,,
19190904,800,Z,2,5,2,8,0,149,0,168,0,80,0,,
19190904,1400,Z,2,6,2,10,0,158,0,174,0,84,0,,
19190904,1900,Z,2,1,2,6,0,163,0,178,0,85,0,,
19190905,800,ZO,2,2,2,6,0,122,0,135,0,86,0,,
19190905,1400,ZZO,2,4,2,2,0,174,0,250,0,43,0,,
19190905,1900,ZO,2,1,2,2,0,178,0,212,0,69,0,,
19190906,800,O,2,1,2,3,0,162,0,188,0,75,0,,
19190906,1400,ZZO,2,3,2,7,0,199,0,282,0,43,0,,
19190906,1900,ZW,2,2,2,5,0,187,0,215,0,75,0,,
19190907,800,C,2,C,2,10,0,135,0,135,0,100,0,,
19190907,1400,W,2,2,2,6,0,184,0,215,0,73,0,,
19190907,1900,NW,2,1,2,2,0,152,0,173,0,79,0,,
19190908,800,C,2,C,2,10,0,131,0,134,0,97,0,,
19190908,1400,ZW,2,3,2,5,0,172,0,227,0,55,0,,
19190908,1900,W,2,1,2,7,0,164,0,174,0,90,0,,
19190909,800,W,2,1,2,8,0,132,0,132,0,100,0,,
19190909,1400,W,2,4,2,6,0,190,0,231,0,66,0,,
19190909,1900,W,2,1,2,5,0,167,0,181,0,86,0,,
19190910,800,W,2,1,2,10,0,112,0,112,0,100,0,,
19190910,1400,Z,2,2,2,2,0,210,0,282,0,50,0,,
19190910,1900,C,2,C,2,2,0,201,0,229,0,76,0,,
19190911,800,Z,2,1,2,0,0,149,0,162,0,86,0,,
19190911,1400,Z,2,3,2,0,0,210,0,303,0,40,0,,
19190911,1900,Z,2,1,2,0,0,209,0,249,0,68,0,,
19190912,800,ZO,2,1,2,0,0,150,0,172,0,78,0,,
19190912,1400,Z,2,3,2,1,0,218,0,322,0,36,0,,
19190912,1900,ZW,2,1,2,1,0,201,0,226,0,78,0,,
19190913,800,ZZO,2,1,2,2,0,158,0,177,0,81,0,,
19190913,1400,Z,2,2,2,4,0,218,0,319,0,38,0,,
19190913,1900,NW,2,2,2,7,0,200,0,230,0,74,0,,
19190914,800,NW,2,1,2,7,0,177,0,177,0,100,0,,
19190914,1400,ZW,2,3,2,6,0,202,0,272,0,49,0,,
19190914,1900,NW,2,3,2,8,0,193,0,212,0,84,0,,
19190915,800,N,2,3,2,10,0,134,0,138,0,96,0,,
19190915,1400,N,2,4,2,10,0,134,0,161,0,72,0,,
19190915,1900,N,2,2,2,6,0,122,0,147,0,73,0,,
19190916,800,NNO,2,4,2,10,0,108,0,127,0,78,0,,
19190916,1400,NO,2,3,2,4,0,153,0,198,0,59,0,,
19190916,1900,NO,2,2,2,2,0,147,0,165,0,81,0,,
19190917,800,N,2,2,2,9,0,121,0,126,0,95,0,,
19190917,1400,N,2,2,2,8,0,152,0,184,0,69,0,,
19190917,1900,N,2,3,2,10,0,133,0,152,0,80,0,,
19190918,800,NW,2,1,2,8,0,72,0,72,0,100,0,,
19190918,1400,W,2,3,2,3,0,145,0,197,0,54,0,,
19190918,1900,W,2,1,2,5,0,127,0,134,0,93,0,,
19190919,800,ZW,2,4,2,10,0,105,0,109,0,95,0,,
19190919,1400,ZW,2,4,2,10,0,119,0,124,0,95,0,,
19190919,1900,ZW,2,5,2,9,0,105,0,116,0,87,0,,
19190920,800,WZW,2,2,2,10,0,52,0,54,0,97,0,,
19190920,1400,ZW,2,6,2,7,0,83,0,128,0,50,0,,
19190920,1900,ZW,2,5,2,3,0,54,0,72,0,74,0,,
19190921,800,Z,2,2,2,3,0,27,0,33,0,90,0,,
19190921,1400,Z,2,4,2,7,0,104,0,162,0,43,0,,
19190921,1900,W,2,2,2,8,0,89,0,99,0,87,0,,
19190922,800,W,2,2,2,5,0,24,0,27,0,94,0,,
19190922,1400,W,2,4,2,7,0,93,0,144,0,47,0,,
19190922,1900,ZW,2,4,2,9,0,92,0,110,0,77,0,,
19190923,800,Z,2,6,2,7,0,107,0,114,0,92,0,,
19190923,1400,ZW,2,7,2,9,0,138,0,158,0,79,0,,
19190923,1900,ZW,2,5,2,10,0,131,0,146,0,84,0,,
19190924,800,ZW,2,1,2,6,0,88,0,88,0,100,0,,
19190924,1400,ZZO,2,3,2,7,0,130,0,165,0,65,0,,
19190924,1900,ZZW,2,3,2,8,0,128,0,146,0,81,0,,
19190925,800,Z,2,7,2,10,0,118,0,129,0,88,0,,
19190925,1400,ZZW,2,6,2,10,0,142,0,147,0,94,0,,
19190925,1900,ZZW,2,5,2,10,0,150,0,154,0,96,0,,
19190926,800,Z,2,5,2,10,0,131,0,137,0,94,0,,
19190926,1400,Z,2,7,2,8,0,149,0,190,0,62,0,,
19190926,1900,ZZW,2,6,2,9,0,138,0,162,0,75,0,,
19190927,800,NW,2,3,2,10,0,94,0,104,0,88,0,,
19190927,1400,Z,2,1,2,10,0,112,0,137,0,72,0,,
19190927,1900,ZW,2,1,2,10,0,90,0,101,0,86,0,,
19190928,800,N,2,4,2,10,0,69,0,86,0,77,0,,
19190928,1400,N,2,5,2,10,0,78,0,92,0,81,0,,
19190928,1900,N,2,4,2,10,0,68,0,72,0,94,0,,
19190929,800,N,2,2,2,3,0,77,0,78,0,99,0,,
19190929,1400,N,2,3,2,5,0,93,0,135,0,54,0,,
19190929,1900,W,2,1,2,2,0,50,0,54,0,94,0,,
19190930,800,ZO,2,1,2,2,0,54,0,56,0,97,0,,
19190930,1400,O,2,3,2,4,0,94,0,136,0,54,0,,
19190930,1900,O,2,3,2,10,0,83,0,98,0,80,0,,
19191001,800,O,2,2,2,3,0,88,0,90,0,97,0,,
19191001,1400,ZO,2,3,2,9,0,166,0,201,0,68,0,,
19191001,1900,ZO,2,4,2,8,0,142,0,149,0,92,0,,
19191002,800,W,2,4,2,8,0,120,0,127,0,92,0,,
19191002,1400,ZW,2,5,2,8,0,125,0,160,0,64,0,,
19191002,1900,W,2,1,2,9,0,87,0,88,0,99,0,,
19191003,800,NW,2,2,2,10,0,72,0,72,0,100,0,,
19191003,1400,NW,2,4,2,8,0,118,0,147,0,69,0,,
19191003,1900,N,2,4,2,10,0,97,0,113,0,80,0,,
19191004,800,NO,2,6,2,10,0,114,0,116,0,98,0,,
19191004,1400,N,2,3,2,10,0,131,0,140,0,91,0,,
19191004,1900,N,2,2,2,10,0,130,0,135,0,95,0,,
19191005,800,N,2,2,2,10,0,132,0,134,0,98,0,,
19191005,1400,NO,2,4,2,7,0,154,0,178,0,76,0,,
19191005,1900,N,2,1,2,9,0,151,0,155,0,96,0,,
19191006,800,N,2,2,2,10,0,127,0,127,0,100,0,,
19191006,1400,W,2,1,2,10,0,150,0,162,0,87,0,,
19191006,1900,NW,2,2,2,9,0,140,0,142,0,98,0,,
19191007,800,N,2,5,2,8,0,97,0,112,0,88,0,,
19191007,1400,N,2,6,2,7,0,106,0,149,0,55,0,,
19191007,1900,N,2,1,2,1,0,63,0,72,0,87,0,,
19191008,800,N,2,2,2,8,0,72,0,88,0,78,0,,
19191008,1400,NW,2,4,2,6,0,92,0,125,0,62,0,,
19191008,1900,NW,2,3,2,10,0,97,0,107,0,89,0,,
19191009,800,NW,2,3,2,9,0,70,0,78,0,89,0,,
19191009,1400,NW,2,7,2,5,0,90,0,129,0,56,0,,
19191009,1900,NW,2,2,2,7,0,68,0,73,0,93,0,,
19191010,800,NW,2,1,2,7,0,57,0,66,0,87,0,,
19191010,1400,NW,2,4,2,8,0,67,0,82,0,79,0,,
19191010,1900,NW,2,1,2,7,0,46,0,48,0,97,0,,
19191011,800,NW,2,1,2,4,0,34,0,34,0,100,0,,
19191011,1400,N,2,2,2,5,0,54,0,87,0,56,0,,
19191011,1900,N,2,1,2,3,0,12,0,14,0,96,0,,
19191012,800,NW,2,2,2,9,0,20,0,22,0,96,0,,
19191012,1400,ZZW,2,3,2,10,0,61,0,77,0,77,0,,
19191012,1900,ZZW,2,6,2,10,0,64,0,68,0,94,0,,
19191013,800,ZW,2,6,2,3,0,60,0,70,0,85,0,,
19191013,1400,ZW,2,7,2,4,0,60,0,101,0,49,0,,
19191013,1900,ZW,2,7,2,2,0,32,0,45,0,79,0,,
19191014,800,ZZW,2,4,2,7,0,51,0,56,0,93,0,,
19191014,1400,ZZW,2,7,2,8,0,70,0,103,0,59,0,,
19191014,1900,ZZW,2,6,2,9,0,53,0,62,0,87,0,,
19191015,800,W,2,2,2,8,0,38,0,44,0,90,0,,
19191015,1400,WNW,2,6,2,8,0,48,0,59,0,81,0,,
19191015,1900,ZZW,2,5,2,10,0,27,0,38,0,82,0,,
19191016,800,NW,2,4,2,7,0,40,0,47,0,89,0,,
19191016,1400,NW,2,5,2,8,0,82,0,110,0,65,0,,
19191016,1900,NW,2,4,2,5,0,37,0,45,0,87,0,,
19191017,800,WZW,2,2,2,10,0,53,0,56,0,96,0,,
19191017,1400,ZW,2,4,2,9,0,82,0,101,0,75,0,,
19191017,1900,ZW,2,3,2,10,0,82,0,84,0,97,0,,
19191018,800,ZW,2,1,2,10,0,87,0,89,0,98,0,,
19191018,1400,ZW,2,1,2,8,0,120,0,134,0,85,0,,
19191018,1900,ZW,2,2,2,10,0,75,0,75,0,100,0,,
19191019,800,Z,2,1,2,10,0,77,0,77,0,100,0,,
19191019,1400,ZZW,2,2,2,10,0,101,0,122,0,75,0,,
19191019,1900,ZW,2,1,2,10,0,74,0,79,0,90,0,,
19191020,800,Z,2,1,2,8,0,27,0,27,0,100,0,,
19191020,1400,ZO,2,3,2,7,0,99,0,128,0,67,0,,
19191020,1900,ZO,2,1,2,5,0,70,0,76,0,91,0,,
19191021,800,O,2,1,2,7,0,14,0,14,0,100,0,,
19191021,1400,O,2,2,2,4,0,104,0,149,0,53,0,,
19191021,1900,O,2,1,2,2,0,30,0,34,0,93,0,,
19191022,800,C,2,C,2,6,0,4,0,4,0,100,0,,
19191022,1400,O,2,1,2,3,0,83,0,121,0,56,0,,
19191022,1900,C,2,C,2,2,0,19,0,21,0,96,0,,
19191023,800,O,2,1,2,5,0,-2,0,-2,0,100,0,,
19191023,1400,N,2,1,2,2,0,84,0,128,0,51,0,,
19191023,1900,NO,2,1,2,3,0,8,0,9,0,98,0,,
19191024,800,NO,2,1,2,10,0,-16,0,-16,0,100,0,,
19191024,1400,NO,2,2,2,8,0,72,0,98,0,66,0,,
19191024,1900,NO,2,3,2,4,0,35,0,38,0,95,0,,
19191025,800,NO,2,4,2,10,0,28,0,28,0,100,0,,
19191025,1400,N,2,4,2,10,0,38,0,42,0,93,0,,
19191025,1900,N,2,3,2,10,0,59,0,64,0,93,0,,
19191026,800,Z,2,1,2,10,0,54,0,54,0,100,0,,
19191026,1400,NW,2,3,2,10,0,58,0,66,0,88,0,,
19191026,1900,NW,2,4,2,6,0,27,0,31,0,93,0,,
19191027,800,ZW,2,5,2,10,0,27,0,29,0,96,0,,
19191027,1400,NW,2,2,2,9,0,50,0,58,0,88,0,,
19191027,1900,NW,2,1,2,3,0,-6,0,-6,0,100,0,,
19191028,800,Z,2,1,2,10,0,-9,0,-9,0,100,0,,
19191028,1400,Z,2,3,2,9,0,32,0,35,0,95,0,,
19191028,1900,ZO,2,1,2,2,0,-2,0,-2,0,100,0,,
19191029,800,ZO,2,1,2,10,0,2,0,2,0,100,0,,
19191029,1400,O,2,4,2,8,0,42,0,50,0,87,0,,
19191029,1900,O,2,2,2,7,0,23,0,27,0,93,0,,
19191030,800,O,2,1,2,7,0,-15,0,-15,0,100,0,,
19191030,1400,NO,2,3,2,7,0,40,0,60,0,70,0,,
19191030,1900,NO,2,1,2,10,0,27,0,30,0,95,0,,
19191031,800,N,2,3,2,9,0,30,0,37,0,88,0,,
19191031,1400,N,2,5,2,10,0,40,0,53,0,80,0,,
19191031,1900,N,2,4,2,10,0,29,0,36,0,88,0,,
19191101,800,N,2,4,2,10,0,16,0,18,0,96,0,,
19191101,1400,NO,2,7,2,7,0,16,0,38,0,64,0,,
19191101,1900,NO,2,5,2,8,0,17,0,27,0,82,0,,
19191102,800,NO,2,8,2,10,0,-8,0,7,0,73,0,,
19191102,1400,ONO,2,9,2,10,0,-18,0,-18,0,100,0,,
19191102,1900,NO,2,8,2,10,0,-22,1,-20,0,94,0,,
19191103,800,O,2,3,2,10,0,-25,1,-23,0,94,0,,
19191103,1400,O,2,4,2,6,0,0,0,14,0,74,0,,
19191103,1900,O,2,2,2,10,0,-8,0,-2,0,89,0,,
19191104,800,O,2,2,2,10,0,-2,0,2,0,92,0,,
19191104,1400,O,2,2,2,10,0,16,0,24,0,85,0,,
