Lochem (Huize Boekhorst)(64_G) "52:09:00" NB "6:21:00" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18830427,2400,,,5,0,,,,,,
18830428,2400,,,8,0,,,,,,
18830429,2400,,,2,0,,,,,,
18830430,2400,,,2,0,,,,,,
18830501,2400,,,2,0,,,,,,
18830502,2400,,,10,0,,,,,,
18830503,2400,,,10,0,,,,,,
18830504,2400,,,,,,,2,0,,
18830505,2400,,,2,0,,,,,,
18830506,2400,,,5,0,,,,,,
18830507,2400,,,2,0,,,,,,
18830508,2400,,,,,,,30,0,,
18830509,2400,,,,,,,35,0,,
18830510,2400,,,,,,,75,0,,
18830511,2400,,,8,0,,,,,,
18830512,2400,,,5,0,,,,,,
18830513,2400,,,,,,,55,0,,
18830514,2400,,,5,0,,,,,,
18830515,2400,,,2,0,,,,,,
18830516,2400,,,2,0,,,,,,
18830517,2400,,,2,0,,,,,,
18830518,2400,,,10,0,,,,,,
18830519,2400,,,,,,,2,0,,
18830520,2400,,,,,,,30,0,,
18830521,2400,,,5,0,,,,,,
18830522,2400,,,2,0,,,,,,
18830523,2400,,,5,0,,,,,,
18830524,2400,,,2,0,,,,,,
18830525,2400,,,2,0,,,,,,
18830526,2400,,,5,0,,,,,,
18830527,2400,,,,,,,45,0,,
18830528,2400,,,2,0,,,,,,
18830529,2400,,,2,0,,,,,,
18830530,2400,,,2,0,,,,,,
18830531,2400,,,2,0,,,,,,
18830701,2400,,,5,0,,,,,,
18830702,2400,,,,,,,2,0,,
18830703,2400,,,2,0,,,,,,
18830704,2400,,,2,0,,,,,,
18830705,2400,,,,,,,40,0,,
18830706,2400,,,,,,,5,0,,
18830707,2400,,,,,,,70,0,,
18830708,2400,,,,,,,55,0,,
18830709,2400,,,5,0,,,,,,
18830710,2400,,,5,0,,,,,,
18830711,2400,,,,,,,5,0,,
18830712,2400,,,,,,,35,0,,
18830713,2400,,,,,,,40,0,,
18830714,2400,,,,,,,5,0,,
18830715,2400,,,,,,,35,0,,
18830716,2400,,,,,,,50,0,,
18830717,2400,,,,,,,110,0,,
18830718,2400,,,,,,,140,0,,
18830719,2400,,,,,,,70,0,,
18830720,2400,,,,,,,30,0,,
18830721,2400,,,,,,,10,0,,
18830722,2400,,,,,,,30,0,,
18830723,2400,,,,,,,25,0,,
18830724,2400,,,5,0,,,,,,
18830725,2400,,,5,0,,,,,,
18830726,2400,,,,,,,50,0,,
18830727,2400,,,,,,,20,0,,
18830728,2400,,,10,0,,,,,,
18830729,2400,,,,,,,80,0,,
18830730,2400,,,,,,,40,0,,
18830731,2400,,,,,,,20,0,,
18830801,2400,,,,,,,60,0,,
18830802,2400,,,,,,,75,0,,
18830803,2400,,,5,0,,,,,,
18830804,2400,,,,,,,2,0,,
18830805,2400,,,8,0,,,,,,
18830806,2400,,,,,,,35,0,,
18830807,2400,,,,,,,50,0,,
18830808,2400,,,,,,,30,0,,
18830809,2400,,,,,,,45,0,,
18830810,2400,,,,,,,30,0,,
18830811,2400,,,,,,,75,0,,
18830812,2400,,,5,0,,,,,,
18830813,2400,,,5,0,,,,,,
18830814,2400,,,5,0,,,,,,
18830816,2400,,,,,,,40,0,,
18830817,2400,,,,,,,75,0,,
18830818,2400,,,,,,,15,0,,
18830819,2400,,,,,,,20,0,,
18830820,2400,,,,,,,70,0,,
18830821,2400,,,5,0,,,,,,
18830822,2400,,,2,0,,,,,,
18830823,2400,,,5,0,,,,,,
18830824,2400,,,2,0,,,,,,
18830825,2400,,,2,0,,,,,,
18830826,2400,,,2,0,,,,,,
18830827,2400,,,2,0,,,,,,
18830828,2400,,,,,,,15,0,,
18830829,2400,,,10,0,,,,,,
18830830,2400,,,,,,,15,0,,
18830831,2400,,,5,0,,,,,,
18830901,2400,,,,,,,95,0,,
18830902,2400,,,,,,,5,0,,
18830903,2400,,,,,,,5,0,,
18830904,2400,,,,,,,15,0,,
18830905,2400,,,,,,,20,0,,
18830906,2400,,,5,0,,,,,,
18830907,2400,,,,,,,15,0,,
18830908,2400,,,8,0,,,,,,
18830909,2400,,,,,,,45,0,,
18830910,2400,,,2,0,,,,,,
18830911,2400,,,5,0,,,,,,
18830912,2400,,,5,0,,,,,,
18830913,2400,,,0,0,,,,,,
18830914,2400,,,2,0,,,,,,
18830915,2400,,,,,,,190,0,,
18830916,2400,,,2,0,,,,,,
18830917,2400,,,10,0,,,,,,
18830918,2400,,,10,0,,,,,,
18830919,2400,,,2,0,,,,,,
18830920,2400,,,2,0,,,,,,
18830921,2400,,,,,,,45,0,,
18830922,2400,,,,,,,85,0,,
18830923,2400,,,5,0,,,,,,
18830924,2400,,,,,,,2,0,,
18830925,2400,,,,,,,60,0,,
18830926,2400,,,,,,,10,0,,
18830927,2400,,,,,,,25,0,,
18830928,2400,,,,,,,45,0,,
18830929,2400,,,,,,,50,0,,
18830930,2400,,,,,,,60,0,,
18831001,2400,,,,,,,65,0,,
18831002,2400,,,,,,,70,0,,
18831003,2400,,,,,,,30,0,,
18831004,2400,,,,,,,95,0,,
18831005,2400,,,,,,,25,0,,
18831006,2400,,,2,0,,,,,,
18831007,2400,,,8,0,,,,,,
18831008,2400,,,10,0,,,,,,
18831009,2400,,,10,0,,,,,,
18831010,2400,,,10,0,,,,,,
18831011,2400,,,2,0,,,,,,
18831012,2400,,,,,,,30,0,,
18831013,2400,,,,,,,75,0,,
18831014,2400,,,8,0,,,,,,
18831015,2400,,,8,0,,,,,,
18831016,2400,,,,,,,40,0,,
18831017,2400,,,,,,,70,0,,
18831018,2400,,,,,,,60,0,,
18831019,2400,,,,,,,40,0,,
18831020,2400,,,,,,,70,0,,
18831021,2400,,,,,,,55,0,,
18831022,2400,,,,,,,40,0,,
18831023,2400,,,10,0,,,,,,
18831024,2400,,,,,,,20,0,,
18831025,2400,,,,,,,70,0,,
18831026,2400,,,,,,,50,0,,
18831027,2400,,,,,,,10,0,,
18831028,2400,,,10,0,,,,,,
18831029,2400,,,2,0,,,,,,
18831030,2400,,,10,0,,,,,,
18831031,2400,,,10,0,,,,,,
18831101,2400,,,10,0,,,,,,
18831102,2400,,,10,0,,,,,,
18831103,2400,,,8,0,,,,,,
18831104,2400,,,10,0,,,,,,
18831105,2400,,,,,,,70,0,,
18831106,2400,,,,,,,90,0,,
18831107,2400,,,,,,,100,0,,
18831108,2400,,,,,,,45,0,,
18831109,2400,,,,,,,60,0,,
18831110,2400,,,,,,,75,0,,
18831111,2400,,,,,,,50,0,,
18831112,2400,,,,,,,10,0,,
18831113,2400,,,8,0,,,,,,
18831114,2400,,,,,,,80,0,,
18831115,2400,,,,,,,40,0,,
18831116,2400,,,,,,,15,0,,
18831117,2400,,,,,,,10,0,,
18831118,2400,,,,,,,30,0,,
18831119,2400,,,,,,,55,0,,
18831120,2400,,,,,,,20,0,,
18831121,2400,,,,,,,15,0,,
18831122,2400,,,,,,,45,0,,
18831123,2400,,,,,,,25,0,,
18831124,2400,,,,,,,5,0,,
18831125,2400,,,,,,,30,0,,
18831126,2400,,,,,,,125,0,,
18831127,2400,,,2,0,,,,,,
18831128,2400,,,5,0,,,,,,
18831129,2400,,,2,0,,,,,,
18831130,2400,,,10,0,,,,,,
18831201,2400,,,10,0,,,,,,
18831202,2400,,,,,,,40,0,,
18831203,2400,,,,,,,35,0,,
18831204,2400,,,,,,,65,0,,
18831205,2400,,,2,0,,,,,,
18831206,2400,,,,,,,25,0,,
18831207,2400,,,5,0,,,,,,
18831208,2400,,,,,,,20,0,,
18831209,2400,,,,,,,40,0,,
18831210,2400,,,10,0,,,,,,
18831211,2400,,,,,,,75,0,,
18831212,2400,,,,,,,80,0,,
18831216,2400,,,,,,,25,0,,
18831217,2400,,,,,,,15,0,,
18831218,2400,,,2,0,,,,,,
18831219,2400,,,,,,,40,0,,
18831220,2400,,,,,,,15,0,,
18831221,2400,,,,,,,30,0,,
18831222,2400,,,,,,,25,0,,
18831223,2400,,,,,,,15,0,,
18831224,2400,,,5,0,,,,,,
18831225,2400,,,10,0,,,,,,
18831226,2400,,,,,,,10,0,,
18831227,2400,,,10,0,,,,,,
18831228,2400,,,10,0,,,,,,
18831229,2400,,,10,0,,,,,,
18831230,2400,,,10,0,,,,,,
18831231,2400,,,10,0,,,,,,
18840302,2400,,,10,0,,,,,,
18840303,2400,,,,,,,5,0,,
18840304,2400,,,8,0,,,,,,
18840305,2400,,,,,,,5,0,,
18840306,2400,,,,,,,5,0,,
18840307,2400,,,10,0,,,,,,
18840308,2400,,,5,0,,,,,,
18840309,2400,,,,,,,20,0,,
18840310,2400,,,,,,,15,0,,
18840311,2400,,,,,,,50,0,,
18840312,2400,,,,,,,135,0,,
18840313,2400,,,,,,,80,0,,
18840314,2400,,,2,0,,,,,,
18840315,2400,,,2,0,,,,,,
18840316,2400,,,2,0,,,,,,
18840317,2400,,,0,0,,,,,,
18840318,2400,,,0,0,,,,,,
18840319,2400,,,8,0,,,,,,
18840320,2400,,,8,0,,,,,,
18840321,2400,,,,,,,5,0,,
18840322,2400,,,,,,,10,0,,
18840323,2400,,,10,0,,,,,,
18840324,2400,,,,,,,50,0,,
18840325,2400,,,,,,,30,0,,
18840326,2400,,,10,0,,,,,,
18840327,2400,,,10,0,,,,,,
18840328,2400,,,10,0,,,,,,
18840329,2400,,,5,0,,,,,,
18840330,2400,,,8,0,,,,,,
18840331,2400,,,5,0,,,,,,
18840401,2400,,,2,0,,,,,,
18840402,2400,,,2,0,,,,,,
18840403,2400,,,2,0,,,,,,
18840404,2400,,,2,0,,,,,,
18840405,2400,,,5,0,,,,,,
18840406,2400,,,,,,,55,0,,
18840407,2400,,,10,0,,,,,,
18840408,2400,,,,,,,45,0,,
18840409,2400,,,8,0,,,,,,
18840410,2400,,,,,,,30,0,,
18840411,2400,,,,,,,35,0,,
18840412,2400,,,8,0,,,,,,
18840413,2400,,,,,,,5,0,,
18840414,2400,,,8,0,,,,,,
18840415,2400,,,5,0,,,,,,
18840416,2400,,,8,0,,,,,,
18840417,2400,,,2,0,,,,,,
18840418,2400,,,2,0,,,,,,
18840419,2400,,,10,0,,,,,,
18840420,2400,,,5,0,,,,,,
18840421,2400,,,8,0,,,,,,
18840422,2400,,,5,0,,,,,,
18840423,2400,,,8,0,,,,,,
18840424,2400,,,,,,,35,0,,
18840425,2400,,,8,0,,,,,,
18840426,2400,,,,,,,30,0,,
18840427,2400,,,,,,,20,0,,
18840428,2400,,,5,0,,,,,,
18840429,2400,,,2,0,,,,,,
18840430,2400,,,2,0,,,,,,
18840501,2400,,,5,0,,,,,,
18840502,2400,,,,,,,80,0,,
18840503,2400,,,,,,,105,0,,
18840504,2400,,,,,,,130,0,,
18840505,2400,,,,,,,45,0,,
18840506,2400,,,,,,,30,0,,
18840507,2400,,,,,,,15,0,,
18840508,2400,,,8,0,,,,,,
18840509,2400,,,5,0,,,,,,
18840510,2400,,,2,0,,,,,,
18840511,2400,,,2,0,,,,,,
18840512,2400,,,2,0,,,,,,
18840513,2400,,,,,,,80,0,,
18840514,2400,,,,,,,105,0,,
18840515,2400,,,,,,,15,0,,
18840516,2400,,,8,0,,,,,,
18840517,2400,,,2,0,,,,,,
18840518,2400,,,2,0,,,,,,
18840519,2400,,,10,0,,,,,,
18840520,2400,,,,,,,20,0,,
18840521,2400,,,5,0,,,,,,
18840522,2400,,,2,0,,,,,,
18840523,2400,,,2,0,,,,,,
18840524,2400,,,0,0,,,,,,
18840525,2400,,,2,0,,,,,,
18840526,2400,,,0,0,,,,,,
18840527,2400,,,0,0,,,,,,
18840528,2400,,,8,0,,,,,,
18840529,2400,,,2,0,,,,,,
18840530,2400,,,2,0,,,,,,
18840531,2400,,,2,0,,,,,,
18840601,2400,,,5,0,,,,,,
18840602,2400,,,5,0,,,,,,
18840603,2400,,,5,0,,,,,,
18840604,2400,,,5,0,,,,,,
18840605,2400,,,5,0,,,,,,
18840606,2400,,,8,0,,,,,,
18840607,2400,,,,,,,20,0,,
18840608,2400,,,,,,,30,0,,
18840609,2400,,,,,,,25,0,,
18840610,2400,,,,,,,115,0,,
18840611,2400,,,,,,,105,0,,
18840612,2400,,,,,,,35,0,,
18840613,2400,,,2,0,,,,,,
18840614,2400,,,2,0,,,,,,
18840615,2400,,,5,0,,,,,,
18840616,2400,,,,,,,10,0,,
18840617,2400,,,,,,,55,0,,
18840618,2400,,,5,0,,,,,,
18840619,2400,,,,,,,25,0,,
18840620,2400,,,5,0,,,,,,
18840621,2400,,,8,0,,,,,,
18840622,2400,,,10,0,,,,,,
18840623,2400,,,10,0,,,,,,
18840624,2400,,,8,0,,,,,,
18840625,2400,,,10,0,,,,,,
18840626,2400,,,,,,,5,0,,
18840627,2400,,,5,0,,,,,,
18840628,2400,,,5,0,,,,,,
18840629,2400,,,2,0,,,,,,
18840630,2400,,,2,0,,,,,,
18840701,2400,,,5,0,,,,,,
18840702,2400,,,5,0,,,,,,
18840703,2400,,,2,0,,,,,,
18840704,2400,,,2,0,,,,,,
18840705,2400,,,,,,,5,0,,
18840706,2400,,,,,,,85,0,,
18840707,2400,,,,,,,10,0,,
18840708,2400,,,5,0,,,,,,
18840709,2400,,,5,0,,,,,,
18840710,2400,,,,,,,2,0,,
18840711,2400,,,,,,,215,0,,
18840712,2400,,,5,0,,,,,,
18840713,2400,,,5,0,,,,,,
18840714,2400,,,,,,,80,0,,
18840715,2400,,,,,,,5,0,,
18840716,2400,,,,,,,15,0,,
18840717,2400,,,,,,,90,0,,
18840718,2400,,,,,,,65,0,,
18840719,2400,,,,,,,5,0,,
18840720,2400,,,,,,,125,0,,
18840721,2400,,,,,,,2,0,,
18840722,2400,,,,,,,105,0,,
18840723,2400,,,10,0,,,,,,
18840724,2400,,,,,,,115,0,,
18840725,2400,,,,,,,70,0,,
18840726,2400,,,,,,,65,0,,
18840727,2400,,,,,,,5,0,,
18840728,2400,,,,,,,85,0,,
18840729,2400,,,10,0,,,,,,
18840730,2400,,,,,,,5,0,,
18840731,2400,,,,,,,10,0,,
18840801,2400,,,10,0,,,,,,
18840802,2400,,,2,0,,,,,,
18840803,2400,,,5,0,,,,,,
18840804,2400,,,5,0,,,,,,
18840805,2400,,,8,0,,,,,,
18840806,2400,,,2,0,,,,,,
18840807,2400,,,0,0,,,,,,
18840808,2400,,,2,0,,,,,,
18840809,2400,,,2,0,,,,,,
18840810,2400,,,2,0,,,,,,
18840811,2400,,,0,0,,,,,,
18840812,2400,,,2,0,,,,,,
18840813,2400,,,,,,,135,0,,
18840814,2400,,,5,0,,,,,,
18840815,2400,,,,,,,150,0,,
18840816,2400,,,2,0,,,,,,
18840817,2400,,,5,0,,,,,,
18840818,2400,,,5,0,,,,,,
18840819,2400,,,5,0,,,,,,
18840820,2400,,,8,0,,,,,,
18840821,2400,,,,,,,20,0,,
18840822,2400,,,5,0,,,,,,
18840823,2400,,,0,0,,,,,,
18840824,2400,,,0,0,,,,,,
18840825,2400,,,2,0,,,,,,
18840826,2400,,,,,,,25,0,,
18840827,2400,,,,,,,5,0,,
18840828,2400,,,,,,,5,0,,
18840829,2400,,,,,,,125,0,,
18840830,2400,,,,,,,95,0,,
18840831,2400,,,,,,,115,0,,
18840901,2400,,,,,,,50,0,,
18840902,2400,,,8,0,,,,,,
18840903,2400,,,,,,,55,0,,
18840904,2400,,,,,,,15,0,,
18840907,2400,,,,,,,140,0,,
18840908,2400,,,,,,,90,0,,
18840909,2400,,,,,,,30,0,,
18840910,2400,,,5,0,,,,,,
18840911,2400,,,2,0,,,,,,
18840912,2400,,,2,0,,,,,,
18840913,2400,,,2,0,,,,,,
18840914,2400,,,0,0,,,,,,
18840915,2400,,,2,0,,,,,,
18840916,2400,,,0,0,,,,,,
18840917,2400,,,2,0,,,,,,
18840918,2400,,,2,0,,,,,,
18840919,2400,,,5,0,,,,,,
18840920,2400,,,8,0,,,,,,
18840921,2400,,,2,0,,,,,,
18840922,2400,,,,,,,15,0,,
18840923,2400,,,,,,,110,0,,
18840924,2400,,,5,0,,,,,,
18840925,2400,,,8,0,,,,,,
18840926,2400,,,,,,,5,0,,
18840927,2400,,,5,0,,,,,,
18840928,2400,,,2,0,,,,,,
18840929,2400,,,2,0,,,,,,
18840930,2400,,,10,0,,,,,,
18841001,2400,,,0,0,,,,,,
18841002,2400,,,,,,,15,0,,
18841003,2400,,,,,,,35,0,,
18841004,2400,,,,,,,65,0,,
18841005,2400,,,,,,,25,0,,
18841006,2400,,,,,,,5,0,,
18841007,2400,,,,,,,15,0,,
18841008,2400,,,8,0,,,,,,
18841009,2400,,,5,0,,,,,,
18841010,2400,,,,,,,50,0,,
18841011,2400,,,,,,,60,0,,
18841012,2400,,,5,0,,,,,,
18841013,2400,,,,,,,35,0,,
18841014,2400,,,,,,,45,0,,
18841015,2400,,,,,,,35,0,,
18841016,2400,,,,,,,15,0,,
18841017,2400,,,,,,,37,0,,
18841018,2400,,,,,,,5,0,,
18841019,2400,,,5,0,,,,,,
18841020,2400,,,,,,,20,0,,
18841021,2400,,,,,,,2,0,,
18841022,2400,,,5,0,,,,,,
18841023,2400,,,5,0,,,,,,
18841024,2400,,,2,0,,,,,,
18841025,2400,,,10,0,,,,,,
18841026,2400,,,,,,,20,0,,
18841027,2400,,,,,,,140,0,,
18841028,2400,,,,,,,65,0,,
18841029,2400,,,,,,,70,0,,
18841030,2400,,,5,0,,,,,,
18841031,2400,,,2,0,,,,,,
18841101,2400,,,2,0,,,,,,
18841102,2400,,,2,0,,,,,,
18841103,2400,,,10,0,,,,,,
18841104,2400,,,5,0,,,,,,
18841105,2400,,,,,,,2,0,,
18841106,2400,,,5,0,,,,,,
18841107,2400,,,0,0,,,,,,
18841108,2400,,,,,,,2,0,,
18841109,2400,,,2,0,,,,,,
18841110,2400,,,8,0,,,,,,
18841111,2400,,,2,0,,,,,,
18841112,2400,,,0,0,,,,,,
18841113,2400,,,0,0,,,,,,
18841114,2400,,,0,0,,,,,,
18841115,2400,,,0,0,,,,,,
18841116,2400,,,8,0,,,,,,
18841117,2400,,,5,0,,,,,,
18841118,2400,,,,,,,70,0,,
18841119,2400,,,2,0,,,,,,
18841120,2400,,,10,0,,,,,,
18841121,2400,,,,,,,135,0,,
18841122,2400,,,10,0,,,,,,
18841123,2400,,,,,,,2,0,,
18841124,2400,,,5,0,,,,,,
18841125,2400,,,10,0,,,,,,
18841126,2400,,,,,,,5,0,,
18841127,2400,,,,,,,30,0,,
18841128,2400,,,,,,,55,0,,
18841129,2400,,,,,,,50,0,,
18841130,2400,,,,,,,15,0,,
18841201,2400,,,10,0,,,,,,
18841202,2400,,,2,0,,,,,,
18841203,2400,,,,,,,15,0,,
18841204,2400,,,,,,,115,0,,
18841205,2400,,,,,,,105,0,,
18841206,2400,,,,,,,25,0,,
18841207,2400,,,,,,,100,0,,
18841208,2400,,,,,,,12,0,,
18841209,2400,,,,,,,105,0,,
18841210,2400,,,,,,,115,0,,
18841211,2400,,,,,,,60,0,,
18841212,2400,,,,,,,80,0,,
18841213,2400,,,,,,,15,0,,
18841214,2400,,,,,,,50,0,,
18841215,2400,,,,,,,40,0,,
18841216,2400,,,,,,,30,0,,
18841217,2400,,,5,0,,,,,,
18841218,2400,,,,,,,65,0,,
18841219,2400,,,,,,,40,0,,
18841220,2400,,,,,,,25,0,,
18841221,2400,,,,,,,32,0,,
18841222,2400,,,10,0,,,,,,
18841223,2400,,,10,0,,,,,,
18841224,2400,,,,,,,2,0,,
18841225,2400,,,,,,,5,0,,
18841226,2400,,,10,0,,,,,,
18841227,2400,,,8,0,,,,,,
18841228,2400,,,8,0,,,,,,
18841229,2400,,,8,0,,,,,,
18841230,2400,,,10,0,,,,,,
18841231,2400,,,8,0,,,,,,
18850101,2400,,,10,0,,,,,,
18850102,2400,,,8,0,,,,,,
18850103,2400,,,2,0,,,,,,
18850104,2400,,,10,0,,,,,,
18850105,2400,,,8,0,,,,,,
18850106,2400,,,,,,,2,0,,
18850107,2400,,,,,,,5,0,,
18850108,2400,,,8,0,,,,,,
18850109,2400,,,5,0,,,,,,
18850110,2400,,,,,,,28,0,,
18850111,2400,,,,,,,15,0,,
18850112,2400,,,,,,,20,0,,
18850113,2400,,,10,0,,,,,,
18850114,2400,,,10,0,,,,,,
18850115,2400,,,,,,,34,0,,
18850116,2400,,,,,,,2,0,,
18850117,2400,,,8,0,,,,,,
18850118,2400,,,5,0,,,,,,
18850119,2400,,,0,0,,,,,,
18850120,2400,,,0,0,,,,,,
18850121,2400,,,0,0,,,,,,
18850122,2400,,,0,0,,,,,,
18850123,2400,,,0,0,,,,,,
18850124,2400,,,0,0,,,,,,
18850125,2400,,,0,0,,,,,,
18850126,2400,,,0,0,,,,,,
18850127,2400,,,5,0,,,,,,
18850128,2400,,,10,0,,,,,,
18850129,2400,,,,,,,10,0,,
18850130,2400,,,,,,,2,0,,
18850131,2400,,,10,0,,,,,,
18850201,2400,,,,,,,15,0,,
18850202,2400,,,,,,,60,0,,
18850203,2400,,,,,,,12,0,,
18850204,2400,,,5,0,,,,,,
18850205,2400,,,5,0,,,,,,
18850206,2400,,,0,0,,,,,,
18850207,2400,,,10,0,,,,,,
18850208,2400,,,10,0,,,,,,
18850209,2400,,,,,,,5,0,,
18850210,2400,,,,,,,12,0,,
18850211,2400,,,10,0,,,,,,
18850212,2400,,,10,0,,,,,,
18850213,2400,,,10,0,,,,,,
18850214,2400,,,8,0,,,,,,
18850215,2400,,,,,,,15,0,,
18850216,2400,,,,,,,70,0,,
18850217,2400,,,,,,,102,0,,
18850218,2400,,,,,,,40,0,,
18850219,2400,,,,,,,2,0,,
18850220,2400,,,10,0,,,,,,
18850221,2400,,,2,0,,,,,,
18850222,2400,,,10,0,,,,,,
18850223,2400,,,8,0,,,,,,
18850224,2400,,,5,0,,,,,,
18850225,2400,,,8,0,,,,,,
18850226,2400,,,5,0,,,,,,
18850227,2400,,,8,0,,,,,,
18850228,2400,,,2,0,,,,,,
18850301,2400,,,,,,,12,0,,
18850302,2400,,,8,0,,,,,,
18850303,2400,,,2,0,,,,,,
18850304,2400,,,,,,,12,0,,
18850305,2400,,,,,,,15,0,,
18850306,2400,,,,,,,5,0,,
18850307,2400,,,,,,,65,0,,
18850308,2400,,,2,0,,,,,,
18850309,2400,,,5,0,,,,,,
18850310,2400,,,5,0,,,,,,
18850311,2400,,,8,0,,,,,,
18850312,2400,,,5,0,,,,,,
18850313,2400,,,2,0,,,,,,
18850314,2400,,,5,0,,,,,,
18850315,2400,,,10,0,,,,,,
18850316,2400,,,10,0,,,,,,
18850317,2400,,,10,0,,,,,,
18850318,2400,,,10,0,,,,,,
18850319,2400,,,,,,,27,0,,
18850320,2400,,,,,,,10,0,,
18850321,2400,,,,,,,5,0,,
18850322,2400,,,,,,,12,0,,
18850323,2400,,,8,0,,,,,,
18850324,2400,,,2,0,,,,,,
18850325,2400,,,10,0,,,,,,
18850326,2400,,,,,,,5,0,,
18850327,2400,,,8,0,,,,,,
18850328,2400,,,,,,,25,0,,
18850329,2400,,,2,0,,,,,,
18850330,2400,,,10,0,,,,,,
18850331,2400,,,2,0,,,,,,
18850401,2400,,,5,0,,,,,,
18850402,2400,,,10,0,,,,,,
18850403,2400,,,2,0,,,,,,
18850404,2400,,,10,0,,,,,,
18850405,2400,,,5,0,,,,,,
18850406,2400,,,5,0,,,,,,
18850407,2400,,,5,0,,,,,,
18850408,2400,,,,,,,10,0,,
18850409,2400,,,,,,,12,0,,
18850410,2400,,,,,,,0,0,,
18850411,2400,,,8,0,,,,,,
18850412,2400,,,5,0,,,,,,
18850413,2400,,,8,0,,,,,,
18850414,2400,,,2,0,,,,,,
18850415,2400,,,5,0,,,,,,
18850416,2400,,,2,0,,,,,,
18850417,2400,,,2,0,,,,,,
18850418,2400,,,2,0,,,,,,
18850419,2400,,,2,0,,,,,,
18850420,2400,,,0,0,,,,,,
18850421,2400,,,2,0,,,,,,
18850422,2400,,,5,0,,,,,,
18850423,2400,,,,,,,2,0,,
18850424,2400,,,,,,,205,0,,
18850425,2400,,,8,0,,,,,,
18850426,2400,,,5,0,,,,,,
18850427,2400,,,,,,,5,0,,
18850428,2400,,,,,,,10,0,,
18850429,2400,,,,,,,5,0,,
18850430,2400,,,,,,,60,0,,
18850501,2400,,,,,,,15,0,,
18850502,2400,,,,,,,5,0,,
18850503,2400,,,5,0,,,,,,
18850504,2400,,,,,,,40,0,,
18850505,2400,,,8,0,,,,,,
18850506,2400,,,8,0,,,,,,
18850507,2400,,,,,,,28,0,,
18850508,2400,,,5,0,,,,,,
18850509,2400,,,5,0,,,,,,
18850510,2400,,,5,0,,,,,,
18850511,2400,,,,,,,55,0,,
18850512,2400,,,,,,,20,0,,
18850513,2400,,,5,0,,,,,,
18850514,2400,,,0,0,,,,,,
18850515,2400,,,5,0,,,,,,
18850516,2400,,,0,0,,,,,,
18850517,2400,,,,,,,50,0,,
18850518,2400,,,,,,,25,0,,
18850519,2400,,,,,,,85,0,,
18850520,2400,,,,,,,25,0,,
18850521,2400,,,,,,,40,0,,
18850522,2400,,,,,,,62,0,,
18850523,2400,,,,,,,50,0,,
18850524,2400,,,,,,,32,0,,
18850525,2400,,,,,,,55,0,,
18850526,2400,,,,,,,12,0,,
18850527,2400,,,,,,,30,0,,
18850528,2400,,,0,0,,,,,,
18850529,2400,,,0,0,,,,,,
18850530,2400,,,,,,,30,0,,
18850531,2400,,,,,,,5,0,,
18850601,2400,,,,,,,10,0,,
18850602,2400,,,5,0,,,,,,
18850603,2400,,,2,0,,,,,,
18850604,2400,,,0,0,,,,,,
18850605,2400,,,2,0,,,,,,
18850606,2400,,,5,0,,,,,,
18850607,2400,,,,,,,2,0,,
18850608,2400,,,,,,,0,0,,
18850609,2400,,,,,,,0,0,,
18850610,2400,,,5,0,,,,,,
18850611,2400,,,5,0,,,,,,
18850612,2400,,,0,0,,,,,,
18850613,2400,,,0,0,,,,,,
18850614,2400,,,2,0,,,,,,
18850615,2400,,,0,0,,,,,,
18850616,2400,,,2,0,,,,,,
18850617,2400,,,8,0,,,,,,
18850618,2400,,,,,,,25,0,,
18850619,2400,,,,,,,50,0,,
18850620,2400,,,,,,,10,0,,
18850621,2400,,,,,,,12,0,,
18850622,2400,,,,,,,20,0,,
18850623,2400,,,10,0,,,,,,
18850624,2400,,,0,0,,,,,,
18850625,2400,,,0,0,,,,,,
18850626,2400,,,5,0,,,,,,
18850627,2400,,,5,0,,,,,,
