Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18941005,1900,,,25,0,,,,,,,,,,
18941005,2400,,,,,,,,,,,8,0,,
18941006,800,,,35,0,,,,,,,,,,
18941006,1400,,,34,0,,,,,,,,,,
18941006,1900,,,35,0,,,,,,,,,,
18941007,800,,,36,0,,,,,,,,,,
18941007,1400,,,48,0,,,,,,,,,,
18941007,1900,,,54,0,,,,,,,,,,
18941008,800,,,64,0,,,,,,,,,,
18941008,1400,,,65,0,,,,,,,,,,
18941008,1900,,,75,0,,,,,,,,,,
18941009,800,,,75,0,,,,,,,,,,
18941009,1400,,,79,0,,,,,,,,,,
18941009,1900,,,84,0,,,,,,,,,,
18941010,800,,,90,0,,,,,,,,,,
18941010,1400,,,89,0,,,,,,,,,,
18941010,1900,,,89,0,,,,,,,,,,
18941011,800,,,96,0,,,,,,,,,,
18941011,1400,,,99,0,,,,,,,,,,
18941011,1900,,,109,0,,,,,,,,,,
18941012,800,,,122,0,,,,,,,,,,
18941012,1400,,,124,0,,,,,,,,,,
18941012,1900,,,113,0,,,,,,,,,,
18941013,800,,,81,0,,,,,,,,,,
18941013,1400,,,62,0,,,,,,,,,,
18941013,1900,,,22,0,,,,,,,,,,
18941014,800,,,-22,0,,,,,,,,,,
18941014,1400,,,-39,0,,,,,,,,,,
18941014,1900,,,-37,0,,,,,,,,,,
18941014,2400,,,,,,,,,,,40,0,,
18941015,800,,,-23,0,,,,,,,,,,
18941015,1400,,,-13,0,,,,,,,,,,
18941015,1900,,,-4,0,,,,,,,,,,
18941015,2400,,,,,,,,,,,62,0,,
18941016,800,,,22,0,,,,,,,,,,
18941016,1400,,,37,0,,,,,,,,,,
18941016,1900,,,55,0,,,,,,,,,,
18941016,2400,,,,,,,,,,,120,0,,
18941017,800,,,46,0,,,,,,,,,,
18941017,1400,,,36,0,,,,,,,,,,
18941017,1900,,,11,0,,,,,,,,,,
18941017,2400,,,,,,,,,,,2,0,,
18941018,800,,,-22,0,,,,,,,,,,
18941018,1400,,,-36,0,,,,,,,,,,
18941018,1900,,,-46,0,,,,,,,,,,
18941018,2400,,,,,,,,,,,4,0,,
18941019,800,,,-44,0,,,,,,,,,,
18941019,1400,,,-34,0,,,,,,,,,,
18941019,1900,,,-23,0,,,,,,,,,,
18941020,800,,,-39,0,,,,,,,,,,
18941020,1400,,,-61,0,,,,,,,,,,
18941020,1900,,,-66,0,,,,,,,,,,
18941021,800,,,-95,0,,,,,,,,,,
18941021,1400,,,-86,0,,,,,,,,,,
18941021,1900,,,-113,0,,,,,,,,,,
18941021,2400,,,,,,,,,,,72,0,,
18941022,800,,,-6,0,,,,,,,,,,
18941022,1400,,,6,0,,,,,,,,,,
18941022,1900,,,7,0,,,,,,,,,,
18941022,2400,,,,,,,,,,,34,0,,
18941023,800,,,56,0,,,,,,,,,,
18941023,1400,,,60,0,,,,,,,,,,
18941023,1900,,,66,0,,,,,,,,,,
18941024,800,,,5,0,,,,,,,,,,
18941024,1400,,,-41,0,,,,,,,,,,
18941024,1900,,,-117,0,,,,,,,,,,
18941025,800,,,-151,0,,,,,,,,,,
18941025,1400,,,-167,0,,,,,,,,,,
18941025,1900,,,-186,0,,,,,,,,,,
18941026,800,,,-152,0,,,,,,,,,,
18941026,1400,,,-92,0,,,,,,,,,,
18941026,1900,,,-77,0,,,,,,,,,,
18941026,2400,,,,,,,,,,,64,0,,
18941027,800,,,-156,0,,,,,,,,,,
18941027,1400,,,-151,0,,,,,,,,,,
18941027,1900,,,-129,0,,,,,,,,,,
18941027,2400,,,,,,,,,,,25,0,,
18941028,800,,,-64,0,,,,,,,,,,
18941028,1400,,,-50,0,,,,,,,,,,
18941028,1900,,,-21,0,,,,,,,,,,
18941028,2400,,,,,,,,,,,380,0,,
18941029,800,,,-24,0,,,,,,,,,,
18941029,1400,,,-35,0,,,,,,,,,,
18941029,1900,,,-34,0,,,,,,,,,,
18941030,800,,,-42,0,,,,,,,,,,
18941030,1400,,,-33,0,,,,,,,,,,
18941030,1900,,,-31,0,,,,,,,,,,
18941030,2400,,,,,,,,,,,16,0,,
18941031,800,,,69,0,,,,,,,,,,
18941031,1400,,,89,0,,,,,,,,,,
18941031,1900,,,106,0,,,,,,,,,,
18941101,800,,,98,0,,,,,,,,,,
18941101,1400,,,88,0,,,,,,,,,,
18941101,1900,,,68,0,,,,,,,,,,
18941102,800,,,23,0,,,,,,,,,,
18941102,1400,,,24,0,,,,,,,,,,
18941102,1900,,,24,0,,,,,,,,,,
18941103,800,,,33,0,,,,,,,,,,
18941103,1400,,,26,0,,,,,,,,,,
18941103,1900,,,15,0,,,,,,,,,,
18941103,2400,,,,,,,,,,,12,0,,
18941104,800,,,11,0,,,,,,,,,,
18941104,1400,,,7,0,,,,,,,,,,
18941104,1900,,,35,0,,,,,,,,,,
18941104,2400,,,,,,,,,,,80,0,,
18941105,800,,,33,0,,,,,,,,,,
18941105,1400,,,21,0,,,,,,,,,,
18941105,1900,,,12,0,,,,,,,,,,
18941106,800,,,47,0,,,,,,,,,,
18941106,1400,,,56,0,,,,,,,,,,
18941106,1900,,,62,0,,,,,,,,,,
18941106,2400,,,,,,,,,,,46,0,,
18941107,800,,,55,0,,,,,,,,,,
18941107,1400,,,39,0,,,,,,,,,,
18941107,1900,,,2,0,,,,,,,,,,
18941108,800,,,-104,0,,,,,,,,,,
18941108,1400,,,-92,0,,,,,,,,,,
18941108,1900,,,-69,0,,,,,,,,,,
18941108,2400,,,,,,,,,,,10,0,,
18941109,800,,,-47,0,,,,,,,,,,
18941109,1400,,,-46,0,,,,,,,,,,
18941109,1900,,,-26,0,,,,,,,,,,
18941109,2400,,,,,,,,,,,47,0,,
18941110,800,,,-90,0,,,,,,,,,,
18941110,1400,,,-88,0,,,,,,,,,,
18941110,1900,,,-102,0,,,,,,,,,,
18941110,2400,,,,,,,,,,,25,0,,
18941111,800,,,-134,0,,,,,,,,,,
18941111,1400,,,-136,0,,,,,,,,,,
18941111,1900,,,-109,0,,,,,,,,,,
18941111,2400,,,,,,,,,,,10,0,,
18941112,800,,,-153,0,,,,,,,,,,
18941112,1400,,,-155,0,,,,,,,,,,
18941112,1900,,,-167,0,,,,,,,,,,
18941112,2400,,,,,,,,,,,44,0,,
18941113,800,,,-179,0,,,,,,,,,,
18941113,1400,,,-109,0,,,,,,,,,,
18941113,1900,,,-44,0,,,,,,,,,,
18941113,2400,,,,,,,,,,,45,0,,
18941114,800,,,-70,0,,,,,,,,,,
18941114,1400,,,-103,0,,,,,,,,,,
18941114,1900,,,-147,0,,,,,,,,,,
18941114,2400,,,,,,,,,,,102,0,,
18941115,800,,,-117,0,,,,,,,,,,
18941115,1400,,,-118,0,,,,,,,,,,
18941115,1900,,,-81,0,,,,,,,,,,
18941115,2400,,,,,,,,,,,24,0,,
18941116,800,,,17,0,,,,,,,,,,
18941116,1400,,,39,0,,,,,,,,,,
18941116,1900,,,63,0,,,,,,,,,,
18941116,2400,,,,,,,,,,,20,0,,
18941117,800,,,106,0,,,,,,,,,,
18941117,1400,,,110,0,,,,,,,,,,
18941117,1900,,,119,0,,,,,,,,,,
18941118,800,,,103,0,,,,,,,,,,
18941118,1400,,,99,0,,,,,,,,,,
18941118,1900,,,103,0,,,,,,,,,,
18941119,800,,,113,0,,,,,,,,,,
18941119,1400,,,112,0,,,,,,,,,,
18941119,1900,,,113,0,,,,,,,,,,
18941120,800,,,103,0,,,,,,,,,,
18941120,1400,,,98,0,,,,,,,,,,
18941120,1900,,,94,0,,,,,,,,,,
18941121,800,,,89,0,,,,,,,,,,
18941121,1400,,,107,0,,,,,,,,,,
18941121,1900,,,125,0,,,,,,,,,,
18941121,2400,,,,,,,,,,,38,0,,
18941122,800,,,137,0,,,,,,,,,,
18941122,1400,,,140,0,,,,,,,,,,
18941122,1900,,,130,0,,,,,,,,,,
18941123,800,,,125,0,,,,,,,,,,
18941123,1400,,,118,0,,,,,,,,,,
18941123,1900,,,123,0,,,,,,,,,,
18941123,2400,,,,,,,,,,,2,0,,
18941124,800,,,128,0,,,,,,,,,,
18941124,1400,,,124,0,,,,,,,,,,
18941124,1900,,,133,0,,,,,,,,,,
18941125,800,,,147,0,,,,,,,,,,
18941125,1400,,,152,0,,,,,,,,,,
18941125,1900,,,153,0,,,,,,,,,,
18941126,800,,,137,0,,,,,,,,,,
18941126,1400,,,128,0,,,,,,,,,,
18941126,1900,,,127,0,,,,,,,,,,
18941127,800,,,127,0,,,,,,,,,,
18941127,1400,,,120,0,,,,,,,,,,
18941127,1900,,,117,0,,,,,,,,,,
18941128,800,,,113,0,,,,,,,,,,
18941128,1400,,,111,0,,,,,,,,,,
18941128,1900,,,112,0,,,,,,,,,,
18941129,800,,,92,0,,,,,,,,,,
18941129,1400,,,80,0,,,,,,,,,,
18941129,1900,,,69,0,,,,,,,,,,
18941130,800,,,77,0,,,,,,,,,,
18941130,1400,,,87,0,,,,,,,,,,
18941130,1900,,,98,0,,,,,,,,,,
18941201,800,,,118,0,,,,,,,,,,
18941201,1400,,,122,0,,,,,,,,,,
18941201,1900,,,123,0,,,,,,,,,,
18941202,800,,,137,0,,,,,,,,,,
18941202,1400,,,135,0,,,,,,,,,,
18941202,1900,,,130,0,,,,,,,,,,
18941203,800,,,101,0,,,,,,,,,,
18941203,1400,,,84,0,,,,,,,,,,
18941203,1900,,,52,0,,,,,,,,,,
18941204,800,,,11,0,,,,,,,,,,
18941204,1400,,,-2,0,,,,,,,,,,
18941204,1900,,,24,0,,,,,,,,,,
18941205,800,,,10,0,,,,,,,,,,
18941205,1400,,,8,0,,,,,,,,,,
18941205,1900,,,5,0,,,,,,,,,,
18941205,2400,,,,,,,,,,,10,0,,
18941206,800,,,11,0,,,,,,,,,,
18941206,1400,,,7,0,,,,,,,,,,
18941206,1900,,,14,0,,,,,,,,,,
18941207,800,,,19,0,,,,,,,,,,
18941207,1400,,,14,0,,,,,,,,,,
18941207,1900,,,13,0,,,,,,,,,,
18941207,2400,,,,,,,,,,,24,0,,
18941208,800,,,-4,0,,,,,,,,,,
18941208,1400,,,1,0,,,,,,,,,,
18941208,1900,,,22,0,,,,,,,,,,
18941208,2400,,,,,,,,,,,20,0,,
18941209,800,,,51,0,,,,,,,,,,
18941209,1400,,,65,0,,,,,,,,,,
18941209,1900,,,72,0,,,,,,,,,,
18941210,800,,,89,0,,,,,,,,,,
18941210,1400,,,88,0,,,,,,,,,,
18941210,1900,,,92,0,,,,,,,,,,
18941211,800,,,112,0,,,,,,,,,,
18941211,1400,,,91,0,,,,,,,,,,
18941211,1900,,,92,0,,,,,,,,,,
18941212,800,,,78,0,,,,,,,,,,
18941212,1400,,,74,0,,,,,,,,,,
18941212,1900,,,72,0,,,,,,,,,,
18941213,800,,,85,0,,,,,,,,,,
18941213,1400,,,78,0,,,,,,,,,,
18941213,1900,,,74,0,,,,,,,,,,
18941214,800,,,68,0,,,,,,,,,,
18941214,1400,,,63,0,,,,,,,,,,
18941214,1900,,,48,0,,,,,,,,,,
18941214,2400,,,,,,,,,,,26,0,,
18941215,800,,,-61,0,,,,,,,,,,
18941215,1400,,,-59,0,,,,,,,,,,
18941215,1900,,,-22,0,,,,,,,,,,
18941215,2400,,,,,,,,,,,232,0,,
18941216,800,,,8,0,,,,,,,,,,
18941216,1400,,,-13,0,,,,,,,,,,
18941216,1900,,,-2,0,,,,,,,,,,
18941216,2400,,,,,,,,,,,182,0,,
18941217,800,,,62,0,,,,,,,,,,
18941217,1400,,,67,0,,,,,,,,,,
18941217,1900,,,37,0,,,,,,,,,,
18941217,2400,,,,,,,,,,,20,0,,
18941218,800,,,-58,0,,,,,,,,,,
18941218,1400,,,-97,0,,,,,,,,,,
18941218,1900,,,-121,0,,,,,,,,,,
18941218,2400,,,,,,,,,,,22,0,,
18941219,800,,,-138,0,,,,,,,,,,
18941219,1400,,,-139,0,,,,,,,,,,
18941219,1900,,,-137,0,,,,,,,,,,
18941219,2400,,,,,,,,,,,64,0,,
18941220,800,,,-112,0,,,,,,,,,,
18941220,1400,,,-49,0,,,,,,,,,,
18941220,1900,,,4,0,,,,,,,,,,
18941220,2400,,,,,,,,,,,75,0,,
18941221,800,,,42,0,,,,,,,,,,
18941221,1400,,,35,0,,,,,,,,,,
18941221,1900,,,11,0,,,,,,,,,,
18941222,800,,,-144,0,,,,,,,,,,
18941222,1400,,,-197,0,,,,,,,,,,
18941222,1900,,,-182,0,,,,,,,,,,
18941222,2400,,,,,,,,,,,32,0,,
18941223,800,,,-8,0,,,,,,,,,,
18941223,1400,,,28,0,,,,,,,,,,
18941223,1900,,,50,0,,,,,,,,,,
18941223,2400,,,,,,,,,,,94,0,,
18941224,800,,,84,0,,,,,,,,,,
18941224,1400,,,93,0,,,,,,,,,,
18941224,1900,,,103,0,,,,,,,,,,
18941225,800,,,132,0,,,,,,,,,,
18941225,1400,,,139,0,,,,,,,,,,
18941225,1900,,,142,0,,,,,,,,,,
18941226,800,,,133,0,,,,,,,,,,
18941226,1400,,,112,0,,,,,,,,,,
18941226,1900,,,102,0,,,,,,,,,,
18941227,800,,,107,0,,,,,,,,,,
18941227,1400,,,93,0,,,,,,,,,,
18941227,1900,,,100,0,,,,,,,,,,
18941227,2400,,,,,,,,,,,22,0,,
18941228,800,,,110,0,,,,,,,,,,
18941228,1400,,,87,0,,,,,,,,,,
18941228,1900,,,-24,0,,,,,,,,,,
18941228,2400,,,,,,,,,,,24,0,,
18941229,800,,,-212,0,,,,,,,,,,
18941229,1400,,,-248,0,,,,,,,,,,
18941229,1900,,,-271,0,,,,,,,,,,
18941229,2400,,,,,,,,,,,36,0,,
18941230,800,,,-248,0,,,,,,,,,,
18941230,1400,,,-273,0,,,,,,,,,,
18941230,1900,,,-221,0,,,,,,,,,,
18941230,2400,,,,,,,,,,,36,0,,
18941231,800,,,-177,0,,,,,,,,,,
18941231,1400,,,-181,0,,,,,,,,,,
18941231,1900,,,-151,0,,,,,,,,,,
18941231,2400,,,,,,,,,,,68,0,,
18950101,800,,,-81,0,,,,,,,,,,
18950101,1400,,,-45,0,,,,,,,,,,
18950101,1900,,,1,0,,,,,,,,,,
18950101,2400,,,,,,,,,,,15,0,,
18950102,800,,,-8,0,,,,,,,,,,
18950102,1400,,,-33,0,,,,,,,,,,
18950102,1900,,,-70,0,,,,,,,,,,
18950103,800,,,-105,0,,,,,,,,,,
18950103,1400,,,-99,0,,,,,,,,,,
18950103,1900,,,-68,0,,,,,,,,,,
18950103,2400,,,,,,,,,,,40,0,,
18950104,800,,,-70,0,,,,,,,,,,
18950104,1400,,,-63,0,,,,,,,,,,
18950104,1900,,,-39,0,,,,,,,,,,
18950104,2400,,,,,,,,,,,25,0,,
18950105,800,,,-11,0,,,,,,,,,,
18950105,1400,,,-7,0,,,,,,,,,,
18950105,1900,,,-3,0,,,,,,,,,,
18950105,2400,,,,,,,,,,,20,0,,
18950106,800,,,-23,0,,,,,,,,,,
18950106,1400,,,-43,0,,,,,,,,,,
18950106,1900,,,-59,0,,,,,,,,,,
18950107,800,,,-76,0,,,,,,,,,,
18950107,1400,,,-66,0,,,,,,,,,,
18950107,1900,,,-61,0,,,,,,,,,,
18950108,800,,,-42,0,,,,,,,,,,
18950108,1400,,,-36,0,,,,,,,,,,
18950108,1900,,,-24,0,,,,,,,,,,
18950109,800,,,-16,0,,,,,,,,,,
18950109,1400,,,-19,0,,,,,,,,,,
18950109,1900,,,-16,0,,,,,,,,,,
18950109,2400,,,,,,,,,,,20,0,,
18950110,800,,,-6,0,,,,,,,,,,
18950110,1400,,,-5,0,,,,,,,,,,
18950110,1900,,,-6,0,,,,,,,,,,
18950111,800,,,-27,0,,,,,,,,,,
18950111,1400,,,-35,0,,,,,,,,,,
18950111,1900,,,-32,0,,,,,,,,,,
18950111,2400,,,,,,,,,,,26,0,,
18950112,800,,,-31,0,,,,,,,,,,
18950112,1400,,,-28,0,,,,,,,,,,
18950112,1900,,,-39,0,,,,,,,,,,
18950113,800,,,-84,0,,,,,,,,,,
18950113,1400,,,-126,0,,,,,,,,,,
18950113,1900,,,-125,0,,,,,,,,,,
18950114,800,,,-125,0,,,,,,,,,,
18950114,1400,,,-131,0,,,,,,,,,,
18950114,1900,,,-148,0,,,,,,,,,,
18950114,2400,,,,,,,,,,,22,0,,
18950115,800,,,-161,0,,,,,,,,,,
18950115,1400,,,-151,0,,,,,,,,,,
18950115,1900,,,-146,0,,,,,,,,,,
18950116,800,,,-156,0,,,,,,,,,,
18950116,1400,,,-160,0,,,,,,,,,,
18950116,1900,,,-155,0,,,,,,,,,,
18950116,2400,,,,,,,,,,,32,0,,
18950117,800,,,-146,0,,,,,,,,,,
18950117,1400,,,-144,0,,,,,,,,,,
18950117,1900,,,-129,0,,,,,,,,,,
18950118,800,,,-71,0,,,,,,,,,,
18950118,1400,,,-43,0,,,,,,,,,,
18950118,1900,,,-18,0,,,,,,,,,,
18950119,800,,,-1,0,,,,,,,,,,
18950119,1400,,,15,0,,,,,,,,,,
18950119,1900,,,-6,0,,,,,,,,,,
18950120,800,,,-56,0,,,,,,,,,,
18950120,1400,,,-77,0,,,,,,,,,,
18950120,1900,,,-78,0,,,,,,,,,,
18950120,2400,,,,,,,,,,,56,0,,
18950121,800,,,-96,0,,,,,,,,,,
18950121,1400,,,-84,0,,,,,,,,,,
18950121,1900,,,-56,0,,,,,,,,,,
18950121,2400,,,,,,,,,,,54,0,,
18950122,800,,,-41,0,,,,,,,,,,
18950122,1400,,,-50,0,,,,,,,,,,
18950122,1900,,,-75,0,,,,,,,,,,
18950123,800,,,-170,0,,,,,,,,,,
18950123,1400,,,-205,0,,,,,,,,,,
18950123,1900,,,-166,0,,,,,,,,,,
18950123,2400,,,,,,,,,,,20,0,,
18950124,800,,,-121,0,,,,,,,,,,
18950124,1400,,,-164,0,,,,,,,,,,
18950124,1900,,,-242,0,,,,,,,,,,
18950125,800,,,-197,0,,,,,,,,,,
18950125,1400,,,-162,0,,,,,,,,,,
18950125,1900,,,-129,0,,,,,,,,,,
18950126,800,,,-81,0,,,,,,,,,,
18950126,1400,,,-60,0,,,,,,,,,,
18950126,1900,,,-45,0,,,,,,,,,,
18950127,800,,,-38,0,,,,,,,,,,
18950127,1400,,,-20,0,,,,,,,,,,
18950127,1900,,,-18,0,,,,,,,,,,
18950128,800,,,12,0,,,,,,,,,,
18950128,1400,,,25,0,,,,,,,,,,
18950128,1900,,,36,0,,,,,,,,,,
18950129,800,,,65,0,,,,,,,,,,
18950129,1400,,,90,0,,,,,,,,,,
18950129,1900,,,118,0,,,,,,,,,,
18950130,800,,,140,0,,,,,,,,,,
18950130,1400,,,139,0,,,,,,,,,,
18950130,1900,,,128,0,,,,,,,,,,
18950131,800,,,72,0,,,,,,,,,,
18950131,1400,,,77,0,,,,,,,,,,
18950131,1900,,,66,0,,,,,,,,,,
18950201,800,,,56,0,,,,,,,,,,
18950201,1400,,,43,0,,,,,,,,,,
18950201,1900,,,18,0,,,,,,,,,,
18950202,800,,,32,0,,,,,,,,,,
18950202,1400,,,47,0,,,,,,,,,,
18950202,1900,,,48,0,,,,,,,,,,
18950202,2400,,,,,,,,,,,46,0,,
18950203,800,,,58,0,,,,,,,,,,
18950203,1400,,,59,0,,,,,,,,,,
18950203,1900,,,52,0,,,,,,,,,,
18950203,2400,,,,,,,,,,,10,0,,
18950204,800,,,58,0,,,,,,,,,,
18950204,1400,,,68,0,,,,,,,,,,
18950204,1900,,,65,0,,,,,,,,,,
18950205,800,,,60,0,,,,,,,,,,
18950205,1400,,,47,0,,,,,,,,,,
18950205,1900,,,26,0,,,,,,,,,,
18950206,800,,,-2,0,,,,,,,,,,
18950206,1400,,,-8,0,,,,,,,,,,
18950206,1900,,,-8,0,,,,,,,,,,
18950207,800,,,-11,0,,,,,,,,,,
18950207,1400,,,-18,0,,,,,,,,,,
18950207,1900,,,-21,0,,,,,,,,,,
18950208,800,,,-7,0,,,,,,,,,,
18950208,1400,,,5,0,,,,,,,,,,
18950208,1900,,,9,0,,,,,,,,,,
18950209,800,,,37,0,,,,,,,,,,
18950209,1400,,,43,0,,,,,,,,,,
18950209,1900,,,41,0,,,,,,,,,,
18950209,2400,,,,,,,,,,,4,0,,
18950210,800,,,19,0,,,,,,,,,,
18950210,1400,,,15,0,,,,,,,,,,
18950210,1900,,,9,0,,,,,,,,,,
18950211,800,,,-27,0,,,,,,,,,,
18950211,1400,,,-31,0,,,,,,,,,,
18950211,1900,,,-42,0,,,,,,,,,,
18950212,800,,,-32,0,,,,,,,,,,
18950212,1400,,,-19,0,,,,,,,,,,
18950212,1900,,,-3,0,,,,,,,,,,
18950213,800,,,57,0,,,,,,,,,,
18950213,1400,,,67,0,,,,,,,,,,
18950213,1900,,,85,0,,,,,,,,,,
18950214,800,,,99,0,,,,,,,,,,
18950214,1400,,,109,0,,,,,,,,,,
18950214,1900,,,116,0,,,,,,,,,,
18950214,2400,,,,,,,,,,,6,0,,
18950215,800,,,115,0,,,,,,,,,,
18950215,1400,,,116,0,,,,,,,,,,
18950215,1900,,,121,0,,,,,,,,,,
18950216,800,,,150,0,,,,,,,,,,
18950216,1400,,,153,0,,,,,,,,,,
18950216,1900,,,142,0,,,,,,,,,,
18950217,800,,,120,0,,,,,,,,,,
18950217,1400,,,119,0,,,,,,,,,,
18950217,1900,,,107,0,,,,,,,,,,
18950218,800,,,76,0,,,,,,,,,,
18950218,1400,,,70,0,,,,,,,,,,
18950218,1900,,,69,0,,,,,,,,,,
18950219,800,,,76,0,,,,,,,,,,
18950219,1400,,,74,0,,,,,,,,,,
18950219,1900,,,66,0,,,,,,,,,,
18950220,800,,,59,0,,,,,,,,,,
18950220,1400,,,58,0,,,,,,,,,,
18950220,1900,,,68,0,,,,,,,,,,
18950221,800,,,59,0,,,,,,,,,,
18950221,1400,,,53,0,,,,,,,,,,
18950221,1900,,,40,0,,,,,,,,,,
18950222,800,,,47,0,,,,,,,,,,
18950222,1400,,,53,0,,,,,,,,,,
18950222,1900,,,67,0,,,,,,,,,,
18950223,800,,,76,0,,,,,,,,,,
18950223,1400,,,60,0,,,,,,,,,,
18950223,1900,,,16,0,,,,,,,,,,
18950224,800,,,-30,0,,,,,,,,,,
18950224,1400,,,-42,0,,,,,,,,,,
18950224,1900,,,13,0,,,,,,,,,,
18950225,800,,,-14,0,,,,,,,,,,
18950225,1400,,,4,0,,,,,,,,,,
18950225,1900,,,19,0,,,,,,,,,,
18950226,800,,,-20,0,,,,,,,,,,
18950226,1400,,,-55,0,,,,,,,,,,
18950226,1900,,,-134,0,,,,,,,,,,
18950227,800,,,-131,0,,,,,,,,,,
18950227,1400,,,-126,0,,,,,,,,,,
18950227,1900,,,-103,0,,,,,,,,,,
18950228,800,,,-30,0,,,,,,,,,,
18950228,1400,,,-18,0,,,,,,,,,,
18950228,1900,,,-12,0,,,,,,,,,,
18950301,800,,,-62,0,,,,,,,,,,
18950301,1400,,,-75,0,,,,,,,,,,
18950301,1900,,,-93,0,,,,,,,,,,
18950302,800,,,-89,0,,,,,,,,,,
18950302,1400,,,-85,0,,,,,,,,,,
18950302,1900,,,-96,0,,,,,,,,,,
18950302,2400,,,,,,,,,,,60,0,,
18950303,800,,,-113,0,,,,,,,,,,
18950303,1400,,,-117,0,,,,,,,,,,
18950303,1900,,,-117,0,,,,,,,,,,
18950304,800,,,-82,0,,,,,,,,,,
18950304,1400,,,-63,0,,,,,,,,,,
18950304,1900,,,-57,0,,,,,,,,,,
18950305,800,,,-19,0,,,,,,,,,,
18950305,1400,,,-8,0,,,,,,,,,,
18950305,1900,,,4,0,,,,,,,,,,
18950305,2400,,,,,,,,,,,2,0,,
18950306,800,,,1,0,,,,,,,,,,
18950306,1400,,,1,0,,,,,,,,,,
18950306,1900,,,6,0,,,,,,,,,,
18950307,800,,,25,0,,,,,,,,,,
18950307,1400,,,26,0,,,,,,,,,,
18950307,1900,,,24,0,,,,,,,,,,
18950308,800,,,25,0,,,,,,,,,,
18950308,1400,,,21,0,,,,,,,,,,
18950308,1900,,,5,0,,,,,,,,,,
18950309,800,,,-10,0,,,,,,,,,,
18950309,1400,,,-25,0,,,,,,,,,,
18950309,1900,,,-52,0,,,,,,,,,,
18950310,800,,,-68,0,,,,,,,,,,
18950310,1400,,,-62,0,,,,,,,,,,
18950310,1900,,,-59,0,,,,,,,,,,
18950311,800,,,-81,0,,,,,,,,,,
18950311,1400,,,-64,0,,,,,,,,,,
18950311,1900,,,-47,0,,,,,,,,,,
18950312,800,,,-40,0,,,,,,,,,,
18950312,1400,,,-34,0,,,,,,,,,,
18950312,1900,,,-37,0,,,,,,,,,,
18950313,800,,,-32,0,,,,,,,,,,
18950313,1400,,,-14,0,,,,,,,,,,
18950313,1900,,,10,0,,,,,,,,,,
18950314,800,,,68,0,,,,,,,,,,
18950314,1400,,,92,0,,,,,,,,,,
18950314,1900,,,109,0,,,,,,,,,,
18950315,800,,,122,0,,,,,,,,,,
18950315,1400,,,121,0,,,,,,,,,,
18950315,1900,,,117,0,,,,,,,,,,
18950316,800,,,114,0,,,,,,,,,,
18950316,1400,,,113,0,,,,,,,,,,
18950316,1900,,,106,0,,,,,,,,,,
18950317,800,,,102,0,,,,,,,,,,
18950317,1400,,,77,0,,,,,,,,,,
18950317,1900,,,84,0,,,,,,,,,,
18950318,800,,,78,0,,,,,,,,,,
18950318,1400,,,72,0,,,,,,,,,,
18950318,1900,,,49,0,,,,,,,,,,
18950319,800,,,-33,0,,,,,,,,,,
18950319,1400,,,-20,0,,,,,,,,,,
18950319,1900,,,-30,0,,,,,,,,,,
18950320,800,,,-89,0,,,,,,,,,,
18950320,1400,,,-42,0,,,,,,,,,,
18950320,1900,,,-5,0,,,,,,,,,,
18950320,2400,,,,,,,,,,,56,0,,
18950321,800,,,25,0,,,,,,,,,,
18950321,1400,,,12,0,,,,,,,,,,
18950321,1900,,,-31,0,,,,,,,,,,
18950322,800,,,-40,0,,,,,,,,,,
18950322,1400,,,-23,0,,,,,,,,,,
